"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"JAX194105140","alleh106","JAX","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19410514","0","LKC01","SNO","l","regular",""
"BIR194105240","alleh106","JAX","1","value","18","","28","9","4","1","0","5","","1","","1","0","0","0","3","","","","","","1","","1","","1","19410524","0","ANN01","BIR","l","regular","y"
"KCM194106012","alleh106","JAX","2","value","15","","28","6","0","0","0","6","","3","0","2","2","0","0","","0","","","","","","","","1","","19410601","2","KAN05","KCM","l","regular","y"
"SNO194106082","alleh106","JAX","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19410608","2","LRK02","SNO","l","regular",""
"JAX194107020","alleh106","JAX","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19410702","0","JKV01","BIR","w","regular",""
"MEM194107062","alleh106","JAX","2","value","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","19410706","2","MEM02","MEM","w","regular",""
"JAX194107191","alleh106","JAX","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19410719","1","WIN01","BIR","l","regular",""
"JAX194107220","alleh106","JAX","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19410722","0","FAR01","BIR","w","regular",""
"KCM194107272","alleh106","JAX","1","value","21","","","10","","","","5","","","","","","","","","","","","","1","","","1","","1","19410727","2","LOU05","KCM","w","exhibition",""
"PH5194108140","alleh106","JAX","3","value","1","","1","0","0","0","0","0","","","0","","0","0","0","","0","","","","","","","","1","","19410814","0","PHI17","PH5","l","exhibition","y"
"KCM194204140","alleh106","JAX","1","value","12","","","","","0","1","3","","1","","5","0","0","0","","","","","","","1","","1","","","19420414","0","PTA01","KCM","l","exhibition",""
"KCM194204160","alleh106","JAX","3","value","9","","","","","","0","","","4","","1","0","0","0","","","","","","","","","","1","","19420416","0","PTA01","KCM","l","exhibition",""
"CCB194204220","alleh106","JAX","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19420422","0","PTX01","CCB","t","exhibition",""
