"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2193806261","millh104","BFA","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19380626","1","NWK04","NW2","l","regular",""
"PTC193807120","millh104","PH5","1","value","24","","","6","","","1","5","","","","","","","","","","","","","","1","","1","","1","19380712","0","CLE07","PTC","l","exhibition",""
"PH5193808040","millh104","PH5","1","value","16","","24","8","","","","7","","","","","","","","","","","","","","1","","1","","","19380804","0","PHI17","BLG","l","regular","y"
"PH5193808202","millh104","PH5","2","value","3","","3","0","","","","0","0","","","","","","","","","","","","1","","","","1","","19380820","2","PHI17","NY5","w","exhibition","y"
"PH5193905202","millh104","PH5","3","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19390520","2","PHI17","HOM","l","regular",""
"HOM193905282","millh104","PH5","1","value","18","","","7","","","2","6","6","","","","","","","","","","","","","1","","1","","1","19390528","2","BUF06","HOM","l","regular",""
"PH5193906010","millh104","PH5","3","value","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19390601","0","PHI17","NY5","t","regular","y"
"PH5193906032","millh104","PH5","2","value","5","","8","3","0","0","0","1","","","","","","","","","","","","","","1","","","1","","19390603","2","PHI17","NY6","l","regular","y"
"PH5193906150","millh104","PH5","1","value","9","0","19","5","1","0","1","5","5","5","0","0","0","0","0","0","0","0","0","0","","1","","1","","","19390615","0","PHI17","NW2","l","regular","y"
"PH5193906181","millh104","PH5","3","value","8","","11","2","","","0","1","","0","0","","0","1","0","0","","","","","","","","","1","","19390618","1","PHI17","HOM","l","regular","y"
"HOM193907231","millh104","PH5","3","value","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19390723","1","NYC16","HOM","l","regular","y"
"HOM193907240","millh104","PH5","1","value","21","","32","9","","","0","4","","2","","3","0","0","0","1","","","","","","1","","1","","","19390724","0","GRE04","HOM","l","regular","y"
"PH5193907290","millh104","PH5","1","value","19","","34","8","0","0","1","4","","3","","2","0","1","0","2","0","","","","1","","","1","","","19390729","0","PHI17","HOM","w","regular","y"
"PH5193908121","millh104","PH5","1","value","4","","9","4","","0","0","2","","1","","","0","0","0","0","","","","","","","","1","","","19390812","1","PHI17","NW2","w","regular","y"
"PH5193909020","millh104","PH5","1","value","27","0","37","8","1","1","0","5","5","3","0","7","0","0","0","1","0","2","0","0","1","","","1","","1","19390902","0","CHE01","HOM","w","regular","y"
"HOM193909090","millh104","PH5","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19390909","0","HOM01","HOM","w","divisionseries",""
"PH5194005181","millh104","PH5","2","value","11","0","13","3","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","","","","","","19400518","1","PHI17","NW2","w","regular","y"
"PH5194006092","millh104","PH5","3","value","6","","10","1","0","0","0","2","","2","0","0","0","0","0","0","0","","","","","","","","1","","19400609","2","HRB01","NY6","l","regular","y"
"PH5194006151","millh104","PH5","2","value","11","","23","10","0","0","0","8","","2","0","","0","0","0","","0","","","","","","","","","","19400615","1","PHI17","NW2","l","regular","y"
"PH5194006222","millh104","PH5","1","value","6","","12","6","0","0","0","4","","","0","","0","0","0","","0","","","","","1","","1","","","19400622","2","PHI17","KCM","l","exhibition","y"
"PH5194007042","millh104","PH5","4","value","3","","3","0","0","0","0","0","","","0","","0","0","0","","0","","","","","","","","1","","19400704","2","PHI17","NW2","l","regular","y"
"PH5194007061","millh104","PH5","3","value","2","","7","4","0","0","0","6","","1","0","","0","0","0","","0","","","","","","","","","","19400706","1","PHI17","NY6","l","regular","y"
"PH5194007272","millh104","PH5","1","value","13","","17","4","0","0","0","4","","1","0","","0","0","0","","0","","","","","","","1","","","19400727","2","PHI17","NY5","l","regular","y"
"HOM194008010","millh104","PH5","1","value","19","","31","7","0","0","1","6","","3","0","3","0","0","0","","0","","","","1","","","1","","","19400801","0","WAS09","HOM","w","exhibition","y"
"NW2194008042","millh104","PH5","1","value","10","","17","7","0","0","2","6","","1","0","","0","0","0","","0","","","","","1","","1","","","19400804","2","NWK04","NW2","l","regular","y"
"HOM194008182","millh104","PH5","1","value","3","3","9","3","0","0","0","4","","3","0","0","0","0","0","0","0","","","","","1","","1","","","19400818","2","WAS09","HOM","l","exhibition","y"
"NW2194008200","millh104","PH5","2","value","11","","19","5","0","0","1","5","","4","0","","0","0","0","","0","","","","","","","","","","19400820","0","NWK04","NW2","l","regular","y"
"PH5194009050","millh104","PH5","1","value","27","","36","9","0","0","0","2","","","","","0","0","0","0","","","","","1","","","1","","1","19400905","0","PHI17","MEM","w","exhibition","y"
"PH5194009152","millh104","PH5","1","value","9","","14","5","0","0","1","4","","0","0","1","0","0","0","0","0","","","","","","","1","","","19400915","2","HRB01","NY5","w","exhibition","y"
"PH5194105170","millh104","PH5","3","value","4","","4","0","0","0","0","0","","0","0","","0","0","0","","0","","","","","","","","1","","19410517","0","PHI17","BLG","l","regular","y"
"PH5194105190","millh104","PH5","2","value","23","","38","8","0","0","0","6","","6","0","0","0","0","0","0","0","","","","","1","","","1","","19410519","0","CHE01","NW2","l","regular","y"
"HOM194305232","millh104","PH5","2","value","11","","19","5","0","0","1","3","","1","0","0","0","0","0","","0","","","","","","","","1","","19430523","2","WAS09","HOM","l","regular","y"
"MEM194404200","millh104","CAG","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19440420","0","DAL01","MEM","w","exhibition",""
"BLG194407161","millh104","PH5","2","value","3","","5","2","0","0","0","0","0","1","0","5","0","0","0","0","0","","","","","","","","1","","19440716","1","BAL14","BLG","w","regular","y"
"BLG194407162","millh104","PH5","1","value","21","","26","5","2","0","0","2","","1","","4","0","0","0","0","","","","","1","","","1","","1","19440716","2","BAL14","BLG","w","regular","y"
"NY6194407231","millh104","PH5","1","value","25","","35","6","3","0","0","3","","5","","7","0","0","0","1","","","","","","1","","1","","1","19440723","1","NYC16","NY6","l","regular","y"
"PH5194407290","millh104","PH5","1","value","27","","35","8","1","1","0","1","1","1","","","0","0","0","0","","","","","1","","","1","","1","19440729","0","PHI17","BLG","w","regular","y"
"HOM194408061","millh104","PH5","1","value","15","","27","10","0","2","0","9","","3","0","","0","0","0","","0","","","","","1","","1","","","19440806","1","WAS09","HOM","l","regular","y"
"PH5194408100","millh104","PH5","1","value","27","","","5","","","","0","0","2","","3","","","","","","","","","1","","","1","","1","19440810","0","PHI17","NY6","w","regular",""
"NW2194408132","millh104","PH5","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19440813","2","NWK04","NW2","l","exhibition",""
"PH5194408170","millh104","PH5","1","value","27","","37","12","1","1","0","3","","3","","","0","0","0","0","","","","","1","","","1","","1","19440817","0","PHI17","NY5","w","regular","y"
"BLG194408272","millh104","PH5","1","value","18","","34","8","2","2","0","10","","4","","2","0","0","0","1","","","","","","1","","1","","1","19440827","2","BAL14","BLG","l","regular","y"
"PH5194408310","millh104","PH5","1","value","27","","39","12","2","0","1","5","","2","","","0","0","0","0","1","","","","1","","","1","","1","19440831","0","PHI17","NY6","w","regular","y"
"PH5194409160","millh104","PH5","1","value","27","","37","7","2","0","0","2","2","3","","","0","0","0","1","","","","","1","","","1","","1","19440916","0","PHI17","NW2","w","exhibition","y"
"PH5194409292","millh104","PH5","3","value","6","","9","2","0","0","0","0","","1","0","","0","0","0","0","0","","","","","","","","1","","19440929","2","PHI11","HOM","l","exhibition","y"
"PH5194506230","millh104","PH5","2","value","18","","19","1","0","0","0","0","","0","0","5","0","0","0","","0","","","","1","","","","1","","19450623","0","PHI17","BLG","w","regular","y"
"PH5194506252","millh104","PH5","1","value","24","","33","7","0","0","0","2","","2","","1","0","0","0","0","","","","","1","","","1","","1","19450625","2","PHI11","BIR","w","exhibition","y"
"NW2194507011","millh104","PH5","1","value","27","","","6","","","1","1","","","","","","","","","","","","","1","","","1","","1","19450701","1","NYC16","NW2","w","regular",""
"PH5194507041","millh104","PH5","1","value","12","","18","6","0","0","0","3","","","0","","0","0","0","","0","","","","","1","","1","","","19450704","1","PHI17","BLG","l","regular","y"
"HOM194507082","millh104","PH5","1","value","18","","","9","4","","","7","","","","","","","","","","","","","","1","","1","","1","19450708","2","WAS09","HOM","l","regular",""
"PH5194507210","millh104","PH5","1","value","27","","39","10","1","1","0","5","2","3","","2","0","0","0","0","","","","","1","","","1","","1","19450721","0","PHI17","NY5","w","regular","y"
"PH5194508040","millh104","PH5","1","value","5","","12","3","0","0","0","4","","3","0","","0","0","0","1","0","","","","","1","","1","","","19450804","0","PHI17","NY5","l","regular","y"
"NY5194508050","millh104","PH5","1","value","21","","33","8","0","0","1","4","","4","0","4","1","0","0","2","0","","","","","1","","1","","","19450805","0","NYC16","NY5","l","regular","y"
"PH5194607130","millh104","PH5","1","value","24","","40","12","0","0","0","11","","","0","","0","0","0","","0","","","","","1","","1","","","19460713","0","PHI17","BLG","l","regular","y"
"BLG194607282","millh104","PH5","1","value","3","","7","3","0","0","0","3","","0","0","0","0","0","0","","0","","","","","","","1","","","19460728","2","BAL14","BLG","l","regular","y"
"NW2194609022","millh104","PH5","3","value","6","","8","2","0","0","0","1","","","0","","0","0","0","","0","","","","","","","","1","","19460902","2","NWK04","NW2","l","regular","y"
"PH5194705030","millh104","PH5","2","value","2","","5","3","","","1","2","2","","","","","","","","","","","","","","","","","","19470503","0","PHI17","BLG","l","exhibition","y"
"BLG194705042","millh104","PH5","2","value","15","","25","7","0","0","1","5","","2","0","5","1","0","0","","0","","","","","1","","","1","","19470504","2","BAL14","BLG","l","regular","y"
"PH5194705100","millh104","PH5","1","value","27","","36","6","1","1","1","3","3","","","11","0","0","0","0","","","","","1","","","1","","1","19470510","0","PHI17","NW2","w","regular","y"
"NY6194705220","millh104","PH5","1","value","26","","38","9","0","0","1","6","6","4","0","7","1","2","0","0","0","","","","","","","1","","","19470522","0","HRB01","NY6","l","regular","y"
"NW2194705270","millh104","PH5","1","value","27","","38","11","1","0","1","3","","3","","","0","0","0","0","","","","","1","","","1","","1","19470527","0","NWK04","NW2","w","regular","y"
"HOM194706012","millh104","PH5","2","value","9","","11","2","0","0","0","1","","0","0","0","0","0","0","","0","","","","","","","","1","","19470601","2","WAS09","HOM","w","regular","y"
"PH5194706050","millh104","PH5","1","value","27","","30","3","","","","0","0","","","","","","","","","","","","1","","","1","","1","19470605","0","PHI17","NW2","w","regular","y"
"PH5194706162","millh104","PH5","1","value","27","","38","8","2","0","1","2","","4","","3","0","0","0","0","","","","","1","","","1","","1","19470616","2","PHI11","HOM","w","regular","y"
"PH5194706210","millh104","PH5","1","value","27","","35","6","","","","2","","","","","","","","","","","","","1","","","1","","1","19470621","0","PHI17","NY5","w","regular","y"
"PH5194706260","millh104","PH5","1","value","27","","45","12","0","0","0","10","","","","","0","0","0","0","","","","","","","","1","","1","19470626","0","PHI17","HOM","t","regular","y"
"PH5194707020","millh104","PH5","1","value","21","","34","3","0","0","1","6","","10","0","9","0","0","0","","0","","","","","","","1","","","19470702","0","WIL04","NW2","w","regular","y"
"BLG194707131","millh104","PH5","1","value","27","","37","6","1","0","0","1","","3","","2","1","0","0","0","","","","","1","","","1","","1","19470713","1","BAL14","BLG","w","regular","y"
"PH5194707212","millh104","PH5","1","value","24","","30","6","0","0","0","2","2","1","0","10","0","1","0","1","0","","","","1","","","1","","","19470721","2","PHI11","BIR","w","exhibition","y"
"ASW194707270","millh104","ASE","3","value","6","0","8","2","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","","","","","","","19470727","0","CHI10","ASW","l","allstar","y"
"ASE194707290","millh104","ASE","4","value","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19470729","0","NYC14","ASW","l","allstar","y"
"NW2194708040","millh104","PH5","2","value","12","","16","2","0","0","0","1","","2","0","","0","1","1","0","0","","","","","","1","","1","","19470804","0","ACY02","NW2","w","regular","y"
"NW2194708101","millh104","PH5","1","value","24","","32","11","","","0","6","6","0","0","","0","","","0","","","","","1","","","1","","","19470810","1","NWK04","NW2","w","regular","y"
"BLG194708150","millh104","PH5","1","value","0","2","2","0","0","0","0","2","","2","0","0","0","0","0","","","","","","","1","","1","","","19470815","0","BAL14","BLG","l","regular","y"
