"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASW195608120","harrw104","ASE","1","value","9","","11","2","","0","0","0","0","0","","1","0","1","0","0","","1","","","1","","","19560812","0","CHI10","ASW","W","allstar","y"
"ASW195608120","harrw104","ASE","1","lower","9","","","2","","0","0","0","0","0","","1","0","1","0","0","","","","","","","","19560812","0","CHI10","ASW","W","allstar","y"
"ASW195608120","harrw104","ASE","1","upper","9","","","2","","0","0","0","0","0","","1","0","1","0","0","","","","","","","","19560812","0","CHI10","ASW","W","allstar","y"
"ASW195808240","harrw104","ASE","1","value","9","","16","3","0","1","0","2","2","4","","4","0","1","0","","","","","","1","","","19580824","0","CHI10","ASW","W","allstar","y"
"ASW195808240","harrw104","ASE","1","lower","9","","","3","0","1","0","2","2","4","","4","0","1","0","","","","","","","","","19580824","0","CHI10","ASW","W","allstar","y"
"ASW195808240","harrw104","ASE","1","upper","9","","","3","0","1","0","2","2","4","","4","0","1","0","","","","","","","","","19580824","0","CHI10","ASW","W","allstar","y"
"ASW195808310","harrw104","ASE","1","value","27","","","5","","","1","5","","","","","","","","","","1","","","1","","1","19580831","0","NYC16","ASW","W","allstar",""
"ASW195808310","harrw104","ASE","1","lower","27","","","5","","","1","5","","","","","","","","","","","","","","","","19580831","0","NYC16","ASW","W","allstar",""
"ASW195808310","harrw104","ASE","1","upper","27","","","5","","","1","5","","","","","","","","","","","","","","","","19580831","0","NYC16","ASW","W","allstar",""
"ASW195908090","harrw104","ASE","3","value","9","","","1","","","1","2","","","","","","","","","","","","","","","","19590809","0","CHI10","ASW","L","allstar",""
"ASW195908090","harrw104","ASE","3","lower","9","","","1","","","1","2","","","","","","","","","","","","","","","","19590809","0","CHI10","ASW","L","allstar",""
"ASW195908090","harrw104","ASE","3","upper","9","","","4","","","1","2","","","","","","","","","","","","","","","","19590809","0","CHI10","ASW","L","allstar",""
