"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"HOM194507120","housc103","HOM","1","5","value","27","0","3","0","0","0","","","","","1","19450712","0","HRB01","NY5","w","regular","y"
"BLG194507200","housc103","HOM","1","5","value","28","","","0","0","0","","","","","1","19450720","0","BAL14","BLG","l","regular","y"
"HOM194507210","housc103","HOM","1","5","value","27","0","2","0","1","0","","","","","1","19450721","0","HRB01","BLG","w","regular","y"
"NY6194507230","housc103","HOM","1","5","value","27","0","0","0","0","0","","","","","1","19450723","0","NYC23","NY6","w","regular","y"
"HOM194507240","housc103","HOM","1","5","value","30","2","3","1","0","0","","","","","1","19450724","0","WIL04","BLG","w","regular","y"
"HOM194507251","housc103","HOM","1","5","value","","1","1","1","0","0","","","","","1","19450725","1","PHI11","BLG","l","regular","y"
"HOM194507251","housc103","HOM","2","6","value","","","","0","0","0","","","","","1","19450725","1","PHI11","BLG","l","regular","y"
"HOM194507260","housc103","HOM","1","5","value","","1","1","0","0","0","","","","","1","19450726","0","WAS09","PH5","l","regular","y"
"PH5194508110","housc103","HOM","1","5","value","24","1","1","2","0","0","","","","","1","19450811","0","PHI17","PH5","l","regular","y"
"HOM194508130","housc103","HOM","1","5","value","24","0","1","1","1","0","","","","","1","19450813","0","ALT01","CAG","w","exhibition","y"
"HOM194508162","housc103","HOM","1","5","value","24","","","0","0","0","","","","","1","19450816","2","WAS09","KCM","t","exhibition","y"
"HOM194508162","housc103","HOM","2","6","value","6","","","0","0","0","","","","","1","19450816","2","WAS09","KCM","t","exhibition","y"
"HOM194508261","housc103","HOM","1","5","value","18","","","0","0","0","","","","","1","19450826","1","WAS09","NW2","w","regular","y"
