"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"PH5193805221","johnj112","HOM","1","5","value","27","0","1","0","","","","","","","","19380522","1","PHI16","PH5","w","regular","y"
"PH5193805222","johnj112","HOM","1","5","value","21","1","2","0","","","","","","","1","19380522","2","PHI17","PH5","w","regular","y"
"HOM193805291","johnj112","HOM","1","5","value","27","","","0","","","","","","","1","19380529","1","CLE07","WBS","w","regular","y"
"HOM193805301","johnj112","HOM","1","5","value","27","0","1","","","","","","","","1","19380530","1","PIT09","WBS","w","regular","y"
"NW2193806040","johnj112","HOM","1","4","value","27","","","0","","","","","","","","19380604","0","TRE01","NW2","w","regular","y"
"HOM193806120","johnj112","HOM","1","5","value","27","","","0","","","","","","","1","19380612","0","IND10","BLG","w","regular","y"
"HOM193806140","johnj112","HOM","1","5","value","27","","","1","","","","","","","1","19380614","0","LOU05","BLG","w","regular","y"
"HOM193806160","johnj112","HOM","1","5","value","","","","0","","","","","","","1","19380616","0","MID02","BLG","w","regular","y"
"PTC193807041","johnj112","HOM","1","5","value","27","0","0","0","0","","","","","","","19380704","1","PIT09","PTC","w","regular","y"
"BLG193807090","johnj112","HOM","1","5","value","27","0","2","0","","","","","","","1","19380709","0","BAL14","BLG","w","regular","y"
"BLG193807101","johnj112","HOM","1","5","value","27","2","0","","","","","","","","","19380710","1","BAL14","BLG","w","regular","y"
"BLG193807102","johnj112","HOM","1","5","value","19","","","","","","","","","","","19380710","2","BAL14","BLG","l","regular","y"
"PH5193808180","johnj112","HOM","1","5","value","6","","","","","","","","","","","19380818","0","PHI17","PH5","w","regular",""
"HOM193809010","johnj112","HOM","","5","value","","","","","","","","","","","1","19380901","0","OLE01","PTC","w","regular",""
"NW2193905270","johnj112","TLC","1","5","value","24","2","2","1","1","0","","","","","1","19390527","0","TRE01","NW2","l","regular","y"
"PH5193905301","johnj112","TLC","1","5","value","24","0","0","0","0","0","","","","","1","19390530","1","PHI17","PH5","l","regular","y"
"PH5193905302","johnj112","TLC","1","5","value","24","0","5","0","0","0","","","","","1","19390530","2","PHI17","PH5","l","regular","y"
"TLC193906181","johnj112","TLC","1","5","value","30","0","2","1","0","0","","","","","1","19390618","1","TOL05","NY6","w","regular","y"
"TLC193906200","johnj112","TLC","1","1","value","0","","","0","","0","0","","","","","19390620","0","LIM01","KCM","l","exhibition",""
