"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"CVB194604140","newka101","NY5","1","1","value","12","","","0","","0","0","","","","","19460414","0","ATL05","CVB","l","exhibition",""
"HOM194604180","newka101","NY5","1","1","value","","","","0","","0","0","","","","","19460418","0","GRE03","HOM","l","exhibition",""
"NY5194604282","newka101","NY5","1","1","value","21","","","0","","0","0","","","","1","19460428","2","NYC16","HOM","l","exhibition",""
"NY5194605070","newka101","NY5","1","1","value","24","","","0","","0","0","","","","1","19460507","0","NOR02","NY6","l","regular",""
"NW2194605120","newka101","NY5","1","1","value","24","","","0","0","0","","","","","1","19460512","0","NWK04","NW2","l","regular","y"
"NY6194605301","newka101","NY5","1","1","value","24","","","0","","0","0","","","","1","19460530","1","NYC14","NY6","l","regular",""
"PH5194605311","newka101","NY5","1","1","value","6","0","0","0","0","0","","","","","","19460531","1","PHI11","PH5","l","regular","y"
"PH5194606080","newka101","NY5","1","1","value","26","0","1","0","0","0","","","","","1","19460608","0","PHI17","PH5","l","regular","y"
"NW2194606162","newka101","NY5","1","1","value","24","","","0","","0","0","","","","1","19460616","2","NWK04","NW2","l","regular",""
"NW2194606212","newka101","NY5","1","1","value","24","","","0","","0","0","","","","1","19460621","2","NWK04","NW2","l","regular",""
"HOM194606290","newka101","NY5","1","1","value","6","0","0","0","0","0","","","","","","19460629","0","WIL04","HOM","w","regular","y"
"NW2194607020","newka101","NY5","1","1","value","24","","","0","0","0","","","","","1","19460702","0","NWK04","NW2","l","regular","y"
"NY5194607040","newka101","NY5","1","1","value","6","","","0","0","0","","","","","","19460704","0","NYC16","NW2","l","regular","y"
"NY5194607071","newka101","NY5","1","1","value","27","0","3","0","0","0","","","","","1","19460707","1","NYC16","PH5","w","regular","y"
"PH5194607180","newka101","NY5","1","1","value","27","0","0","0","0","0","","","","","1","19460718","0","PHI17","PH5","w","regular","y"
"NY5194607280","newka101","NY5","1","1","value","15","0","4","0","0","0","","","","","1","19460728","0","NYC16","NY6","l","regular","y"
"NY5194608010","newka101","NY5","1","1","value","15","","","0","","0","0","","","","","19460801","0","NYC16","KCM","l","exhibition",""
"NY5194608111","newka101","NY5","1","1","value","26","0","3","0","0","0","","","","","","19460811","1","NYC14","PH5","w","regular","y"
"BLG194608251","newka101","NY5","1","1","value","24","0","2","0","0","0","","","","","1","19460825","1","BAL14","BLG","l","regular","y"
"NY5194609171","newka101","NY5","1","1","value","23","0","6","0","0","0","","","","","1","19460917","1","PHI11","IN9","w","exhibition","y"
"NY5194705112","newka101","NY5","1","1","value","12","","","0","","0","0","","","","","19470511","2","NYC16","NY6","l","regular",""
"PH5194705200","newka101","NY5","1","1","value","3","0","0","0","0","0","","","","","1","19470520","0","WIL04","PH5","l","regular","y"
"HOM194705241","newka101","NY5","1","1","value","1","","","","0","0","","","","","","19470524","1","PIT06","HOM","l","regular","y"
"HOM194705252","newka101","NY5","1","1","value","17","0","2","0","0","0","","","","","","19470525","2","WAS09","HOM","l","regular","y"
"BLG194705301","newka101","NY5","1","1","value","21","1","3","0","0","0","","","","","1","19470530","1","BAL14","BLG","l","regular","y"
"BLG194706151","newka101","NY5","1","1","value","12","1","0","0","0","0","","","","","","19470615","1","BAL14","BLG","l","regular","y"
