"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MEM194805140","welli101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19480514","0","MEM02","IN9","L","regular",""
"MEM194805140","welli101","MEM","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19480514","0","MEM02","IN9","L","regular",""
"MEM194805140","welli101","MEM","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19480514","0","MEM02","IN9","L","regular",""
"MEM194805240","welli101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19480524","0","MEM02","CVB","W","regular",""
"MEM194805240","welli101","MEM","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19480524","0","MEM02","CVB","W","regular",""
"MEM194805240","welli101","MEM","1","upper","","","","","","","","","","","","","","","","","","1","","","","","","19480524","0","MEM02","CVB","W","regular",""
"MEM194805301","welli101","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","19480530","1","MEM02","BIR","L","regular",""
"MEM194805301","welli101","MEM","3","lower","","","","","","","","","","","","","","","","","","","","","","","","19480530","1","MEM02","BIR","L","regular",""
"MEM194805301","welli101","MEM","3","upper","","","","","","","","","","","","","","","","","","","","","","","","19480530","1","MEM02","BIR","L","regular",""
"MEM194806040","welli101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","19480604","0","MEM02","BIR","L","regular",""
"MEM194806040","welli101","MEM","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19480604","0","MEM02","BIR","L","regular",""
"MEM194806040","welli101","MEM","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19480604","0","MEM02","BIR","L","regular",""
