"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"BLS192909292","lattd101","BLS","1","2","value","3","0","1","0","0","0","0","","","","","19290929","2","BAL13","ASB","w","exhibition","y"
"BLS192910132","lattd101","BLS","1","2","value","3","0","0","0","0","0","0","","","","","19291013","2","BAL13","ASB","w","exhibition","y"
