"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PH5194007131","fielw101","HOM","2","value","10","","14","2","0","0","0","2","","0","0","2","0","0","0","1","0","","","","","","","","","","19400713","1","PHI17","PH5","l","regular","y"
"NY6194107110","fielw101","HOM","1","value","20","","31","9","0","0","1","6","6","3","0","3","0","0","0","0","0","","","","1","","","1","","","19410711","0","YOR03","NY6","w","regular","y"
"HOM194108120","fielw101","HOM","1","value","27","","32","6","0","0","0","1","","1","","3","0","0","0","1","","","","","1","","","1","","1","19410812","0","ALT02","NW2","w","regular","y"
"HOM194108220","fielw101","HOM","1","value","16","","23","7","0","0","0","5","","1","0","1","0","0","0","","0","","","","","1","","1","","","19410822","0","CAN03","NW2","l","regular","y"
"HOM194108300","fielw101","HOM","1","value","21","","31","12","0","0","2","8","","0","0","2","0","0","0","0","0","","","","1","","","1","","","19410830","0","KNP01","NY6","w","exhibition","y"
"HOM194206110","fielw101","HOM","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19420611","0","UNI01","NW2","l","exhibition",""
"HOM194206290","fielw101","HOM","1","value","12","","","","","","1","3","","","","1","","","","","","","","","","","","1","","","19420629","0","NPN01","NW2","w","exhibition",""
"HOM194206290","fielw101","HOM","1","upper","","","","","","","1","7","","","","1","","","","","","","","","","","","","","","19420629","0","NPN01","NW2","w","exhibition",""
"CCB194207160","fielw101","HOM","1","value","21","","33","7","0","0","0","4","","3","0","4","0","0","0","1","0","","","","1","","","1","","","19420716","0","MUN02","CCB","w","exhibition","y"
"CCB194207230","fielw101","HOM","1","value","27","","35","7","0","1","0","3","","3","","7","1","0","0","0","","","","","1","","","1","","1","19420723","0","ERI01","CCB","w","exhibition","y"
"HOM194207280","fielw101","HOM","1","value","27","","","6","","","","1","","","","","","","","","","","","","1","","","1","","1","19420728","0","NOR02","PH5","w","exhibition",""
"NY6194604020","fielw101","HOM","1","value","6","","7","0","0","0","0","0","0","1","0","","0","0","0","","0","","","","","","","1","","","19460402","0","NOL01","NY6","w","exhibition","y"
"PH5194605130","fielw101","HOM","1","value","26","","33","6","0","0","0","2","","4","0","2","0","0","0","","0","","","","1","","","1","","","19460513","0","PHI17","PH5","w","regular","y"
"HOM194605191","fielw101","HOM","1","value","9","3","19","5","0","0","0","5","","3","0","1","0","0","0","","0","","","","","1","","1","","","19460519","1","WAS09","PH5","l","regular","y"
"NY5194605261","fielw101","HOM","1","value","27","","29","3","0","0","0","0","0","1","","4","0","0","0","0","","","","","1","","","1","","1","19460526","1","NYC16","NY5","w","regular","y"
