"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MEM194508020","gonzu101","CIA","1","value","27","","","6","","","","4","","","","","","","","","","1","","","1","","1","19450802","0","FTW01","MEM","W","regular",""
"MEM194508020","gonzu101","CIA","1","lower","27","","","6","","","","4","","","","","","","","","","","","","","","","19450802","0","FTW01","MEM","W","regular",""
"MEM194508020","gonzu101","CIA","1","upper","27","","","6","","","","4","","","","","","","","","","","","","","","","19450802","0","FTW01","MEM","W","regular",""
"CIA194508110","gonzu101","CIA","2","value","","","","","","","","","","","","","","","","","","","","","","","","19450811","0","IND10","NY6","L","exhibition",""
"CIA194508110","gonzu101","CIA","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19450811","0","IND10","NY6","L","exhibition",""
"CIA194508110","gonzu101","CIA","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19450811","0","IND10","NY6","L","exhibition",""
"CIA194508200","gonzu101","CIA","2","value","3","","","","","","","0","","","","","","","","","","","","","","1","","19450820","0","NSH02","KCM","L","regular",""
"CIA194508200","gonzu101","CIA","2","lower","3","","","","","","","0","","","","","","","","","","","","","","","","19450820","0","NSH02","KCM","L","regular",""
"CIA194508200","gonzu101","CIA","2","upper","3","","","","","","","0","","","","","","","","","","","","","","","","19450820","0","NSH02","KCM","L","regular",""
"CIA194508280","gonzu101","CIA","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19450828","0","COL05","BIR","L","regular",""
"CIA194508280","gonzu101","CIA","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19450828","0","COL05","BIR","L","regular",""
"CIA194508280","gonzu101","CIA","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19450828","0","COL05","BIR","L","regular",""
