"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194903270","scruw101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19490327","0","TUS01","LCB","l","exhibition",""
"BIR194904190","scruw101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19490419","0","BIR01","IN9","w","exhibition",""
"CAG194908100","scruw101","LCB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19490810","0","EAU01","CAG","l","regular",""
"CAG194908240","scruw101","LCB","1","value","27","0","35","6","0","0","1","4","0","4","0","2","0","0","0","0","0","0","1","0","1","","","1","","1","19490824","0","KOK02","CAG","w","regular","y"
"BIR194909230","scruw101","LCB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19490923","0","BIR01","BIR","l","exhibition",""
