"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2194705111","wilma101","PH5","2","value","18","0","27","8","0","0","2","5","5","3","0","0","0","0","0","0","0","0","0","0","","","","","1","","19470511","1","NWK04","NW2","l","regular","y"
"BLG194705130","wilma101","PH5","2","value","5","","16","9","","0","0","7","","2","0","0","0","1","0","0","","","","","","1","","","","","19470513","0","BAL14","BLG","l","regular","y"
"NY6194705230","wilma101","PH5","5","value","14","","","","","","","","","","","","","","","","","","","","","","","","1","","19470523","0","STA01","NY6","l","exhibition",""
"NY6194705230","wilma101","PH5","5","lower","13","","","1","","","","","","1","","1","","","","","","","","","","","","","","","19470523","0","STA01","NY6","l","exhibition",""
"NY6194705230","wilma101","PH5","5","upper","15","","","","","","","","","","","","","","","","","","","","","","","","","","19470523","0","STA01","NY6","l","exhibition",""
"PH5194705302","wilma101","PH5","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19470530","2","PHI17","NY6","l","regular",""
"BLG194706221","wilma101","PH5","3","value","15","","26","10","0","0","0","8","","3","0","0","0","1","0","1","0","","","","","","","","1","","19470622","1","BAL14","BLG","l","regular","y"
"NW2194707010","wilma101","PH5","1","value","22","","32","6","0","0","0","6","6","4","0","","0","0","0","","0","","","","","1","","1","","","19470701","0","TRE01","NW2","l","regular","y"
"NW2194707042","wilma101","PH5","2","value","3","","","","","","","","","","","","","","","","","","","","","","","","1","","19470704","2","NWK04","NW2","w","regular",""
"NW2194707042","wilma101","PH5","2","upper","6","","","","","","","","","","","","","","","","","","","","","","","","","","19470704","2","NWK04","NW2","w","regular",""
"PH5194707070","wilma101","PH5","2","value","5","","11","2","0","0","0","9","8","4","0","1","0","1","0","","0","","","","","","","","","","19470707","0","PHI11","KCM","l","exhibition","y"
"NY6194707220","wilma101","PH5","2","value","12","","16","2","0","0","0","0","","2","0","1","0","0","0","0","0","","","","1","","","","","","19470722","0","HRB01","NY6","w","regular","y"
"NW2194708040","wilma101","PH5","1","value","15","","22","3","0","0","0","1","","4","0","","0","0","0","0","0","","","","1","","","1","","","19470804","0","ACY02","NW2","w","regular","y"
"PH5194708160","wilma101","PH5","1","value","15","","22","7","0","0","0","6","","2","0","","0","0","0","","","","","","","1","","1","","","19470816","0","WIL04","CAG","l","exhibition","y"
"PH5194806142","wilma101","BLG","1","value","3","3","8","3","0","0","0","2","2","3","0","0","0","0","0","0","0","0","0","0","","","","1","","","19480614","2","PHI11","PH5","w","regular","y"
"BLG194807042","wilma101","BLG","2","value","3","","5","2","","","0","0","","0","","0","0","0","0","0","","","","","","","","","1","","19480704","2","BAL14","PH5","w","regular","y"
"BLG194807070","wilma101","BLG","1","value","11","","18","3","","","0","4","","4","","3","0","1","0","0","","","","","","1","","1","","","19480707","0","WIL04","NW2","l","regular","y"
"BLG194807182","wilma101","BLG","1","value","21","","31","7","","","0","2","","2","","7","0","0","0","0","","","","","1","","","1","","1","19480718","2","BAL14","NY5","w","regular","y"
"BLG194807182","wilma101","BLG","1","upper","21","","32","7","","","0","2","","2","","7","0","0","0","0","","","","","","","","","","","19480718","2","BAL14","NY5","w","regular","y"
"BLG194808081","wilma101","BLG","1","value","27","","37","8","","","0","5","","2","","7","0","0","0","0","","","","","1","","","1","","1","19480808","1","BAL14","IN9","w","exhibition","y"
"HOM194808221","wilma101","BLG","1","value","24","","","12","","","","10","","","","","","","","","","","","","","1","","1","","1","19480822","1","WAS09","HOM","l","exhibition",""
"BLG194809030","wilma101","BLG","1","value","22","","32","5","","","1","5","","2","","5","0","1","0","1","","","","","","","","1","","","19480903","0","BAL14","KCM","l","exhibition","y"
"LCB194904120","wilma101","BLG","2","value","9","0","14","3","0","0","1","2","1","1","0","2","0","0","0","0","0","0","0","0","","","","","","","19490412","0","MUS01","LCB","w","exhibition","y"
"BLG194905012","wilma101","BLG","1","value","21","0","28","4","2","0","0","1","1","3","0","1","0","1","0","0","0","0","0","0","1","","","1","","1","19490501","2","BAL14","KCM","w","regular","y"
"BLG194906051","wilma101","BLG","1","value","15","0","26","8","1","0","1","6","4","2","0","2","0","0","0","1","0","2","0","0","","1","","1","","","19490605","1","BAL14","BIR","l","regular","y"
"BLG194906240","wilma101","BLG","1","value","27","0","38","7","2","0","0","1","1","6","0","6","0","1","0","0","0","0","0","0","1","","","1","","1","19490624","0","BAL14","LCB","w","regular","y"
"BLG194907010","wilma101","BLG","1","value","24","","33","8","","","0","5","","2","","2","0","","","","","","","","","","","1","","","19490701","0","BAL14","NY6","w","regular","y"
"BLG194907032","wilma101","BLG","3","value","1","0","4","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","","","19490703","2","BAL14","NY6","w","regular","y"
"NY6194907042","wilma101","BLG","1","value","9","0","15","5","1","0","0","3","3","1","0","0","0","1","0","0","0","0","0","0","","1","","1","","","19490704","2","NWK04","NY6","l","regular","y"
"KCM194907190","wilma101","BLG","1","value","7","0","15","4","0","0","0","4","4","4","0","2","0","0","0","0","0","0","0","0","","1","","1","","","19490719","0","OMA02","KCM","l","regular","y"
"BLG194907241","wilma101","BLG","1","value","27","0","30","3","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","1","","","1","","1","19490724","1","BAL14","IN9","w","regular","y"
"BIR194907312","wilma101","BLG","1","value","24","","","4","1","1","","3","","","","","","","","","","","","","1","","","1","","1","19490731","2","BIR01","BIR","w","regular",""
"BIR194908020","wilma101","BLG","","value","","","","","","","","","","","","","","","","","","","","","","1","","","","","19490802","0","GRE01","BIR","l","regular",""
"BLG194908071","wilma101","BLG","1","value","27","0","37","7","0","1","0","2","2","4","0","3","0","0","0","0","0","0","0","0","1","","","1","","1","19490807","1","BAL14","BIR","w","regular","y"
"BLG194908141","wilma101","BLG","1","value","27","0","39","7","3","0","0","4","3","6","0","3","0","0","0","0","0","0","0","0","1","","","1","","1","19490814","1","BAL14","HOE","w","exhibition","y"
"BLG194908212","wilma101","BLG","1","value","21","0","33","7","2","0","0","4","4","2","0","5","0","0","0","0","0","2","0","0","1","","","1","","1","19490821","2","BAL14","MEM","w","regular","y"
"BLG194909190","wilma101","BLG","1","value","27","","","7","","","2","4","","","","","","","","","","","","","1","","","1","","1","19490919","0","NOR02","CAG","w","lcs",""
"CAG194909220","wilma101","BLG","1","value","27","0","33","6","0","0","0","2","1","3","0","0","0","0","0","0","0","0","0","0","1","","","1","","1","19490922","0","CHI10","CAG","w","lcs","y"
