"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASD193510310","kimbn101","ASD","2","value","6","","10","4","","","0","2","","0","","2","0","1","0","0","","1","","","","1","","19351031","0","LOS02","PRG","W","exhibition","y"
"ASD193510310","kimbn101","ASD","2","lower","6","","10","4","","","0","2","","0","","2","0","1","0","0","","","","","","","","19351031","0","LOS02","PRG","W","exhibition","y"
"ASD193510310","kimbn101","ASD","2","upper","6","","10","4","","","0","2","","0","","2","0","1","0","0","","","","","","","","19351031","0","LOS02","PRG","W","exhibition","y"
"PRG194210111","kimbn101","PIR","2","value","6","","7","1","","","0","0","0","0","","","0","0","0","0","","","","","","1","","19421011","1","LOS02","PRG","W","exhibition","y"
"PRG194210111","kimbn101","PIR","2","lower","","","","","","","0","","","","","","0","0","0","","","","","","","","","19421011","1","LOS02","PRG","W","exhibition","y"
"PRG194210111","kimbn101","PIR","2","upper","","","","","","","0","","","","","","0","0","0","","","","","","","","","19421011","1","LOS02","PRG","W","exhibition","y"
"BCG194310241","kimbn101","PIR","1","value","18","","26","8","","","0","2","1","2","","2","0","0","0","1","","1","","","1","","","19431024","1","LOS04","BCG","W","exhibition","y"
"BCG194310241","kimbn101","PIR","1","lower","18","","26","8","","","0","2","1","2","","2","0","0","0","","","","","","","","","19431024","1","LOS04","BCG","W","exhibition","y"
"BCG194310241","kimbn101","PIR","1","upper","18","","26","8","","","0","2","1","2","","2","0","0","0","","","","","","","","","19431024","1","LOS04","BCG","W","exhibition","y"
"BCG194310311","kimbn101","PIR","1","value","24","","35","10","","","0","3","3","1","","2","0","0","0","0","","","","","1","","","19431031","1","LOS04","BCG","L","exhibition","y"
"BCG194310311","kimbn101","PIR","1","lower","24","","35","10","","","0","3","1","1","","2","0","0","0","","","","","","","","","19431031","1","LOS04","BCG","L","exhibition","y"
"BCG194310311","kimbn101","PIR","1","upper","24","","35","10","","","0","3","3","1","","2","0","0","0","","","","","","","","","19431031","1","LOS04","BCG","L","exhibition","y"
"BCG194311071","kimbn101","PIR","2","value","6","","9","4","","","0","3","3","0","","1","0","0","0","0","","","","","","1","","19431107","1","LOS04","BCG","L","exhibition","y"
"BCG194311071","kimbn101","PIR","2","lower","6","","9","4","","","0","3","3","0","","1","0","0","0","","","","","","","","","19431107","1","LOS04","BCG","L","exhibition","y"
"BCG194311071","kimbn101","PIR","2","upper","6","","10","4","","","0","3","3","0","","1","0","0","0","","","","","","","","","19431107","1","LOS04","BCG","L","exhibition","y"
