"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HOM194206110","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19420611","0","UNI01","NW2","l","exhibition",""
"PH5194207121","blaig101","HOM","8","3","value","1","1","0","0","0","0","0","","0","","0","","","","0","","","0","","","","","19420712","1","PHI17","PH5","l","regular","y"
"CCB194207160","blaig101","HOM","9","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420716","0","MUN02","CCB","w","exhibition","y"
"CCB194207170","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19420717","0","DAY03","CCB","w","exhibition",""
"CCB194207200","blaig101","HOM","9","1","value","5","4","2","3","0","0","0","","1","","0","0","0","","0","","","0","","","","","19420720","0","YOU01","CCB","w","exhibition","y"
"HOM194207252","blaig101","HOM","","","value","","","","","0","0","0","","0","","0","","","","0","","","0","","","","","19420725","2","PIT06","CCB","w","exhibition",""
"HOM194207270","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19420727","0","NOR02","PH5","l","exhibition",""
"HOM194208190","blaig101","HOM","9","1","value","3","3","0","1","0","0","0","0","0","","0","0","0","1","0","","","0","","","","","19420819","0","OIL01","CAG","w","exhibition","y"
"HOM194208212","blaig101","HOM","9","2","value","1","1","1","1","0","0","1","0","0","","0","0","0","","0","","","0","","","","","19420821","2","WAP01","PH5","w","exhibition","y"
"PH5194208240","blaig101","HOM","9","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420824","0","PHI17","PH5","t","exhibition","y"
"NW2194209142","blaig101","HOM","9","1","value","4","3","0","2","0","0","0","0","0","","0","1","","","0","","","0","","","","","19420914","2","HAR02","NW2","l","exhibition","y"
"HOM194407302","blaig101","HOM","9","1","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440730","2","WAS09","NY5","w","regular","y"
"HOM194505132","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19450513","2","WAS09","NY5","w","regular",""
"HOM194505202","blaig101","HOM","9","1","value","","","0","","","","","0","","","","","","","","","","","","","","","19450520","2","WAS09","NY6","w","regular",""
"HOM194506102","blaig101","HOM","","","value","","","0","","","","","0","","","","","","","","","","","","","","","19450610","2","WAS09","NW2","w","regular",""
"PH5194506160","blaig101","HOM","9","1","value","5","4","0","1","0","1","0","2","0","","0","1","","1","0","","","0","","","","","19450616","0","PHI17","PH5","w","regular","y"
"HOM194506242","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19450624","2","WAS09","KCM","w","exhibition",""
"PH5194506300","blaig101","HOM","9","2","value","2","2","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19450630","0","PHI17","PH5","w","regular","y"
"HOM194507082","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19450708","2","WAS09","PH5","w","regular",""
"HOM194507120","blaig101","HOM","9","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19450712","0","HRB01","NY5","w","regular","y"
"HOM194507260","blaig101","HOM","9","1","value","3","2","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19450726","0","WAS09","PH5","l","regular","y"
"HOM194508071","blaig101","HOM","9","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19450807","1","PHI11","KCM","w","exhibition","y"
"HOM194509032","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19450903","2","WAS09","BLG","w","regular",""
"HOM194605200","blaig101","HOM","9","1","value","2","2","1","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19460520","0","HRB01","NY5","w","regular","y"
"HOM194607190","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19460719","0","DAY03","MEM","w","exhibition",""
"HOM194607282","blaig101","HOM","9","1","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460728","2","WAS09","NW2","l","regular","y"
"PH5194608310","blaig101","HOM","9","1","value","1","0","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19460831","0","WIL04","PH5","l","regular","y"
"HOM194807041","blaig101","HOM","4","2","value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","1","19480704","1","WAS09","NW2","l","regular","y"
"BLG194807300","blaig101","HOM","9","1","value","3","3","0","1","0","0","0","","0","","0","0","","","0","","","","","","","","19480730","0","BAL14","BLG","w","regular","y"
"HOM194808082","blaig101","HOM","9","1","value","1","1","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19480808","2","WAS09","NY5","w","regular","y"
"BLG194808130","blaig101","HOM","9","1","value","2","2","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19480813","0","BAL14","BLG","l","regular","y"
"HOM194808221","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19480822","1","WAS09","BLG","w","exhibition",""
"BLG194809062","blaig101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","","","19480906","2","BAL14","BLG","w","regular",""
"HOM194809160","blaig101","HOM","9","1","value","3","2","0","1","0","0","0","0","0","0","0","1","0","","0","0","0","0","0","","","","19480916","0","BAL14","BLG","w","lcs","y"
