"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194005230","dumal101","MEM","1","value","24","","43","12","2","0","1","11","","6","","4","0","2","0","0","1","","","","","1","","1","","1","19400523","0","OKC01","KCM","l","regular","y"
"MEM194006092","dumal101","MEM","1","value","21","","25","3","0","0","0","3","","1","","4","0","0","0","1","","","","","1","","","1","","1","19400609","2","MEM02","BIR","w","regular","y"
"MEM194006232","dumal101","MEM","1","value","4","","10","3","0","0","0","2","","3","0","0","0","0","1","0","0","","","","","1","","1","","","19400623","2","MEM02","SNO","l","regular","y"
"MEM194007042","dumal101","MEM","1","value","6","2","12","3","0","0","0","3","","4","0","1","0","0","0","1","0","","","","","1","","1","","","19400704","2","MEM02","CV9","l","regular","y"
"MEM194007180","dumal101","MEM","2","value","9","","","1","","","","0","0","","","","","","","","","","","","","","","","","","19400718","0","WAC01","IN8","w","regular",""
"PH5194009050","dumal101","MEM","1","value","24","","30","5","0","1","0","4","","","","","0","0","0","0","","","","","","1","","1","","1","19400905","0","PHI17","PH5","l","exhibition","y"
"HOM194009120","dumal101","MEM","1","value","24","","32","5","4","0","0","1","1","3","","2","0","0","0","0","","","","","","1","","1","","1","19400912","0","HRB01","HOM","l","exhibition","y"
"MEM194009290","dumal101","MEM","1","value","27","","42","4","1","1","0","5","","10","","4","0","0","0","0","","","","","1","","","1","","1","19400929","0","MEM02","SNO","w","exhibition","y"
"MEM194104130","dumal101","MEM","4","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19410413","0","MEM02","BLG","l","exhibition",""
"MEM194104230","dumal101","MEM","1","value","27","","31","2","0","0","0","2","","2","","5","0","0","0","1","","","","","1","","","1","","1","19410423","0","PBL01","NY5","w","exhibition","y"
"MEM194105042","dumal101","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19410504","2","MEM02","KCM","l","exhibition",""
