"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PH5193906172","mannm101","NW2","2","value","5","","8","3","","","","2","","0","0","","","","","","","","","","","","","","1","","19390617","2","PHI17","PH5","l","regular","y"
"BLG193906182","mannm101","NW2","1","value","18","","","4","","","","0","0","","","","","","","","","","","","1","","","1","","1","19390618","2","BAL10","BLG","w","regular",""
"NW2193907130","mannm101","NW2","2","value","24","0","34","10","0","0","0","2","2","4","0","2","0","0","0","1","0","0","2","0","","","","","","","19390713","0","NWK04","NY5","w","regular","y"
"BLG193907232","mannm101","NW2","1","value","12","0","24","7","2","0","0","3","3","4","0","3","1","0","0","0","1","0","0","0","","1","","1","","","19390723","2","WAS09","BLG","l","regular","y"
"HOM193908020","mannm101","NW2","1","value","12","","21","6","","","0","3","","3","0","1","0","","0","","0","","","","","","","1","","","19390802","0","PIT06","HOM","l","regular","y"
"HOM193908061","mannm101","NW2","1","value","24","","40","14","2","0","1","9","","1","","3","1","0","0","0","","","","","","1","","1","","1","19390806","1","IND10","HOM","l","exhibition","y"
"PH5193908122","mannm101","NW2","1","value","9","","16","5","","0","0","5","","3","","","0","0","0","0","","","","","","","","1","","","19390812","2","PHI17","PH5","l","regular","y"
"NW2193908132","mannm101","NW2","4","value","2","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","","19390813","2","NWK04","PH5","l","regular","y"
"NW2193908202","mannm101","NW2","1","value","27","0","30","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","1","","1","19390820","2","NWK04","NY6","w","regular","y"
"NY5193908271","mannm101","NW2","1","value","24","0","33","7","0","1","0","2","2","1","0","3","0","0","0","2","0","0","0","0","","1","","1","","1","19390827","1","WAS09","NY5","l","exhibition","y"
