"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR193805012","blacc103","BIR","2","value","14","","15","1","0","0","0","0","","0","","","0","","","","","","","","","","","","1","","19380501","2","BIR01","CAG","l","exhibition","y"
"JAX193805080","blacc103","BIR","2","value","9","","17","5","","0","0","4","","3","","1","0","","","","","0","","","","","","","","","19380508","0","JKV01","JAX","l","exibition","y"
"MEM193806051","blacc103","BIR","1","value","15","","23","4","","0","0","4","","2","","","0","","","","","","","","","1","","","1","","19380605","1","MEM02","MEM","l","regular","y"
"MEM193806080","blacc103","BIR","1","value","","","","","","","","5","","","","","","","","","","","","","","1","","1","","1","19380608","0","CLA01","MEM","l","regular",""
"BIR193806200","blacc103","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19380620","0","BIR01","MEM","w","regular",""
"BIR193806261","blacc103","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19380626","1","BIR01","JAX","w","regular",""
"IN7193807242","blacc103","BIR","1","value","18","","","5","","","","1","1","","","","","","","","","","","","1","","","1","","1","19380724","2","IND10","IN7","w","regular",""
"BIR193808200","blacc103","BIR","1","value","27","","48","12","3","0","1","11","","7","","5","0","","","0","","","","","1","","","1","","1","19380820","0","LEE01","CAG","w","exhibition","y"
"BIR193809042","blacc103","BIR","1","value","21","","","10","","","","8","","","","","","","","","","","","","","1","","1","","1","19380904","2","BIR01","KCM","l","regular",""
"SSA193905300","blacc103","ATN","1","value","9","","20","9","","","1","8","","2","","3","0","0","0","0","","","","","","1","","1","","","19390530","0","STL13","SSA","l","regular","y"
"CV9193907092","blacc103","MEM","1","value","18","0","28","9","1","0","0","3","3","2","0","1","0","0","0","2","0","1","1","0","","1","","1","","1","19390709","2","CLE06","CV9","l","regular","y"
"SSA193907260","blacc103","MEM","1","value","15","3","23","4","1","0","0","3","3","3","0","","0","0","0","2","0","4","0","1","","","","1","","","19390726","0","STL13","SSA","w","regular","y"
"NY5193908062","blacc103","SSA","1","value","18","","","9","","","","10","","","","","","","","","","","","","","1","","1","","1","19390806","2","NOL01","NY5","l","exhibition",""
"MEM193908180","blacc103","MEM","1","value","27","","","10","","","","4","","","","","","","","","","","","","","1","","1","","1","19390818","0","OKC01","KCM","l","regular",""
"CAG193909042","blacc103","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19390904","2","CHI09","CAG","l","regular",""
"MEM193909130","blacc103","MEM","1","value","7","","13","5","","","1","3","","1","","1","0","0","0","0","","","","","","","","1","","","19390913","0","MAC01","KCM","l","exhibition","y"
"NW2194106190","blacc103","NY6","1","value","9","","15","6","0","0","0","3","","1","0","","0","2","0","","0","","","","","","","1","","","19410619","0","NWK04","NW2","l","regular","y"
"MEM194107041","blacc103","SNO","1","value","9","","","","","","","4","","","","","","","","","","","","","","1","","1","","","19410704","1","MEM02","MEM","l","regular",""
"MEM194107041","blacc103","SNO","1","upper","12","","","","","","","12","","","","","","","","","","","","","","","","","","","19410704","1","MEM02","MEM","l","regular",""
"KCM194108070","blacc103","SNO","1","value","12","","21","4","0","0","0","3","","5","0","6","0","1","0","2","0","","","","","","","1","","","19410807","0","DCT02","KCM","l","regular","y"
