"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLS193110112","stann101","BLS","1","value","15","","21","6","","","0","1","","1","","1","0","0","0","0","","","","","","","","1","","1","19311011","2","BAL13","ASB","t","exhibition","y"
"PTC193207082","stann101","NY5","1","value","24","","37","12","2","0","0","6","","1","","3","0","0","0","0","","","","","","1","","1","","1","19320708","2","PIT09","PTC","l","exhibition","y"
"NY5193409091","stann101","NY5","2","value","3","","","0","","0","0","0","0","0","","0","0","0","0","","","","","","","","","","1","","19340909","1","NYC16","CAG","l","exhibition","y"
"NY5193409302","stann101","NY5","1","value","18","","21","5","2","0","0","2","2","1","","5","0","1","0","1","","","","","1","","","1","","1","19340930","2","NYC16","CAG","w","exhibition","y"
"BKB193410170","stann101","NY5","1","value","27","","35","7","","","0","0","0","3","","5","0","1","0","0","","","","","1","","","1","","1","19341017","0","NYC23","BKB","w","exhibition","y"
"NY6193509140","stann101","NY6","1","value","27","","38","4","","","0","0","0","9","","5","0","0","0","0","","","","","1","","","1","","1","19350914","0","PHI17","PTC","w","lcs","y"
"PTC193509200","stann101","NY6","1","value","12","","19","5","","","0","2","","3","","","0","0","0","0","","","","","","","","1","","","19350920","0","PHI17","PTC","l","lcs","y"
"NY6193509221","stann101","NY6","2","value","9","","11","1","0","0","0","0","","0","0","1","0","0","0","1","0","","","","","","","","","","19350922","1","NYC16","NSH","l","exhibition","y"
"MLS193510121","stann101","NNS","2","value","9","","12","2","","","0","1","","2","","3","0","0","0","0","","","","","","","","","1","","19351012","1","PHI11","MLS","w","exhibition","y"
"NNS193510131","stann101","NNS","2","value","6","","5","0","","","0","0","0","0","","1","0","0","0","0","","","","","","","","","1","","19351013","1","NYC16","ASD","l","exhibition","y"
