"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"KCM193709170","bradf104","KCM","1","1","value","15","0","1","1","0","0","","","","","1","19370917","0","KAN05","CAG","w","lcs","y"
"KCM193804102","bradf104","KCM","9","1","value","","0","1","0","","","","","","","","19380410","2","HOU01","PH5","w","exhibition","y"
"KCM193804140","bradf104","KCM","1","1","value","20","0","1","","","","","","","","1","19380414","0","HOU04","HOM","l","exhibition","y"
"CAG193804220","bradf104","KCM","1","1","value","","","","","","","","","","","1","19380422","0","MRT01","CAG","w","exhibition",""
"CAG193806200","bradf104","KCM","1","1","value","27","","","0","","","","","","","1","19380620","0","CHI16","CAG","w","exhibition",""
"KCM193807070","bradf104","KCM","1","1","value","","","","0","","","","","","","1","19380707","0","OKC01","BIR","w","regular",""
"KCM193807150","bradf104","KCM","","1","value","3","","","","","","","","","","","19380715","0","WIN01","CAG","l","regular",""
"CAG193807161","bradf104","KCM","","1","value","","","","","","","","","","","","19380716","1","WIN01","CAG","w","regular",""
"KCM193807162","bradf104","KCM","1","1","value","","","","","","","","","","","","19380716","2","WIN01","CAG","w","regular",""
"KCM193808040","bradf104","KCM","1","1","value","21","","","","","","","","","","1","19380804","0","OKC01","MEM","l","regular",""
"MEM193808081","bradf104","KCM","1","1","value","7","","","","","","","","","","1","19380808","1","MEM02","MEM","l","regular",""
"HOM193904232","bradf104","KCM","1","1","value","22","1","3","0","0","0","","","","","1","19390423","2","NOL01","HOM","l","exhibition","y"
"CAG193904270","bradf104","KCM","1","1","value","27","","","0","","0","0","","","","1","19390427","0","TEX01","CAG","w","exhibition",""
"KCM193904290","bradf104","KCM","","1","value","18","","","","","","","","","","1","19390429","0","MRT01","CAG","w","exhibition",""
"MEM193905050","bradf104","KCM","1","1","value","","","","0","","0","0","","","","","19390505","0","LRK02","MEM","l","exhibition",""
"MEM193905090","bradf104","KCM","1","1","value","","","","0","","0","0","","","","","19390509","0","CLA01","MEM","l","exhibition",""
"KCM193905142","bradf104","KCM","1","1","value","18","0","1","0","0","0","","","","","1","19390514","2","KAN05","MEM","w","regular","y"
"KCM193905170","bradf104","KCM","1","1","value","27","0","6","0","1","0","","","","","1","19390517","0","KAN05","MEM","w","regular","y"
"CAG193905211","bradf104","KCM","1","1","value","6","0","","0","0","0","","","","","","19390521","1","CHI09","CAG","l","regular","y"
"CAG193905220","bradf104","KCM","1","1","value","","","","0","","0","0","","","","1","19390522","0","CHI09","CAG","w","regular",""
"KCM193905282","bradf104","KCM","1","1","value","15","0","0","0","0","0","","","","","0","19390528","2","KAN05","ATN","w","regular","y"
"KCM193906041","bradf104","KCM","1","1","value","25","1","2","1","0","0","","","","","1","19390604","1","KAN05","SSA","w","regular","y"
"MEM193906111","bradf104","KCM","1","1","value","16","0","","0","0","0","","","","","1","19390611","1","OKC01","MEM","l","regular","y"
"MEM193906140","bradf104","KCM","1","1","value","6","0","","0","0","0","","","","","","19390614","0","WIC01","MEM","l","regular","y"
"CV9193906182","bradf104","KCM","1","1","value","1","0","0","0","0","0","","","","","","19390618","2","CLE07","CV9","l","regular","y"
"TLC193906200","bradf104","KCM","1","1","value","1","","","0","","0","0","","","","","19390620","0","LIM01","TLC","w","exhibition",""
"KCM193907021","bradf104","KCM","1","1","value","6","0","0","0","0","0","","","","","0","19390702","1","KAN05","CAG","w","regular","y"
"CAG193907041","bradf104","KCM","1","1","value","26","0","2","0","0","0","","","","","0","19390704","1","CHI09","CAG","w","regular","y"
"KCM193907092","bradf104","KCM","1","1","value","14","0","1","0","0","0","","","","","1","19390709","2","KAN05","SSA","l","regular","y"
"CAG193907110","bradf104","KCM","1","1","value","27","","","0","","0","0","","","","1","19390711","0","STP02","CAG","w","exhibition",""
"CAG193907141","bradf104","KCM","1","1","value","","","","0","","0","0","","","","","19390714","1","WIN01","CAG","w","exhibition",""
"KCM193907150","bradf104","KCM","1","1","value","","","","0","","0","0","","","","1","19390715","0","WIN01","CAG","l","exhibition",""
"KCM193907171","bradf104","KCM","1","1","value","27","","","0","","0","0","","","","1","19390717","1","WIN01","CAG","w","regular",""
"CAG193907190","bradf104","KCM","1","1","value","15","0","0","0","0","0","","","","","0","19390719","0","REG01","CAG","w","regular","y"
"CAG193907280","bradf104","KCM","1","1","value","13","0","2","0","0","0","","","","","","19390728","0","DES01","CAG","w","exhibition","y"
"TLC193907310","bradf104","KCM","1","1","value","24","","","0","","0","0","","","","1","19390731","0","TOL05","TLC","l","regular",""
"KCM193908062","bradf104","KCM","1","1","value","13","0","0","0","0","0","","","","","1","19390806","2","KAN05","TLC","l","exhibition","y"
"KCM194004160","bradf104","KCM","1","1","value","","","","0","","0","0","","","","","19400416","0","FTW01","IN8","l","exhibition",""
"KCM194004290","bradf104","KCM","1","1","value","27","","","0","","0","0","","","","1","19400429","0","HOU04","IN8","l","exhibition",""
"BIR194005130","bradf104","KCM","1","1","value","","","","0","","0","0","","","","1","19400513","0","BIR01","BIR","l","regular",""
