"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CV9194006092","johnj117","IN8","2","value","12","","19","2","0","","0","3","","3","","0","0","0","0","2","","","","","","1","","19400609","2","CLE06","CV9","L","regular","y"
"CV9194006092","johnj117","IN8","2","lower","12","","","","0","","0","3","","3","","0","0","0","0","","","","","","","","","19400609","2","CLE06","CV9","L","regular","y"
"CV9194006092","johnj117","IN8","2","upper","12","","","","0","","0","3","","3","","0","0","0","0","","","","","","","","","19400609","2","CLE06","CV9","L","regular","y"
"IN8194006170","johnj117","IN8","1","value","27","","","7","1","3","","5","","1","","","","","","","","","1","","1","","1","19400617","0","FOR04","KCM","L","regular",""
"IN8194006170","johnj117","IN8","1","lower","27","","","7","1","3","","5","","1","","","","","","","","","","","","","","19400617","0","FOR04","KCM","L","regular",""
"IN8194006170","johnj117","IN8","1","upper","27","","","7","1","3","","5","","1","","","","","","","","","","","","","","19400617","0","FOR04","KCM","L","regular",""
"IN8194006180","johnj117","IN8","2","value","3","","","","","","","0","","","","","","","","","","","","","","1","","19400618","0","COL05","KCM","W","regular",""
"IN8194006180","johnj117","IN8","2","lower","3","","","","","","","0","","","","","","","","","","","","","","","","19400618","0","COL05","KCM","W","regular",""
"IN8194006180","johnj117","IN8","2","upper","3","","","","","","","0","","","","","","","","","","","","","","","","19400618","0","COL05","KCM","W","regular",""
"MEM194007180","johnj117","IN8","2","value","0","","2","0","","","","0","0","1","","","","","","","","","","","","1","","19400718","0","WAC01","MEM","L","regular",""
"MEM194007180","johnj117","IN8","2","lower","0","","2","0","","","","0","0","1","","","","","","","","","","","","","","19400718","0","WAC01","MEM","L","regular",""
"MEM194007180","johnj117","IN8","2","upper","0","","2","0","","","","0","0","1","","","","","","","","","","","","","","19400718","0","WAC01","MEM","L","regular",""
"KCM194008130","johnj117","IN8","1","value","24","","","9","","","","3","","","","","","","","","","","1","","1","","1","19400813","0","OKC01","KCM","L","regular",""
"KCM194008130","johnj117","IN8","1","lower","24","","","9","","","","3","","","","","","","","","","","","","","","","19400813","0","OKC01","KCM","L","regular",""
"KCM194008130","johnj117","IN8","1","upper","24","","","9","","","","3","","","","","","","","","","","","","","","","19400813","0","OKC01","KCM","L","regular",""
