"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HIL192110040","rectc101","HIL","2","value","3","","4","1","","","0","0","0","0","","0","0","0","0","0","","","","","","","","","1","","19211004","0","PHI09","CAG","l","championship","y"
"HIL192110120","rectc101","HIL","1","value","27","","38","8","","","0","5","","","","","0","0","0","0","","","","","","","","1","","1","19211012","0","CAM01","CAG","t","championship","y"
"NYL192906061","rectc101","NYL","1","value","27","","36","7","0","0","1","3","","2","","6","0","0","0","1","","","","","1","","","1","","1","19290606","1","NYC24","BLS","w","regular","y"
"NYL192909012","rectc101","NYL","1","value","21","","31","7","0","0","0","3","","3","","3","0","0","0","1","","","","","1","","","1","","1","19290901","2","NYC24","HIL","w","regular","y"
"NYL193007052","rectc101","NYL","1","value","27","","35","7","","","2","5","","4","","2","0","0","0","2","","","","","","1","","1","","1","19300705","2","NYC16","BLS","l","exhibition","y"
"HOM193009202","rectc101","NYL","2","value","23","","42","16","","","0","9","","2","","1","0","0","0","0","","","","","","1","","","1","","19300920","2","PIT06","HOM","l","championship","y"
"NYL193009250","rectc101","NYL","2","value","19","0","28","7","","","0","6","","1","","0","0","0","0","0","","","","","","1","","","1","","19300925","0","PHI17","HOM","l","championship","y"
"NYL193009271","rectc101","NYL","2","value","3","0","4","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","","","","1","","19300927","1","NYC16","HOM","w","exhibition","y"
"NYL193009272","rectc101","NYL","1","value","27","0","44","14","3","0","2","7","7","4","0","4","0","0","0","1","0","1","1","0","","1","","1","","1","19300927","2","NYC16","HOM","l","exhibition","y"
"HOM193805081","rectc101","NY5","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19380508","1","IND10","HOM","l","exibition",""
"NW2193905252","rectc101","NY6","2","value","6","","12","6","","","0","4","","0","0","","0","0","0","0","","","","","","","","","1","","19390525","2","NWK04","NW2","l","regular","y"
"HOM193905310","rectc101","NY6","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19390531","0","DAY03","HOM","l","regular",""
"PH5193906031","rectc101","NY6","1","value","16","","26","10","","","","9","","","","","","","","","","","","","","1","","1","","","19390603","1","PHI17","PH5","l","regular","y"
"TLC193906181","rectc101","NY6","2","value","2","0","4","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","","","","","1","","19390618","1","TOL05","TLC","l","regular","y"
"BLG193907162","rectc101","NY6","2","value","4","0","9","4","0","1","1","4","4","1","0","0","0","0","0","0","0","0","0","0","","","","","","","19390716","2","BAL10","BLG","l","regular","y"
"NY6193908131","rectc101","NY6","3","value","6","0","7","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","","","","","1","","19390813","1","NYC16","BLG","l","regular","y"
"NW2193908170","rectc101","NY6","2","value","2","","6","3","","0","0","2","","1","","","0","0","0","0","","","","","","","","","1","","19390817","0","NWK04","NW2","l","regular","y"
"NW2193908201","rectc101","NY6","2","value","12","0","15","2","1","0","0","2","2","3","0","0","0","0","0","0","1","0","0","0","","","","","1","","19390820","1","NWK04","NW2","l","regular","y"
"NY5193909041","rectc101","NY6","2","value","1","","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","","1","","1","","19390904","1","NYC23","NY5","w","regular",""
"MEM194104060","rectc101","NY5","2","value","6","","8","0","0","0","0","0","","1","0","1","0","0","0","0","0","","","","","","","","","","19410406","0","MEM02","MEM","l","exhibition","y"
"BIR194104131","rectc101","NY5","2","value","3","","4","0","0","0","0","0","","1","0","","0","0","0","","0","","","","","","","","1","","19410413","1","PBL01","BIR","l","exhibition","y"
"NY5194104141","rectc101","NY5","1","value","15","","35","15","0","0","0","13","","3","0","5","0","0","0","","0","","","","","1","","1","","","19410414","1","MEM02","BLG","l","exhibition","y"
"BIR194104202","rectc101","NY5","1","value","18","","27","7","0","1","0","4","","2","","","0","0","0","0","","","","","","1","","1","","1","19410420","2","BIR01","BIR","l","exhibition","y"
"MEM194104230","rectc101","NY5","2","value","9","","17","4","0","0","0","2","","1","0","1","0","0","0","0","0","","","","","","","","1","","19410423","0","PBL01","MEM","l","exhibition","y"
"HOM194105181","rectc101","NY5","2","value","3","","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","","19410518","1","CLE07","HOM","l","regular","y"
"HOM194105200","rectc101","NY5","3","value","3","","4","1","0","0","0","0","0","0","0","0","0","0","0","","0","","","","","","","","1","","19410520","0","CAN03","HOM","l","regular","y"
