"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"JAX194107140","sayla101","BIR","1","value","27","","35","9","0","1","0","3","1","0","","2","0","0","0","0","","1","","","1","","1","19410714","0","DAV01","JAX","W","regular","y"
"JAX194107140","sayla101","BIR","1","lower","27","","35","9","0","1","0","3","1","0","","2","0","0","0","0","","","","","","","","19410714","0","DAV01","JAX","W","regular","y"
"JAX194107140","sayla101","BIR","1","upper","27","","35","9","0","1","0","3","1","0","","2","0","0","0","0","","","","","","","","19410714","0","DAV01","JAX","W","regular","y"
"BIR194107210","sayla101","BIR","1","value","27","","","6","","","","1","0","","","","","","","","","1","","","1","","1","19410721","0","WIN01","JAX","W","regular",""
"BIR194107210","sayla101","BIR","1","lower","27","","","6","","","","1","0","","","","","","","","","","","","","","","19410721","0","WIN01","JAX","W","regular",""
"BIR194107210","sayla101","BIR","1","upper","27","","","6","","","","1","0","","","","","","","","","","","","","","","19410721","0","WIN01","JAX","W","regular",""
"BIR194304290","sayla101","BIR","1","value","27","","","4","","","","2","","","","","","","","","","","1","","1","","1","19430429","0","MTG01","KCM","L","exhibition",""
"BIR194304290","sayla101","BIR","1","lower","27","","","4","","","","2","","","","","","","","","","","","","","","","19430429","0","MTG01","KCM","L","exhibition",""
"BIR194304290","sayla101","BIR","1","upper","27","","","4","","","","2","","","","","","","","","","","","","","","","19430429","0","MTG01","KCM","L","exhibition",""
"BIR194305060","sayla101","BIR","1","value","12","","","","","","","","","","","","","","","","","","","","1","","","19430506","0","BIR01","KCM","W","exhibition",""
"BIR194305060","sayla101","BIR","1","lower","12","","","","","","","","","","","","","","","","","","","","","","","19430506","0","BIR01","KCM","W","exhibition",""
"BIR194305060","sayla101","BIR","1","upper","15","","","","","","","","","","","","","","","","","","","","","","","19430506","0","BIR01","KCM","W","exhibition",""
"BIR194305092","sayla101","BIR","2","value","12","","","","","","","","","","","","","","","","","","","","","1","","19430509","2","BIR01","CAG","L","exhibition",""
"BIR194305092","sayla101","BIR","2","lower","12","","","","","","","","","","","","","","","","","","","","","","","19430509","2","BIR01","CAG","L","exhibition",""
"BIR194305092","sayla101","BIR","2","upper","12","","","","","","","","","","","","","","","","","","","","","","","19430509","2","BIR01","CAG","L","exhibition",""
"CI2194305163","sayla101","BIR","1","value","27","","","4","","","","2","","","","","","","","","","1","","","1","","1","19430516","3","DAY03","CI2","W","exhibition",""
"CI2194305163","sayla101","BIR","1","lower","27","","","4","","","","2","","","","","","","","","","","","","","","","19430516","3","DAY03","CI2","W","exhibition",""
"CI2194305163","sayla101","BIR","1","upper","27","","","4","","","","2","","","","","","","","","","","","","","","","19430516","3","DAY03","CI2","W","exhibition",""
"MEM194305260","sayla101","BIR","1","value","27","","","8","","","","0","0","","","","","","","","","1","","","1","","1","19430526","0","LRK02","MEM","W","regular",""
"MEM194305260","sayla101","BIR","1","lower","27","","","8","","","","0","0","","","","","","","","","","","","","","","19430526","0","LRK02","MEM","W","regular",""
"MEM194305260","sayla101","BIR","1","upper","27","","","8","","","","0","0","","","","","","","","","","","","","","","19430526","0","LRK02","MEM","W","regular",""
"BIR194305311","sayla101","BIR","1","value","27","","","4","","","","0","0","","","","","","","","","1","","","1","","1","19430531","1","MTG01","MEM","W","regular",""
"BIR194305311","sayla101","BIR","1","lower","27","","","4","","","","0","0","","","","","","","","","","","","","","","19430531","1","MTG01","MEM","W","regular",""
"BIR194305311","sayla101","BIR","1","upper","27","","","4","","","","0","0","","","","","","","","","","","","","","","19430531","1","MTG01","MEM","W","regular",""
"BIR194306050","sayla101","BIR","1","value","27","","","12","","","","9","","","","","","","","","","1","","","1","","1","19430605","0","CHT01","CI2","W","regular",""
"BIR194306050","sayla101","BIR","1","lower","27","","","12","","","","9","","","","","","","","","","","","","","","","19430605","0","CHT01","CI2","W","regular",""
"BIR194306050","sayla101","BIR","1","upper","27","","","12","","","","9","","","","","","","","","","","","","","","","19430605","0","CHT01","CI2","W","regular",""
