"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"KCM193909032","marcz101","KCM","1","7","value","12","2","0","0","0","0","","","","","0","19390903","2","KAN05","SSA","l","lcs","y"
"BLG194004072","marcz101","BLG","1","2","value","21","2","0","0","0","0","2","","","","1","19400407","2","NOL01","MEM","l","exhibition","y"
"BIR194004212","marcz101","BLG","1","2","value","18","3","1","1","0","0","0","","","","1","19400421","2","BIR01","BIR","l","exhibition","y"
"HOM194005121","marcz101","HOM","1","2","value","27","","","1","0","0","1","","","","1","19400512","1","WAS09","NY6","w","regular","y"
"HOM194005122","marcz101","HOM","1","2","value","21","","","0","0","0","0","","","","1","19400512","2","WAS09","NY6","w","regular","y"
"HOM194005180","marcz101","HOM","1","2","value","","4","0","0","0","0","1","","","","1","19400518","0","HRB01","BLG","l","regular","y"
"HOM194005191","marcz101","HOM","1","2","value","3","","","0","0","0","0","","","","","19400519","1","WAS09","BLG","w","regular","y"
"HOM194005192","marcz101","HOM","1","2","value","15","","","2","0","0","0","","","","1","19400519","2","WAS09","BLG","l","regular","y"
"SNO194007282","marcz101","IN8","1","2","value","18","","","0","","0","","","","","1","19400728","2","NOL01","SNO","l","regular",""
"BIR194104201","marcz101","NY5","1","2","value","27","3","0","0","0","0","1","","","","1","19410420","1","BIR01","BIR","w","exhibition","y"
"BIR194104202","marcz101","NY5","1","2","value","18","6","0","0","0","0","0","","","","1","19410420","2","BIR01","BIR","l","exhibition","y"
"MEM194104230","marcz101","NY5","1","2","value","24","2","0","0","0","0","0","","","","1","19410423","0","PBL01","MEM","l","exhibition","y"
"PH5194105242","marcz101","NY5","1","2","value","21","2","0","0","0","0","0","","","","1","19410524","2","PHI17","PH5","w","regular","y"
"NW2194108031","marcz101","NY5","1","2","value","","","","2","0","0","0","","","","","19410803","1","NWK04","NW2","l","regular","y"
"NW2194108032","marcz101","NY5","1","2","value","18","","","1","0","0","0","","","","1","19410803","2","NWK04","NW2","l","regular","y"
"BIR194108242","marcz101","BIR","1","2","value","","","","0","0","0","0","","","","","19410824","2","BIR01","SNO","w","regular",""
"BIR194108250","marcz101","BIR","1","2","value","27","","","0","","0","","","","","1","19410825","0","BIR01","SNO","t","regular",""
"CAG194204120","marcz101","CAG","1","2","value","27","3","1","0","0","0","0","","","","1","19420412","0","LRK02","MEM","w","exhibition","y"
"BIR194204160","marcz101","CAG","1","2","value","24","10","1","0","0","0","0","","","","1","19420416","0","BIR01","BIR","l","exhibition","y"
"PH5194205232","marcz101","PH5","1","2","value","21","4","1","0","0","0","0","","","","1","19420523","2","PHI17","NY6","w","regular","y"
"PH5194205250","marcz101","PH5","1","2","value","27","5","1","1","0","0","0","","","","1","19420525","0","CHA02","BLG","w","exhibition","y"
"PH5194205260","marcz101","PH5","1","2","value","21","3","0","0","0","0","0","","","","1","19420526","0","CAM02","NW2","w","exhibition","y"
"PH5194206060","marcz101","PH5","1","2","value","","5","1","0","0","0","0","","","","","19420606","0","PHI17","NW2","l","regular","y"
"PH5194206071","marcz101","PH5","1","2","value","","2","0","0","0","0","0","","","","","19420607","1","PHI17","NW2","l","regular","y"
"PH5194206072","marcz101","PH5","1","2","value","24","5","0","0","0","0","0","","","","1","19420607","2","PHI17","NW2","w","regular","y"
"PH5194208150","marcz101","CAG","1","2","value","24","3","","0","0","0","0","","","","1","19420815","0","PHI17","PH5","l","exhibition","y"
"MLS194410110","marcz101","KCR","1","7","value","","0","","0","0","0","","","","","","19441011","0","LOS02","MLS","l","exhibition","y"
"PRK194509260","marcz101","KCR","1","3","value","24","8","0","0","1","0","","","","","1","19450926","0","SAN03","PRK","l","exhibition","y"
"KCR194510100","marcz101","KCR","1","2","value","27","","","0","","0","","","","","1","19451010","0","LOS02","VDA","l","exhibition",""
"KCM194604070","marcz101","CCR","1","2","value","24","","","0","","0","","","","","1","19460407","0","WAC01","KCM","l","exhibition",""
"KCM194604140","marcz101","CCR","1","2","value","","","","0","","0","","","","","","19460414","0","COR01","KCM","l","exhibition",""
"KCM194604180","marcz101","CCR","1","2","value","24","","","0","","0","","","","","1","19460418","0","FTW01","KCM","l","exhibition",""
"KCM194604190","marcz101","CCR","1","2","value","","","","0","","0","","","","","","19460419","0","FTW01","KCM","l","exhibition",""
"BLG194705070","marcz101","BLG","1","2","value","9","0","0","0","0","0","0","","","","","19470507","0","RIC03","NW2","l","regular","y"
"BLG194705130","marcz101","BLG","1","2","value","27","8","1","0","0","0","0","0","1","","1","19470513","0","BAL14","PH5","w","regular","y"
"NW2194705220","marcz101","BLG","1","2","value","24","","","0","0","0","0","","","","1","19470522","0","NWK04","NW2","l","regular","y"
"BLG194705270","marcz101","BLG","1","2","value","27","6","0","0","0","0","0","","","","1","19470527","0","BAL14","NY6","w","regular","y"
"BLG194706011","marcz101","BLG","1","2","value","27","3","1","0","1","0","0","","","","1","19470601","1","BAL14","NY6","w","regular","y"
"NY6194706040","marcz101","BLG","1","2","value","39","1","3","0","1","0","1","","","","1","19470604","0","SUN01","NY6","w","regular","y"
"BLG194706152","marcz101","BLG","1","2","value","21","6","1","0","0","0","0","","","","1","19470615","2","BAL14","NY5","l","regular","y"
"NY6194706161","marcz101","BLG","1","2","value","","0","0","0","","","","","","","1","19470616","1","PHI11","NY6","l","regular","y"
"BLG194706221","marcz101","BLG","1","2","value","27","6","0","0","0","0","0","","","","1","19470622","1","BAL14","PH5","w","regular","y"
"BLG194706241","marcz101","BLG","1","2","value","21","5","0","0","0","0","0","","","","1","19470624","1","BAL14","NY5","w","regular","y"
"BLG194706242","marcz101","BLG","1","2","value","","8","0","0","0","0","0","","","","","19470624","2","BAL14","NY5","w","regular","y"
"BLG194706270","marcz101","BLG","1","2","value","","5","0","1","0","0","1","0","0","","1","19470627","0","BAL14","NY5","l","regular","y"
"BLG194806131","marcz101","NW2","1","2","value","","0","0","0","0","0","0","","","","","19480613","1","BAL14","BLG","l","regular","y"
"BLG194806132","marcz101","NW2","1","2","value","18","5","1","0","0","0","0","","","","1","19480613","2","BAL14","BLG","l","regular","y"
"NW2194806141","marcz101","NW2","1","2","value","24","3","1","0","0","0","0","0","0","1","1","19480614","1","PHI11","NY6","l","regular","y"
"NW2194806201","marcz101","NW2","1","2","value","27","0","0","0","0","0","0","0","0","0","1","19480620","1","NWK04","BLG","w","regular","y"
"NW2194806202","marcz101","NW2","1","2","value","21","0","0","0","0","0","0","0","0","0","1","19480620","2","NWK04","BLG","w","regular","y"
"NW2194806270","marcz101","NW2","1","2","value","27","0","0","0","0","0","0","0","0","0","1","19480627","0","NWK04","PH5","w","regular","y"
"NW2194806290","marcz101","NW2","1","2","value","27","0","0","1","0","0","0","0","1","0","1","19480629","0","NWK04","HOM","l","regular","y"
"HOM194807010","marcz101","NW2","1","2","value","24","","","1","0","0","1","","","","1","19480701","0","WAS09","HOM","l","regular","y"
"NW2194807020","marcz101","NW2","1","2","value","27","0","0","0","0","0","1","0","5","1","1","19480702","0","NWK04","HOM","l","regular","y"
"HOM194807041","marcz101","NW2","1","2","value","27","5","0","0","0","0","0","0","2","0","1","19480704","1","WAS09","HOM","w","regular","y"
"HOM194807042","marcz101","NW2","1","2","value","6","0","0","0","0","0","0","0","0","0","0","19480704","2","WAS09","HOM","l","regular","y"
"NY6194807052","marcz101","NW2","1","2","value","24","6","0","0","0","0","0","0","1","0","1","19480705","2","NYC16","NY6","l","regular","y"
"BLG194807070","marcz101","NW2","1","2","value","27","5","0","0","0","0","2","","","","1","19480707","0","WIL04","BLG","w","regular","y"
