ID,last,first
adamj901,Adams,Harry
bernb101,Bernhard,Bill
bettw901,Betts,William
carub101,Caruthers,Bob
connt901,Connolly,Tommy
donar101,Donahue,Red
donob101,Donovan,Bill
dougk101,Douglass,Klondike
drill101,Drill,Lew
eganr101,Egan,Jack
emslb101,Emslie,Bob
flahp101,Flaherty,Patsy
grifc101,Griffith,Clark
grifu901,Griffith,
hallb101,Hallman,Bill
hassj901,Hassett,James
hollb103,Holliday,Bug
hurst801,Hurst,Tim
johnj901,Johnstone,Jim
kerij101,Kerins,John
menej101,Menefee,Jock
moore103,Moore,Earl
moraa901,Moran,Augie
odayh101,O'Day,Hank
olous901,O'Loughlin,Silk
pattc101,Patten,Casey
pearf102,Pears,Frank
phild101,Phillippe,Deacon
schmh101,Schmidt,Henry
schro101,Schrecongost,Osee
serau902,Serad,
sherj901,Sheridan,Jack
smith104,Smith,Harry
warnj103,Warner,Jack
whitd104,White,Doc
wintg101,Winter,George
younc102,Young,Cy
