ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1903N0001,dahlb102,1903,BRO,O,,AB,BRO190307010,3,4,,,,
1903N0002,dahlb102,1903,BRO,O,,H,PHI190305040,1,2,,,,
1903N0003,dahlb102,1903,BRO,O,,BB,,90,82,,,,BBs not shown on official sheets
1903N0004,dahlb102,1903,BRO,O,,HBP,,3,2,,,,HBPs not shown on official sheets
1903N0005,dahlb102,1903,BRO,D,SS,DP,,45,48,,,,DPs not shown on official sheets
1903N0006,dobbj101,1903,BRO,O,,BB,,49,48,,,,BBs not shown on official sheets
1903N0007,dobbj101,1903,BRO,D,OF,DP,,2,4,,,,DPs not shown on official sheets
1903N0008,doscj101,1903,BRO,O,,AB,,2,3,,,,Official sheets show 2 AB
1903N0009,doylj103,1903,BRO,O,,AB,BSN190306172,5,4,,,,
1903N0010,doylj103,1903,BRO,O,,BB,,51,54,,,,BBs not shown on official sheets
1903N0011,doylj103,1903,BRO,O,,HBP,,6,5,,,,HBPs not shown on official sheets
1903N0012,doylj103,1903,BRO,D,1B,DP,,75,74,,,,DPs not shown on official sheets
1903N0013,evanr102,1903,BRO,O,,BB,,2,3,,,,BBs not shown on official sheets
1903N0014,evanr102,1903,BRO,O,,HBP,,0,1,,,,HBPs not shown on official sheets
1903N0015,evanr102,1903,BRO,D,P,DP,,0,1,,,,DPs not shown on official sheets
1903N0016,floot101,1903,BRO,O,,G,BRO190304250,1,0,1903N0019,,,
1903N0017,floot101,1903,BRO,O,,AB,BSN190306172,4,5,,,,
1903N0018,floot101,1903,BRO,O,,BB,,14,15,,,,BBs not shown on official sheets
1903N0019,floot101,1903,BRO,D,2B,G,BRO190304250,1,0,1903N0016,,,
1903N0020,floot101,1903,BRO,D,2B,ERR,BSN190307251,2,1,,,,
1903N0021,garvn101,1903,BRO,O,,BB,,7,8,,,,BBs not shown on official sheets
1903N0022,garvn101,1903,BRO,D,P,DP,,4,3,,,,DPs not shown on official sheets
1903N0023,gessd101,1903,BRO,O,,R,NY1190309042,1,0,,,,
1903N0024,gessd101,1903,BRO,O,,BB,,12,17,,,,BBs not shown on official sheets
1903N0025,gessd101,1903,BRO,O,,SB,CIN190307062,0,2,,,,
1903N0026,gessd101,1903,BRO,O,,SB,BSN190307252,1,0,,,,
1903N0027,gessd101,1903,BRO,O,,SH,,3,9,,,,Official sheets show 3 SH
1903N0028,hearh101,1903,BRO,O,,AB,BRO190305210,3,4,,,,
1903N0029,hearh101,1903,BRO,O,,AB,BRO190306252,2,3,,,,
1903N0030,hearh101,1903,BRO,O,,R,BRO190304280,0,1,1903N0038,,,
1903N0031,house101,1903,BRO,O,,BB,,4,2,,,,BBs not shown on official sheets
1903N0032,jackf101,1903,BRO,O,,G,,61,60,,,,Official sheets show 61 G
1903N0033,jackf101,1903,BRO,O,,BB,,34,33,,,,BBs not shown on official sheets
1903N0034,jackf101,1903,BRO,D,C,PB,,6,7,,,,PBs not shown on official sheets
1903N0035,jackf101,1903,BRO,D,OF,G,BRO190304300,1,0,1903N0036,,,
1903N0036,jackf101,1903,BRO,D,OF,CFG,BRO190304300,1,0,1903N0035,,,,Y
1903N0037,jennh101,1903,BRO,O,,BB,,0,1,,,,BBs not shown on official sheets
1903N0038,joneo101,1903,BRO,O,,G,BRO190304280,1,0,1903N0039,,,
1903N0039,joneo101,1903,BRO,O,,R,BRO190304280,1,0,1903N0030,,,
1903N0040,jordd101,1903,BRO,O,,G,,79,78,,,,Official sheets show 79 G
1903N0041,jordd101,1903,BRO,O,,G,CHN190306030,1,0,1903N0044,,,
1903N0042,jordd101,1903,BRO,O,,BB,,17,19,,,,BBs not shown on official sheets
1903N0043,jordd101,1903,BRO,D,2B,G,,55,54,,,,Official sheets show 55 G at 2B
1903N0044,jordd101,1903,BRO,D,2B,G,CHN190306030,1,0,1903N0041,,,
1903N0045,jordd101,1903,BRO,D,2B,ERR,CHN190309120,0,1,,,,
1903N0046,jordd101,1903,BRO,D,2B,DP,,11,12,,,,DPs not shown on official sheets
1903N0047,mccrj101,1903,BRO,O,,AB,BSN190306172,5,4,,,,
1903N0048,mccrj101,1903,BRO,O,,BB,,25,24,,,,BBs not shown on official sheets
1903N0049,mccrj101,1903,BRO,O,,HBP,,3,2,,,,HBPs not shown on official sheets
1903N0050,mccrt101,1903,BRO,O,,G,,41,40,,,,Official sheets show 41 G
1903N0051,mccrt101,1903,BRO,O,,AB,BSN190308071,4,5,,,,
1903N0052,mccrt101,1903,BRO,O,,BB,,18,20,,,,BBs not shown on official sheets
1903N0053,reidb101,1903,BRO,O,,BB,,3,2,,,,BBs not shown on official sheets
1903N0054,rittl101,1903,BRO,O,,BB,,13,19,,,,BBs not shown on official sheets
1903N0055,rittl101,1903,BRO,O,,SH,PIT190307070,1,0,,,,
1903N0056,rittl101,1903,BRO,D,C,G,BRO190304300,1,0,1903N0058,,,
1903N0057,rittl101,1903,BRO,D,C,PB,,0,2,,,,PBs not shown on official sheets
1903N0058,rittl101,1903,BRO,D,OF,ERR,BRO190304300,2,0,1903N0056,,,
1903N0059,schmh101,1903,BRO,O,,BB,,15,13,,,,BBs not shown on official sheets
1903N0060,schmh101,1903,BRO,D,P,DP,,4,5,,,,DPs not shown on official sheets
1903N0061,shecj101,1903,BRO,O,,AB,BRO190305210,3,4,,,,
1903N0062,shecj101,1903,BRO,O,,AB,BRO190306251,5,4,,,,
1903N0063,shecj101,1903,BRO,O,,AB,CIN190307041,4,3,,,,
1903N0064,shecj101,1903,BRO,O,,BB,,79,75,,,,BBs not shown on official sheets
1903N0065,shecj101,1903,BRO,O,,SH,BSN190307220,0,1,,,,
1903N0066,shecj101,1903,BRO,O,,HBP,,7,6,,,,HBPs not shown on official sheets
1903N0067,stras102,1903,BRO,O,,BB,,88,75,,,,BBs not shown on official sheets
1903N0068,stras102,1903,BRO,O,,HBP,,11,10,,,,HBPs not shown on official sheets
1903N0069,stras102,1903,BRO,D,3B,DP,,11,13,,,,DPs not shown on official sheets
1903N0070,stras102,1903,BRO,D,OF,DP,,1,0,,,,DPs not shown on official sheets
1903N0071,thatg101,1903,BRO,D,P,DP,,1,0,,,,DPs not shown on official sheets
1903N0072,thieh101,1903,BRO,O,,AB,BRO190305060,4,3,,,,
1903N0073,thieh101,1903,BRO,O,,BB,,4,5,,,,BBs not shown on official sheets
1903N0074,thieh101,1903,BRO,D,OF,G,,4,5,,,,Official sheets show 4 G in OF
1903N0075,vickr101,1903,BRO,O,,H,CIN190307062,1,0,1903N0641,,,
1903N0076,abbae101,1903,BSN,O,,AB,,493,489,,,,Official sheets show 493 AB
1903N0077,abbae101,1903,BSN,O,,R,BSN190308271,1,0,1903N0136,,,
1903N0078,abbae101,1903,BSN,O,,H,CHN190307182,1,0,,,,
1903N0079,abbae101,1903,BSN,D,2B,DP,,36,35,,,,DPs not shown on official sheets
1903N0080,abbae101,1903,BSN,D,SS,DP,,6,8,,,,DPs not shown on official sheets
1903N0081,aubrc101,1903,BSN,O,,AB,BRO190304280,5,4,,,,
1903N0082,aubrc101,1903,BSN,O,,BB,,17,18,,,,BBs not shown on official sheets
1903N0083,aubrc101,1903,BSN,O,,SH,BSN190309071,0,1,,,,
1903N0084,aubrc101,1903,BSN,D,SS,DP,,18,20,,,,DPs not shown on official sheets
1903N0085,bonnf101,1903,BSN,O,,G,BSN190305140,1,0,,,,
1903N0086,bonnf101,1903,BSN,O,,BB,,6,7,,,,BBs not shown on official sheets
1903N0087,bonnf101,1903,BSN,D,2B,G,,25,24,,,,Official sheets show 25 G at 2B
1903N0088,bonnf101,1903,BSN,D,2B,ERR,PIT190306050,0,1,,,,
1903N0089,bonnf101,1903,BSN,D,2B,DP,,8,12,,,,DPs not shown on official sheets
1903N0090,bonnf101,1903,BSN,D,SS,DP,,8,7,,,,DPs not shown on official sheets
1903N0091,carnp101,1903,BSN,O,,G,BSN190308211,1,0,,,,
1903N0092,carnp101,1903,BSN,O,,AB,PHI190304180,5,4,,,,
1903N0093,carnp101,1903,BSN,O,,AB,BRO190309011,0,1,,,,
1903N0094,carnp101,1903,BSN,O,,H,CHN190307182,2,1,,,,
1903N0095,carnp101,1903,BSN,O,,BB,,32,28,,,,BBs not shown on official sheets
1903N0096,carnp101,1903,BSN,O,,SH,BSN190308071,1,0,,,,
1903N0097,carnp101,1903,BSN,D,OF,G,BSN190308122,1,0,,,,
1903N0098,carnp101,1903,BSN,D,OF,G,PIT190309182,1,0,,,,
1903N0099,carnp101,1903,BSN,D,OF,ERR,NY1190307290,0,1,,,,
1903N0100,carnp101,1903,BSN,D,OF,DP,,3,4,,,,DPs not shown on official sheets
1903N0101,carnp101,1903,BSN,D,OF,CFG,,1,0,,,,Games by outfield position not kept officially,Y
1903N0102,coold101,1903,BSN,O,,R,BSN190308170,1,0,,,,
1903N0103,coold101,1903,BSN,O,,BB,,45,44,,,,BBs not shown on official sheets
1903N0104,coold101,1903,BSN,O,,HBP,,1,0,,,,HBPs not shown on official sheets
1903N0105,coold101,1903,BSN,D,1B,G,BSN190304220,1,0,,,,
1903N0106,coold101,1903,BSN,D,1B,G,SLN190306140,1,0,,,,
1903N0107,coold101,1903,BSN,D,1B,DP,,4,2,,,,DPs not shown on official sheets
1903N0108,coold101,1903,BSN,D,OF,G,PIT190309182,1,0,,,,
1903N0109,coold101,1903,BSN,D,OF,DP,,3,4,,,,DPs not shown on official sheets
1903N0110,dextc101,1903,BSN,O,,BB,,65,61,,,,BBs not shown on official sheets
1903N0111,dextc101,1903,BSN,D,C,G,BSN190308122,1,0,,,,The &C on official sheet apparently missed
1903N0112,dextc101,1903,BSN,D,C,DP,,2,3,,,,DPs not shown on official sheets
1903N0113,dextc101,1903,BSN,D,OF,G,BSN190305230,1,0,,,,
1903N0114,dextc101,1903,BSN,D,2B,G,BSN190308211,1,0,,,,
1903N0115,dextc101,1903,BSN,D,OF,LFG,,3,2,,,,Games by outfield position not kept officially,Y
1903N0116,dextc101,1903,BSN,D,OF,RFG,,22,21,,,,Games by outfield position not kept officially,Y
1903N0117,greme101,1903,BSN,O,,R,BSN190308130,1,0,,,,
1903N0118,greme101,1903,BSN,O,,R,BSN190308170,1,0,,,,
1903N0119,greme101,1903,BSN,O,,BB,,32,31,,,,BBs not shown on official sheets
1903N0120,greme101,1903,BSN,O,,SH,NY1190305290,1,0,,,,
1903N0121,kittm101,1903,BSN,O,,BB,,10,11,,,,BBs not shown on official sheets
1903N0122,kittm101,1903,BSN,D,C,DP,,4,5,,,,DPs not shown on official sheets
1903N0123,malaj102,1903,BSN,O,,G,BSN190306251,1,0,,,,
1903N0124,malaj102,1903,BSN,O,,AB,BSN190305150,4,3,,,,
1903N0125,malaj102,1903,BSN,O,,BB,,8,7,,,,BBs not shown on official sheets
1903N0126,mccrt101,1903,BSN,O,,HBP,,1,0,,,,HBPs not shown on official sheets
1903N0127,morap101,1903,BSN,O,,AB,BSN190306171,3,4,,,,
1903N0128,morap101,1903,BSN,O,,H,BSN190308170,1,2,,,,
1903N0129,morap101,1903,BSN,O,,2B,,24,25,,,,Official sheets show 24 2B
1903N0130,morap101,1903,BSN,O,,BB,,23,29,,,,BBs not shown on official sheets
1903N0131,morap101,1903,BSN,O,,SH,SLN190306110,1,0,,,,
1903N0132,piatw101,1903,BSN,O,,BB,,5,6,,,,BBs not shown on official sheets
1903N0133,piatw101,1903,BSN,O,,SH,,0,2,,,,Official sheets show 0 SH
1903N0134,pittt101,1903,BSN,O,,BB,,1,2,,,,BBs not shown on official sheets
1903N0135,pittt101,1903,BSN,D,P,DP,,0,1,,,,DPs not shown on official sheets
1903N0136,stanj103,1903,BSN,O,,R,BSN190308271,0,1,1903N0077,,,
1903N0137,stanj103,1903,BSN,O,,BB,,20,18,,,,BBs not shown on official sheets
1903N0138,stanj103,1903,BSN,D,OF,LFG,,12,11,,,,Games by outfield position not kept officially,Y
1903N0139,stanj103,1903,BSN,D,OF,CFG,,37,32,,,,Games by outfield position not kept officially,Y
1903N0140,stanj103,1903,BSN,D,OF,RFG,,30,34,,,,Games by outfield position not kept officially,Y
1903N0141,tennf102,1903,BSN,O,,AB,BSN190305020,4,3,,,,
1903N0142,tennf102,1903,BSN,O,,AB,BSN190307251,3,1,,,,
1903N0143,tennf102,1903,BSN,O,,H,BSN190308170,1,2,,,,
1903N0144,tennf102,1903,BSN,D,1B,DP,,56,60,,,,DPs not shown on official sheets
1903N0145,willp101,1903,BSN,D,P,DP,,1,2,,,,DPs not shown on official sheets
1903N0146,willv101,1903,BSN,O,,BB,,9,5,,,,BBs not shown on official sheets
1903N0147,cased101,1903,CHN,O,,AB,,437,435,,,,Some entries in official sheets are illegible
1903N0148,cased101,1903,CHN,O,,BB,,18,19,,,,BBs not shown on official sheets
1903N0149,cased101,1903,CHN,O,,SH,BSN190308140,0,1,,,,
1903N0150,chanf101,1903,CHN,O,,BB,,87,78,,,,BBs not shown on official sheets
1903N0152,dobbj101,1903,CHN,O,,BB,,4,7,,,,BBs not shown on official sheets
1903N0153,dobbj101,1903,CHN,O,,SH,,4,3,,,,Official sheets show 4 SH
1903N0154,everj102,1903,CHN,O,,H,NY1190306222,3,2,1903N0665,,,
1903N0155,everj102,1903,CHN,O,,BB,,20,19,,,,BBs not shown on official sheets
1903N0156,everj102,1903,CHN,D,2B,G,CHN190306140,1,0,1903N0159,,,
1903N0157,everj102,1903,CHN,D,2B,G,BSN190308140,1,0,,,,
1903N0158,everj102,1903,CHN,D,SS,G,SLN190305102,1,0,,,,
1903N0159,everj102,1903,CHN,D,SS,G,CHN190306140,0,1,1903N0156,,,
1903N0160,everj102,1903,CHN,D,2B,DP,,42,39,,,,DPs not shown on official sheets
1903N0161,harda101,1903,CHN,O,,BB,,0,1,,,,BBs not shown on official sheets
1903N0162,harld101,1903,CHN,O,,G,,105,104,,,,Official sheets show 105 G
