ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1914N0001,cutsg101,1914,BRO,O,,AB,SLN191407220,4,2,,PAA,,,
1914N0581,cutsg101,1914,BRO,D,2B,DP,,75,74,,,,DPs not shown on Official sheets,
1914N0002,daubj101,1914,BRO,O,,AB,BRO191409032,3,4,,PAA,,,
1914N0003,daubj101,1914,BRO,O,,SH,BRO191404140,1,0,1914N0434,PAA,,,
1914N0004,daubj101,1914,BRO,O,,SH,BRO191409052,1,0,,PAA,,,
1914N0005,daubj101,1914,BRO,O,,HBP,,6,5,,,,HBP not shown on Official sheets,
1914N0006,daubj101,1914,BRO,D,1B,DP,,70,68,,,,DPs not shown on Official sheets,
1914N0007,egand102,1914,BRO,D,SS,DP,,22,21,,,,DPs not shown on Official sheets,
1914N0008,elbek101,1914,BRO,O,,AB,BSN191404230,1,0,,PAA,,,
1914N0009,erwit101,1914,BRO,O,,G,,9,10,,,,The Official sheets show 8 games for his first stint with BRO,Y
1914N0010,erwit101,1914,BRO,D,C,G,,2,4,,,,The Official sheets show 2 G at C,
1914N0011,fiscw101,1914,BRO,O,,G,BRO191407270,1,0,1914N0012,,,,
1914N0012,fiscw101,1914,BRO,D,C,G,BRO191407270,1,0,1914N0011,,,,
1914N0013,hummj101,1914,BRO,O,,G,,72,73,,,,Official sheets show 72 G,
1914N0014,hummj101,1914,BRO,O,,SH,BRO191407290,0,1,1914N0035,SWAP;PAA,,,
1914N0015,hummj101,1914,BRO,D,1B,G,,35,36,,,,Official sheets show 35 G at 1B,
1914N0016,hummj101,1914,BRO,D,1B,DP,,13,12,,,,DPs not shown on Official sheets,
1914N0017,hummj101,1914,BRO,D,OF,G,,21,19,,,,Official sheets show 21 G in OF,
1914N0018,hummj101,1914,BRO,D,OF,RFG,,12,11,,,,Official sheets show 12 RFG,Y
1914N0019,mccal102,1914,BRO,O,,AB,SLN191408210,4,3,,,,,
1914N0020,mccal102,1914,BRO,D,C,DP,,10,9,,,,DPs not shown on Official sheets,
1914N0021,millo103,1914,BRO,D,1B,DP,,2,0,,,,DPs not shown on Official sheets,
1914N0022,millo103,1914,BRO,D,C,DP,,2,5,,,,DPs not shown on Official sheets,
1914N0023,omaro101,1914,BRO,D,SS,DP,,18,17,,,,DPs not shown on Official sheets,
1914N0024,pfefj101,1914,BRO,O,,AB,SLN191408210,3,2,,PAA,,,
