ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,X,Notes,Accepted
1897N0383,jennh101,1897,BLN,O,,SB,BLN189708180,0,1,,,,,
1897N0389,keelw101,1897,BLN,O,,SB,BLN189708200,0,1,,,,,
1897N0390,corbj101,1897,BLN,O,,3B,BLN189708210,1,0,,,,,
1897N0394,kellj106,1897,BLN,O,,3B,BLN189708210,1,0,,,,,
1897N0431,doylj103,1897,BLN,O,,SB,BLN189708280,0,1,,,,,
1897N0444,mcgrj101,1897,BLN,O,,SB,BLN189708300,1,2,,,,,
1897N0506,mcgrj101,1897,BLN,O,,SB,BLN189709110,0,1,,,,,
1897N0507,ryanj105,1897,CHN,O,,SB,BLN189709110,1,2,,,,,
1897N0602,leaht101,1897,WSN,O,,SB,BLN189709300,0,1,,,,,
1897N0637,andej101,1897,BRO,O,,SB,BRO189705030,0,1,,,,,
1897N0638,keelw101,1897,BLN,O,,BB,BRO189705030,0,1,,,,,
1897N0643,paynh101,1897,BRO,P,,BB,BRO189705030,1,2,,,,,
1897N0652,canaj101,1897,BRO,O,,AB,BRO189705070,3,4,,,,,
1897N0660,gleak101,1897,NY1,O,,BB,BRO189705070,0,1,1897N0662,SWAP,,,
1897N0662,meekj101,1897,NY1,O,,BB,BRO189705070,1,0,1897N0660,SWAP,,,
1897N0681,mckee101,1897,CL4,O,,AB,BRO189706010,4,3,,,,,
1897N0682,shinb101,1897,BRO,O,,BB,BRO189706010,0,1,,,,,
1897N0683,sockc101,1897,CL4,O,,AB,BRO189706010,4,3,,,,,
1897N0690,mcdem101,1897,CL4,P,,BB,BRO189706010,3,4,,,,,
1897N0707,gradm101,1897,SLN,O,,BB,BRO189706040,0,1,,,,,
1897N0709,hallb101,1897,SLN,O,,BB,BRO189706040,1,0,,,,,
1897N0720,daubd101,1897,BRO,O,,AB,BRO189706050,1,2,,,,,
1897N0721,daubd101,1897,BRO,O,,BB,BRO189706050,2,1,,,,,
1897N0726,shinb101,1897,BRO,O,,AB,BRO189706050,4,3,,,,,
1897N0727,shinb101,1897,BRO,O,,BB,BRO189706050,1,2,,,,,
1897N0746,shinb101,1897,BRO,O,,SB,BRO189706070,0,1,,,,,
1897N0755,hawlp101,1897,PIT,P,,IP,BRO189706100,8.2,8.1,,,,Game ended with two outs in 9th inning,
1897N0752,shinb101,1897,BRO,O,,SB,BRO189706100,0,1,,,,,
1897N0779,canaj101,1897,BRO,O,,BB,BRO189706120,0,1,,,,,
1897N0782,grimj101,1897,BRO,O,,AB,BRO189706120,4,3,,,,,
1897N0783,jonef102,1897,BRO,O,,AB,BRO189706120,4,3,,,,,
1897N0789,calln101,1897,CHN,P,,BB,BRO189706120,5,6,,,,,
1897N0819,beckj103,1897,CIN,O,,BB,BRO189706170,1,0,,,,,
1897N0822,smita105,1897,BRO,O,,BB,BRO189706170,0,1,,,,,
1897N0824,daubd101,1897,BRO,P,,BB,BRO189706170,1,0,,,,,
1897N0825,rhinb101,1897,CIN,P,,BB,BRO189706170,0,1,,,,,
1897N0828,milld105,1897,CIN,O,,BB,BRO189706190,1,0,,,,,
1897N0829,peith101,1897,CIN,O,,BB,BRO189706190,0,1,,,,,
1897N0834,fishc103,1897,BRO,O,,AB,BRO189706210,3,2,,,,,
1897N0844,jonef102,1897,BRO,O,,AB,BRO189706220,5,3,,,,,
1897N0845,jonef102,1897,BRO,O,,BB,BRO189706220,0,2,,,,,
1897N0846,kennb101,1897,BRO,O,,AB,BRO189706220,1,3,,,,,
1897N0847,kennb101,1897,BRO,O,,BB,BRO189706220,2,0,,,,,
1897N0850,stivj101,1897,BSN,O,,BB,BRO189706220,1,0,,,,,
1897N0851,yeagg101,1897,BSN,O,,BB,BRO189706220,0,1,,,,,
1897N0860,daubd101,1897,BRO,O,,BB,BRO189706230,1,0,,,,,
1897N0862,lachc101,1897,BRO,O,,AB,BRO189706230,4,3,,,,,
1897N0863,lachc101,1897,BRO,O,,BB,BRO189706230,0,1,,,,,
1897N0864,frasc101,1897,LS3,O,,RBI,BRO189708281,4,1,,,,,
1897N0865,stenj101,1897,BLN,O,,SB,BLN189708250,1,0,,,,,
1897N0866,clarw104,1897,NY1,O,,RBI,BRO189705070,3,1,,,,,
1897N0885,canaj101,1897,BRO,O,,BB,BRO189707060,1,0,,,,,
1897N0886,clarw104,1897,NY1,O,,BB,BRO189707060,2,1,,,,,
1897N0887,holmd101,1897,NY1,O,,BB,BRO189707060,0,1,,,,,
1897N0893,meekj101,1897,NY1,P,,BB,BRO189707060,5,4,,,,,
1897N0904,holmd101,1897,NY1,O,,AB,BRO189708020,3,2,,,,,
1897N0905,holmd101,1897,NY1,O,,BB,BRO189708020,0,1,,,,,
1897N0909,joycb101,1897,NY1,O,,BB,BRO189708020,2,1,,,,,
1897N0981,andej101,1897,BRO,O,,3B,BRO189708200,0,1,,,,,
1897N0987,shocg101,1897,BRO,O,,BB,BRO189708200,2,1,,,,,
1897N0988,smita105,1897,BRO,O,,BB,BRO189708200,0,1,,,,,
1897N1000,hoffj102,1897,PIT,O,,AB,BRO189708231,4,3,,,,,
1897N1001,shinb101,1897,BRO,O,,HR,BRO189708240,1,0,,,,,
1897N1002,killf101,1897,PIT,P,,HR,BRO189708240,1,0,,,,,
1897N1003,jonef102,1897,BRO,O,,AB,BRO189708250,4,5,,,,,
1897N1004,jonef102,1897,BRO,O,,BB,BRO189708250,1,0,,,,,
1897N1005,gardj101,1897,PIT,P,,BB,BRO189708250,1,0,,,,,
1897N1006,paynh101,1897,BRO,O,,AB,BRO189708260,5,4,,,,,
1897N1007,hillb102,1897,LS3,O,,BB,BRO189708270,1,0,,,,,
1897N1008,werdp101,1897,LS3,O,,AB,BRO189708270,4,3,,,,,
1897N1009,werdp101,1897,LS3,O,,BB,BRO189708270,0,1,,,,,
1897N1010,dunnj102,1897,BRO,O,,BB,BRO189708310,1,2,,,,,
1897N1011,shinb101,1897,BRO,O,,BB,BRO189708310,1,0,,,,,
1897N1012,mckee101,1897,CL4,O,,3B,BRO189709022,1,0,,,,,
1897N1013,dahlb102,1897,CHN,O,,BB,BRO189709061,0,1,,,,,
1897N1014,grifm101,1897,BRO,O,,AB,BRO189709061,4,5,,,,,
1897N1015,grifm101,1897,BRO,O,,BB,BRO189709061,1,0,,,,,
1897N1016,lachc101,1897,BRO,O,,BB,BRO189709061,0,1,,,,,
1897N1017,lachc101,1897,BRO,O,,SB,BRO189709061,1,2,,,,Back end of failed double steal,
1897N1018,mccob104,1897,CHN,O,,AB,BRO189709061,3,4,,,,,
1897N1019,ryanj105,1897,CHN,O,,AB,BRO189709061,4,5,,,,,
1897N1020,ryanj105,1897,CHN,O,,BB,BRO189709061,1,0,,,,,
1897N1021,smitg103,1897,BRO,O,,AB,BRO189709061,4,3,,,,,
1897N1022,hoy-d101,1897,CIN,O,,AB,BRO189709090,3,4,,,,,
1897N1023,hoy-d101,1897,CIN,O,,SB,BRO189709090,1,0,,,,,
1897N1024,beckj103,1897,CIN,O,,AB,BRO189709100,4,3,,,,,
1897N1025,beckj103,1897,CIN,O,,BB,BRO189709100,0,1,,,,,
1897N1026,hoy-d101,1897,CIN,O,,BB,BRO189709100,1,0,,,,,
1897N1027,milld105,1897,CIN,O,,AB,BRO189709100,4,3,,,,,
1897N1028,smitg103,1897,BRO,O,,AB,BRO189709100,3,5,,,,,
1897N1029,mercw101,1897,WSN,O,,SB,BRO189709160,0,1,,,,Back end of failed double steal,
1897N1030,wrigz101,1897,WSN,O,,AB,BRO189709160,3,2,,,,,
1897N1031,bresr102,1897,WSN,O,,BB,BRO189709180,1,0,,,,,
1897N1032,browt102,1897,WSN,O,,BB,BRO189709180,0,1,,,,,
1897N1033,clemj101,1897,PHI,O,,BB,BRO189709240,0,1,,,,,
1897N1034,clemj101,1897,PHI,O,,SB,BRO189709240,0,1,,,,,
1897N1035,crosl101,1897,PHI,O,,BB,BRO189709240,0,1,,,,,
1897N1036,dunnj102,1897,BRO,O,,AB,BRO189709240,4,3,,,,,
1897N1037,nashb101,1897,PHI,O,,BB,BRO189709240,0,1,,,,,
1897N1038,shecj101,1897,BRO,O,,AB,BRO189709240,4,3,,,,,
1897N1039,shinb101,1897,BRO,O,,AB,BRO189709240,5,4,,,,,
1897N1040,dunnj102,1897,BRO,P,,BB,BRO189709240,2,5,,,,,
1897N1041,collj103,1897,BSN,O,,AB,BRO189709290,5,4,,,,,
1897N1042,stahc101,1897,BSN,O,,SB,BRO189709300,0,1,,,,Back end of failed double steal,
1897N1043,fishc103,1897,BRO,O,,BB,BRO189710020,1,0,,,,,
1897N1044,jonef102,1897,BRO,O,,BB,BRO189710020,1,0,,,,,
1897N1045,lachc101,1897,BRO,O,,AB,BRO189710020,5,4,,,,,
1897N1046,lachc101,1897,BRO,O,,BB,BRO189710020,0,1,,,,,
1897N1047,lewit101,1897,BSN,P,,BB,BRO189710020,6,5,,,,,
1897N1048,clemj101,1897,PHI,O,,AB,BSN189704190,4,5,,,,,
1897N1049,thoms103,1897,PHI,O,,AB,BSN189704190,4,5,,,,,
1897N1050,merrb101,1897,PIT,O,,RBI,BSN189706050,2,1,,,,,
1897N1051,tennf102,1897,BSN,O,,AB,BSN189706070,4,3,,,,,
1897N1052,hamib101,1897,BSN,O,,SB,BSN189706111,1,2,,,,,
1897N1053,connj106,1897,CHN,O,,AB,BSN189706170,4,3,,,,,
1897N1054,loweb101,1897,BSN,O,,AB,BSN189706170,6,5,,,,,
1897N1055,reith101,1897,BLN,O,,AB,BSN189706250,4,5,,PAA,,,
1897N1056,jennh101,1897,BLN,O,,BB,BSN189708070,1,0,,,,,
1897N1057,quinj103,1897,BLN,O,,BB,BSN189708070,0,1,,,,,
1897N1058,loweb101,1897,BSN,O,,AB,BSN189708090,4,3,,,,,
1897N1059,loweb101,1897,BSN,O,,BB,BSN189708090,0,1,,,,,
1897N1060,stahc101,1897,BSN,O,,BB,BSN189708090,1,0,,,,,
1897N1061,wilsp102,1897,NY1,O,,BB,BSN189708090,1,0,,,,,
1897N1062,nichk101,1897,BSN,P,,BB,BSN189708090,4,3,,,,,
1897N1063,hamib101,1897,BSN,O,,AB,BSN189708160,4,3,,,,,
1897N1064,sugdj101,1897,PIT,O,,AB,BSN189708200,3,4,,,,,
1897N1065,clarw104,1897,NY1,O,,BB,BSN189709180,1,0,,,,,
1897N1066,clarw104,1897,NY1,O,,SB,BSN189709180,0,1,,,,,
1897N1067,gleak101,1897,NY1,O,,SB,BSN189709180,0,1,,,,Back end of failed double steal,
1897N1068,klobf101,1897,BSN,O,,AB,BSN189709180,4,3,,,,,
1897N1069,loweb101,1897,BSN,O,,AB,BSN189709180,4,3,,,,,
1897N1070,vanhg101,1897,NY1,O,,BB,BSN189709180,1,0,,,,,
1897N1071,yeagg101,1897,BSN,O,,BB,BSN189709180,2,1,,,,,
1897N1072,klobf101,1897,BSN,P,,BB,BSN189709180,3,1,,,,,
1897N1073,klobf101,1897,BSN,P,,SO,BSN189709180,5,4,,,,,
1897N1074,seymc101,1897,NY1,P,,BB,BSN189709180,7,6,,,,,
1897N1075,duffh101,1897,BSN,O,,SB,BSN189709211,0,1,,,,,
1897N1076,hickc101,1897,BSN,O,,AB,BSN189709211,3,2,,,,,
1897N1077,nichk101,1897,BSN,O,,AB,BSN189709211,1,2,,,,,
1897N1078,stahc101,1897,BSN,O,,AB,BSN189709220,3,4,,,,,
1897N1079,mcfae101,1897,SLN,O,,2B,CHN189705050,1,0,,,,,
1897N1080,gleak101,1897,NY1,O,,BB,CHN189705250,2,0,,OPP,,,
1897N1081,gleak101,1897,NY1,O,,BB,CHN189705260,0,2,,OPP,,,
1897N1082,deckg101,1897,CHN,O,,SB,CHN189705312,1,2,,,,Back end of failed double steal,
1897N1083,thorw101,1897,CHN,O,,SB,CHN189705312,1,2,,,,Failed double steal,
1897N1084,farrd102,1897,WSN,O,,SB,CHN189707051,0,1,,,,Back end of failed double steal,
1897N1085,calln101,1897,CHN,O,,SB,CHN189707080,1,0,,,,,
1897N1086,ansoc101,1897,CHN,O,,BB,CHN189707190,1,2,,,,,
1897N1087,langb102,1897,CHN,O,,AB,CHN189707190,4,5,,,,,
1897N1088,langb102,1897,CHN,O,,BB,CHN189707190,1,0,,,,,
1897N1089,smitm104,1897,PIT,O,,SB,CHN189707290,1,2,,,,Back end of failed double steal,
