"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"PTC193808111","BLG","PTC","LAN01","19380811","1","","","","","FALSE","","","","","","","","","","","","","","","","","","","","","regular","0","1","PTC","BLG","","","","","","1938"
"PH5194608260","HOM","PH5","LAN01","19460826","0","","night","","","","","95","800","","","","","","","","","cockp101","grofu901","","","","","currg102","hairh101","","regular","2","5","PH5","HOM","y","both","y","y","","1946"
