"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"HOM193905120","NY5","HOM","PIT05","19390512","0","","night","","","","","","","","","","","","","","","harrm103","harrb901","","","","","willr106","parkt101","","regular","10","2","NY5","HOM","y","both","y","y","","1939"
"HOM193905270","PH5","HOM","PIT05","19390527","0","","day","","","","","","","","","","","","","","","harrm103","harrb901","","","","","browr103","carts102","","regular","5","12","HOM","PH5","y","both","y","y","","1939"
"HOM193905301","NY6","HOM","PIT05","19390530","1","","day","","","","","","","","","","","","","","","","","","","","","welmr101","tianl102","","regular","1","4","HOM","NY6","y","p","","","","1939"
"HOM193905302","NY6","HOM","PIT05","19390530","2","","night","","","","","","","","","","","","","","","","","","","","","browr103","torra102","","regular","4","11","HOM","NY6","y","both","","","","1939"
"HOM193906101","BLG","HOM","PIT05","19390610","1","","day","","","","","","","","","","","","","","","harrm103","harrb901","","","","","gainj102","partr102","","regular","4","2","BLG","HOM","y","both","y","y","","1939"
"HOM193906102","BLG","HOM","PIT05","19390610","2","","night","7","","","","","","","","","","","","","","harrm103","harrb901","","","","","robes104","glovt101","","regular","2","5","HOM","BLG","y","both","y","y","","1939"
"HOM193908020","NW2","HOM","PIT05","19390802","0","","night","","","","","","","","","","","","","","","harrm103","harrb901","","","","","partr102","day-l101","","regular","3","4","HOM","NW2","y","both","y","y","","1939"
"HOM194807070","IN9","HOM","PIT05","19480707","0","0:00PM","night","","","false","","0","5000","unknown","unknown","unknown","0","unknown","-1","","","harrm103","washj101","(none)","harrb117","","","fielw101","cohej101","","exhibition","1","2","HOM","IN9","y","both","y","y","d","1948"
"IN9194907031","LCB","IN9","PIT05","19490703","1","","day","","","","","","7500","","","","","","","","","","","","","","","davip103","clarw103","","regular","7","8","IN9","LCB","","","","","","1949"
"IN9194907032","LCB","IN9","PIT05","19490703","2","","day","7","","","","","7500","","","","","","","","","","","","","","","","","","regular","7","4","LCB","IN9","","","","","","1949"
