"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"MEM193906070","ATN","MEM","GRE01","19390607","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","8","11","MEM","ATN","","","","","","1939"
"MEM193907190","SSA","MEM","GRE01","19390719","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","9","2","SSA","MEM","","","","","","1939"
"SSA193907301","MEM","SSA","GRE01","19390730","1","","day","","","","","","","","","","","","","","","","","","","","","smitt105","","","regular","2","7","SSA","MEM","","p","","","","1939"
"SSA193907302","MEM","SSA","GRE01","19390730","2","","night","7","","","","","","","","","","","","","","","","","","","","calhl101","mossp101","","regular","2","4","SSA","MEM","","p","","","","1939"
"MEM193908150","KCM","MEM","GRE01","19390815","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","9","7","KCM","MEM","y","","","","","1939"
"MEM194005070","CAG","MEM","GRE01","19400507","0","","night","","","","","","","","","","","","","","","","","","","","","","willl108","","exhibition","4","5","MEM","CAG","","both","","","","1940"
"MEM194105080","KCM","MEM","GRE01","19410508","0","","","","","","","","1000","","","","","","","","","","","","","","","","","","exhibition","5","1","KCM","MEM","","","","","","1941"
"MEM194105280","JAX","MEM","GRE01","19410528","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","3","4","MEM","JAX","","","","","","1941"
"NY5194204240","HOM","NY5","GRE01","19420424","0","","night","","","","","110","","","","","","","","","","grayu901","bonnu901","","","","","welmr101","mooru101","","exhibition","9","0","HOM","NY5","y","both","y","y","","1942"
"MEM194205060","KCM","MEM","GRE01","19420506","0","","","","","","","","","","","","","","","","","greeu902","younr901","","","","","lamaj102","keyer101","","exhibition","15","6","KCM","MEM","y","both","y","y","","1942"
"MEM194705150","CAG","MEM","GRE01","19470515","0","","night","","","","","120","2400","","","","","","","","","goodw901","westw901","","","","","bumpe101","whitl101","","regular","8","7","CAG","MEM","y","both","y","y","","1947"
"MEM194706030","IN9","MEM","GRE01","19470603","0","","night","","","","","","2502","","","","","","","","","","","","","","","","","","regular","12","10","IN9","MEM","","","","","","1947"
"MEM194707300","IN9","MEM","GRE01","19470730","0","","night","9","","FALSE","","","4642","","","","","","","","","goodw901","boonu901","","","","","","","","regular","9","6","IN9","MEM","y","both","","","","1947"
"MEM194805060","KCM","MEM","GRE01","19480506","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","6","7","MEM","KCM","","","","","","1948"
"MEM194805110","IN9","MEM","GRE01","19480511","0","","night","","","","","","3000","","","","","","","","","","","","","","","","","","regular","3","4","MEM","IN9","","","","","","1948"
"MEM194805190","CAG","MEM","GRE01","19480519","0","","","","","","","","1886","","","","","","","","","","","","","","","","","","regular","14","8","CAG","MEM","y","both","","","","1948"
