"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"MEM193908290","CAG","MEM","JAC01","19390829","0","","night","","","","","","","","","","","","","","","","","","","","","bowel102","radct101","","regular","9","5","CAG","MEM","","p","","","","1939"
"MEM193909190","KCM","MEM","JAC01","19390919","0","","night","","","","","","1000","","","","","","","","","blacb901","greep901","","","","","","","","exhibition","4","1","KCM","MEM","","","","","","1939"
"BIR194003310","MEM","BIR","JAC01","19400331","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","10","8","MEM","BIR","","both","","","","1940"
"BIR194204120","CCB","BIR","JAC01","19420412","0","","day","","","","","","2000","","","","","","","","","","","","","","","jeffw101","","breme101","exhibition","3","1","CCB","BIR","","p","","","","1942"
"MEM194308100","CVB","MEM","JAC01","19430810","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","3","7","MEM","CVB","","","","","","1943"
"BIR194508230","CVB","BIR","JAC01","19450823","0","","","","","","","","","","","","","","","","","","","","","","","","hardl104","","regular","4","5","BIR","CVB","","","","","","1945"
"MEM194605070","IN9","MEM","JAC01","19460507","0","","","","","","","","","","","","","","","","","","","","","","","","davip103","","regular","1","4","MEM","IN9","y","","","","","1946"
"BIR194705120","KCM","BIR","JAC01","19470512","0","0.83333333333333337","night","","","FALSE","","","1600","","","","","","","","","","","","","","","smith111","polln102","","regular","9","4","KCM","BIR","","both","","","","1947"
"BIR194708260","CVB","BIR","JAC01","19470826","0","","night","","","","","","","","","","","","","","","moseh901","","","","","","","","","regular","7","3","CVB","BIR","","","","","","1947"
"IN9194804150","KCM","IN9","JAC01","19480415","0","","","","","","","","","","","","","","","","","","","","","","","smith111","","","exhibition","12","7","KCM","IN9","","","","","","1948"
"MEM194805210","CAG","MEM","JAC01","19480521","0","","","","","","","","","","","","","","","","","","","","","","","woods103","vargr101","","regular","5","6","MEM","CAG","","p","","","","1948"
"MEM194907140","BLG","MEM","JAC01","19490714","0","","","","","","","","","","","","","","","","","","","","","","","rodgs101","thomf110","","regular","7","1","BLG","MEM","","","","","","1949"
"BIR194907260","MEM","BIR","JAC01","19490726","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","2","5","MEM","BIR","","","","","","1949"
