"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"TLC193905160","NY5","TLC","CHA01","19390516","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","branu901","","","","","","boscu101","mcdut101","","exhibition","7","8","TLC","NY5","y","both","y","y","d","1939"
"HOM193906150","BLG","HOM","CHA01","19390615","0","","night","","","","","","","","","","","","","","","","","","","","","gainj102","walke103","","exhibition","2","1","BLG","HOM","y","both","","","","1939"
"JAX194107100","SNO","JAX","CHA01","19410710","0","","night","","","","","","","","","","","","","","","","","","","","","","smite111","","regular","3","4","JAX","SNO","y","both","","","","1941"
"KCM194107300","JAX","KCM","CHA01","19410730","0","","night","","","","","","1934","","","","","","","","","","","","","","","smith111","brooa102","","regular","0","4","KCM","JAX","y","both","","","","1941"
"CCB194206080","CAG","CCB","CHA01","19420608","0","","","","","","","","500","","","","","","","","","","","","","","","breme101","suttl101","","regular","4","5","CCB","CAG","y","both","","","","1942"
"CCB194206230","BIR","CCB","CHA01","19420623","0","","","","","","","","","","","","","","","","","","","","","","","robir102","","","regular","1","2","CCB","BIR","","","","","","1942"
"KCM194707020","IN9","KCM","CHA01","19470702","0","","night","","","","","","1500","","","","","","","","","","","","","","","johnc103","henrp101","","regular","5","10","KCM","IN9","","p","","","","1947"
"LCB194905050","PH5","LCB","CHA01","19490505","0","","night","","","FALSE","","","1700","","","","","","","","","","","","","","","grifb102","browj114","","regular","9","0","PH5","LCB","y","both","","","","1949"
"IN9194906110","PH5","IN9","CHA01","19490611","0","0:00PM","night","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","davip103","rickb102","","regular","4","5","IN9","PH5","y","both","y","y","d","1949"
"IN9194906120","PH5","IN9","CHA01","19490612","0","","day","","","FALSE","","","1600","","","","84","","","","","","","","","","","harrw101","davip103","","regular","8","7","PH5","IN9","y","both","","","","1949"
"IN9194907170","HOE","IN9","CHA01","19490717","0","","night","","","","","","4500","","","","","","","","","","","","","","","porta103","willc107","","regular","7","10","IN9","HOE","y","both","","","","1949"
