"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"BLG193907150","NY6","BLG","WIL08","19390715","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","2","12","BLG","NY6","","","","","","1939"
"BLG193907220","NW2","BLG","WIL08","19390722","0","","day","","","","","135","","","","","","","","","","trusu901","smitu901","","","","","wilsf104","glovt101","","regular","8","5","NW2","BLG","y","both","y","y","","1939"
"NW2193907240","BLG","NW2","WIL08","19390724","0","","night","","","","","","","","","","","","","","","","","","","","","evanf101","kimbh102","","exhibition","3","12","NW2","BLG","y","both","","","","1939"
