"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"NW2193906251","NY5","NW2","NOR05","19390625","1","0:00PM","day","","","FALSE","","0","2400","unknown","unknown","unknown","0","unknown","-1","","","turnc101","casou901","","","","","hillj104","hollb106","","regular","4","14","NW2","NY5","y","both","y","y","d","1939"
"NY5193906252","NW2","NY5","NOR05","19390625","2","0:00PM","day","","","FALSE","","0","2400","unknown","unknown","unknown","0","unknown","-1","","","turnc101","casou901","","","","","","","","regular","3","3","","","y","both","y","y","d","1939"
