"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"ATN193804240","HOM","ATN","ATL04","19380424","0","0:00PM","day","","","false","","0","5000","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","browr103","mitcb104","","exhibition","4","1","HOM","ATN","y","both","y","y","y","1938"
"ATN193904090","BLG","ATN","ATL04","19390409","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","13","12","BLG","ATN","","","","","","1939"
"ATN193904100","BLG","ATN","ATL04","19390410","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","11","10","BLG","ATN","","","","","","1939"
"ATN193904210","HOM","ATN","ATL04","19390421","0","0:00PM","day","","","FALSE","","0","700","unknown","unknown","unknown","0","unknown","-1","","","harvu901","engll101","","","","","parkt101","richl105","welmr101","exhibition","11","1","HOM","ATN","y","both","y","y","d","1939"
"ATN193904230","NW2","ATN","ATL04","19390423","0","0:00PM","day","","","FALSE","","0","3000","unknown","unknown","unknown","0","unknown","-1","","","meanu901","harvu901","","","","","hillj104","evanf101","","exhibition","5","4","NW2","ATN","y","both","y","y","d","1939"
"ATN193906140","CV9","ATN","ATL04","19390614","0","0:00PM","night","","","FALSE","","107","1000","unknown","unknown","unknown","0","unknown","-1","","","doylj901","mooru901","(none)","(none)","","","dixoe101","howar101","","regular","0","2","ATN","CV9","y","both","y","y","d","1939"
"ATN193906150","CV9","ATN","ATL04","19390615","0","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","doylj901","mooru901","","","","","owens101","mitct101","","regular","5","4","CV9","ATN","y","both","y","y","d","1939"
"ATN193906180","MEM","ATN","ATL04","19390618","0","0:00PM","day","","","FALSE","","0","2000","unknown","unknown","unknown","0","unknown","-1","","","harvu901","meanu901","","","","","evanf101","mossp101","","regular","1","6","ATN","MEM","y","both","y","y","d","1939"
"ATN193906200","MEM","ATN","ATL04","19390620","0","","night","","","","","138","1000","","","","","","","","","doylj901","","mooru901","","","","dixoe101","breme101","","regular","1","5","ATN","MEM","y","both","y","y","","1939"
"KCM194004210","IN8","KCM","ATL04","19400421","0","","","","","","","","1500","","","","","","","","","harvu901","mooru901","","doylj901","","","walkg103","wrigj105","","exhibition","1","3","KCM","IN8","y","both","y","y","","1940"
"CV9194005121","CAG","CV9","ATL04","19400512","1","","day","","","","","","1500","","","","","","","","","harvu901","","mooru901","","","","henrp101","johnt108","","regular","3","9","CV9","CAG","y","both","y","y","","1940"
"CV9194005122","CAG","CV9","ATL04","19400512","2","","","","","","","","1500","","","","","","","","","harvu901","mooru901","","","","","","","","regular","4","4","","","y","both","y","y","","1940"
"CV9194006280","BIR","CV9","ATL04","19400628","0","","night","","","","","","1000","","","","","","","","","","","","","","","howar101","ellis102","","regular","7","3","BIR","CV9","y","both","y","y","","1940"
"CV9194006301","BIR","CV9","ATL04","19400630","1","","day","","","","","","1000","","","","","","","","","harvu901","mooru901","","","","","jessg101","henrp101","","regular","8","6","BIR","CV9","y","both","y","y","","1940"
"CV9194006302","BIR","CV9","ATL04","19400630","2","","night","","","","","","1000","","","","","","","","","","","","","","","sarva101","moodb101","","regular","1","5","CV9","BIR","y","both","y","y","","1940"
