"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"CIA194404190","KCM","CIA","SAT01","19440419","0","","night","","","","","","6721","","","","","","","","","","","","","","","ruiza101","smith111","","exhibition","3","8","CIA","KCM","y","both","","","","1944"
"KCM194404280","NY6","KCM","SAT01","19440428","0","","night","","","","","","2410","","","","","","","","","","","","","","","","","","exhibition","5","2","NY6","KCM","","","","","","1944"
"KCM194404290","NY6","KCM","SAT01","19440429","0","","night","","","","","","1323","","","","","","","","","","","","","","","","","","exhibition","6","4","NY6","KCM","","","","","","1944"
"KCM194405100","MEM","KCM","SAT01","19440510","0","","night","","","","","","1542","","","","","","","","","","","","","","","","","","regular","3","5","KCM","MEM","","","","","","1944"
"KCM194409190","CIA","KCM","SAT01","19440919","0","","","","","","","145","2266","","","","","","","","","","","","","","","paigs101","willj112","","exhibition","6","10","KCM","CIA","y","both","y","y","","1944"
"KCM194409200","CIA","KCM","SAT01","19440920","0","","","","","","","","350","","","","","","","","","","","","","","","willj111","davir103","","exhibition","5","12","KCM","CIA","","both","","","","1944"
"CVB194504170","CAG","CVB","SAT01","19450417","0","","night","","","","","","1160","","","","","","","","","","","","","","","","","","exhibition","5","6","CVB","CAG","y","both","","","","1945"
"CAG194504180","CVB","CAG","SAT01","19450418","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","10","7","CVB","CAG","y","both","","","","1945"
"CIA194504270","KCM","CIA","SAT01","19450427","0","","night","","","","","","1232","","","","","","","","","","","","","","","smito102","wylis101","","exhibition","7","8","CIA","KCM","y","both","","","","1945"
"KCM194504280","CIA","KCM","SAT01","19450428","0","","night","","","","","","993","","","","","","","","","","","","","","","","","","exhibition","8","4","CIA","KCM","","","","","","1945"
"CAG194604240","KCM","CAG","SAT01","19460424","0","","night","","","","","","1200","","","","","","","","","","","","","","","alext101","wyatr101","","exhibition","6","5","KCM","CAG","y","both","","","","1946"
"KCM194709281","IN9","KCM","SAT01","19470928","1","","day","","","","","","4000","","","","","","","","","","","","","","","","","","exhibition","6","4","IN9","KCM","","","","","","1947"
"KCM194709282","IN9","KCM","SAT01","19470928","2","","day","7","","","","","4000","","","","","","","","","","","","","","","","","","exhibition","10","9","IN9","KCM","","","","","","1947"
"HOE194905181","KCM","HOE","SAT01","19490518","1","","night","7","","FALSE","","","1019","","","","","","","","","","","","","","","collg101","odelj101","","regular","14","0","KCM","HOE","y","both","","","","1949"
"HOE194905182","KCM","HOE","SAT01","19490518","2","","night","","","FALSE","","","1019","","","","","","","","","","","","","","","browj114","johnc103","","regular","3","5","HOE","KCM","y","both","","","","1949"
"HOE194907110","IN9","HOE","SAT01","19490711","0","","night","","","","","","2694","","","","","","","","","","","","","","","willl107","porta103","","regular","2","9","HOE","IN9","y","both","","","","1949"
"KCM194909250","IN9","KCM","SAT01","19490925","0","","day","","","","","","1179","","","","","","","","","","","","","","","galar101","barnf102","butth101","exhibition","11","8","IN9","KCM","y","both","","","","1949"
"KCM194909260","IN9","KCM","SAT01","19490926","0","","night","","","","","","666","","","","","","","","","","","","","","","johnc103","maddr101","","exhibition","1","5","KCM","IN9","y","both","","","","1949"
