"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"KCM193905120","MEM","KCM","TOP01","19390512","0","","","","","","","","","","","","","","","","","","","","","","","barnv103","mosel101","","exhibition","7","6","MEM","KCM","","both","","","","1939"
"KCM193908040","TLC","KCM","TOP01","19390804","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","10","16","KCM","TLC","","","","","","1939"
"KCM194207150","MEM","KCM","TOP01","19420715","0","","night","","","","","","1222","","","","","","","","","tarru901","pricu901","","","","","mathv101","mcdab101","","regular","6","0","MEM","KCM","y","both","y","y","","1942"
