"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"NW2193806261","BFA","NW2","NWK04","19380626","1","","day","","","","","","","","","","","","","","","","","","","","","wrigj105","sumrw101","","regular","0","7","NW2","BFA","","","","","","1938"
"NW2193806262","BFA","NW2","NWK04","19380626","2","","day","7","","","","","","","","","","","","","","","","","","","","robir102","dunbv101","","regular","0","11","NW2","BFA","","","","","","1938"
"NW2193808162","PH5","NW2","NWK04","19380816","2","","night","7","","","","","","","","","","","","","","","","","","","","","","","regular","5","4","PH5","NW2","","","","","","1938"
"NW2193905140","PH5","NW2","NWK04","19390514","0","0:00PM","day","","","FALSE","","0","10000","unknown","unknown","unknown","0","unknown","-1","","","forbf901","devoj102","","","","","carts102","day-l101","thoms105","regular","7","5","PH5","NW2","y","both","y","y","d","1939"
"NW2193905171","PH5","NW2","NWK04","19390517","1","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","browj115","ellir105","","regular","2","5","NW2","PH5","y","both","y","y","d","1939"
"NW2193905172","PH5","NW2","NWK04","19390517","2","0:00PM","night","7","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","day-l101","mcdow101","","regular","0","1","NW2","PH5","y","both","y","y","d","1939"
"NW2193905211","BLG","NW2","NWK04","19390521","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","forbf901","devoj102","","","","","hillj104","byrdb101","","regular","0","4","NW2","BLG","y","both","y","y","d","1939"
"NW2193905212","BLG","NW2","NWK04","19390521","2","0:00PM","day","7","","FALSE","","0","4000","unknown","unknown","unknown","0","unknown","-1","","","devoj102","forbf901","","","","","browj115","adame101","","regular","3","4","NW2","BLG","y","both","y","y","d","1939"
"NW2193905251","NY6","NW2","NWK04","19390525","1","","night","","","","","","","","","","","","","","","","","","","","","day-l101","ruizs101","","regular","3","8","NW2","NY6","y","both","y","y","","1939"
"NW2193905252","NY6","NW2","NWK04","19390525","2","","night","","","","","","","","","","","","","","","","","","","","","browj115","martf104","","regular","4","10","NW2","NY6","y","both","y","y","","1939"
"NW2193905281","NY6","NW2","NWK04","19390528","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","hillj104","tianl102","","regular","4","12","NW2","NY6","y","both","y","y","d","1939"
"NW2193905282","NY6","NW2","NWK04","19390528","2","0:00PM","unknown","7","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","hubew101","ruizs101","","regular","2","5","NW2","NY6","y","both","y","y","d","1939"
"NW2193907010","BLG","NW2","NWK04","19390701","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","8","4","BLG","NW2","","","","","","1939"
"NW2193907091","HOM","NW2","NWK04","19390709","1","","day","","","","","","6000","","","","","","","","","","","","","","","day-l101","partr102","","regular","2","6","NW2","HOM","y","both","y","y","","1939"
"NW2193907092","HOM","NW2","NWK04","19390709","2","","night","7","","","","","6000","","","","","","","","","","","","","","","walke103","cozah101","","regular","3","1","HOM","NW2","y","both","y","y","","1939"
"NW2193907130","NY5","NW2","NWK04","19390713","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","day-l101","mcdut101","","regular","4","5","NW2","NY5","y","both","y","y","d","1939"
"NW2193907161","NY5","NW2","NWK04","19390716","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","day-l101","hollb106","","regular","2","12","NW2","NY5","y","both","y","y","d","1939"
"NW2193907162","NY5","NW2","NWK04","19390716","2","0:00PM","day","7","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","mcdut101","cozah101","","regular","5","3","NY5","NW2","y","both","y","y","d","1939"
"NW2193908100","HOM","NW2","NWK04","19390810","0","","night","","","","","","","","","","","","","","","forbf901","turnc101","","","","","day-l101","parkt101","","regular","2","7","NW2","HOM","y","both","y","y","","1939"
"NW2193908131","PH5","NW2","NWK04","19390813","1","","","","","","","","","","","","","","","","","","","","","","","mcheh101","day-l101","","regular","11","2","PH5","NW2","y","both","y","y","","1939"
"NW2193908132","PH5","NW2","NWK04","19390813","2","","","","","","","","","","","","","","","","","turnc101","crumj101","","","","","welmr101","wilsf104","","regular","7","2","PH5","NW2","y","both","y","y","","1939"
"NW2193908170","NY6","NW2","NWK04","19390817","0","","night","","","","","","","","","","","","","","","","","","","","","cozah101","martf104","","regular","2","12","NW2","NY6","y","both","y","y","","1939"
"NW2193908201","NY6","NW2","NWK04","19390820","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","day-l101","torra102","","regular","0","9","NW2","NY6","y","both","y","y","d","1939"
"NW2193908202","NY6","NW2","NWK04","19390820","2","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","mannm101","tianl102","","regular","0","2","NW2","NY6","y","both","y","y","d","1939"
"BLG193909031","PH5","BLG","NWK04","19390903","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","byrdb101","welmr101","","regular","2","10","BLG","PH5","y","both","y","y","d","1939"
"NW2193909032","HOM","NW2","NWK04","19390903","2","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","walke103","day-l101","","regular","7","4","HOM","NW2","y","both","y","y","d","1939"
"NW2193909060","BLG","NW2","NWK04","19390906","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","mannm101","adame101","","divisionseries","6","8","NW2","BLG","y","both","y","y","d","1939"
"NW2194005050","NY5","NW2","NWK04","19400505","0","","day","","","","","","11000","","","","","","","","","turnc101","crumj101","","","","","hillj104","barbb102","","regular","2","5","NW2","NY5","y","both","y","y","","1940"
"NW2194005191","PH5","NW2","NWK04","19400519","1","","day","","","","","","6500","","","","","","","","","turnc101","gholb901","","","","","hillj104","thoms105","","regular","1","6","NW2","PH5","y","both","y","y","","1940"
"NW2194005192","PH5","NW2","NWK04","19400519","2","","day","","","","","","6500","","","","","","","","","gholb901","turnc101","","","","","welmr101","coopd101","","regular","4","3","PH5","NW2","y","both","y","y","","1940"
"NW2194005301","BLG","NW2","NWK04","19400530","1","","day","","","","","","","","","","","","","","","turnc101","harrm103","","gholb901","","","adame101","hookl101","","regular","8","5","BLG","NW2","y","both","y","y","","1940"
"NW2194005302","BLG","NW2","NWK04","19400530","2","","night","","","","","","","","","","","","","","","gholb901","turnc101","","harrm103","","","davis106","walkj105","","regular","5","0","BLG","NW2","y","both","y","y","","1940"
"NW2194006091","HOM","NW2","NWK04","19400609","1","","day","","","","","","","","","","","","","","","turnc101","mccrf901","","","","","hillj104","walke103","","regular","6","11","NW2","HOM","y","both","y","y","","1940"
"NW2194006092","HOM","NW2","NWK04","19400609","2","","night","","","","","","","","","","","","","","","turnc101","mccrf901","","","","","browr103","mannm101","","regular","11","1","HOM","NW2","y","both","y","y","","1940"
"NW2194006130","HOM","NW2","NWK04","19400613","0","","night","","","","","","","","","","","","","","","mccrf901","","turnc101","","","","browr103","hookl101","","regular","8","1","HOM","NW2","y","both","y","y","","1940"
"NW2194006231","NY6","NW2","NWK04","19400623","1","","day","","","","","","","","","","","","","","","turnc101","crumj101","","","","","taylj108","hookl101","","regular","17","3","NY6","NW2","y","both","y","y","","1940"
"NW2194006232","NY6","NW2","NWK04","19400623","2","","day","","","","","","","","","","","","","","","turnc101","crumj101","","","","","guilj101","hillj104","","regular","5","4","NY6","NW2","y","both","y","y","","1940"
"NW2194006270","NY6","NW2","NWK04","19400627","0","","night","","","","","","","","","","","","","","","turnc101","","mccrf901","","","","mannm101","figuj102","","regular","2","9","NW2","NY6","y","both","y","y","","1940"
"NW2194006290","NY6","NW2","NWK04","19400629","0","","","","","","","","","","","","","","","","","turnc101","","mccrf901","","","","figuj102","mincp101","","regular","6","4","NY6","NW2","y","both","y","y","","1940"
"NW2194007071","BLG","NW2","NWK04","19400707","1","","day","","","","","195","","","","","","","","","","moorc901","crumj101","","","","","moren101","hillj104","","regular","6","4","BLG","NW2","y","both","y","y","","1940"
"NW2194007072","BLG","NW2","NWK04","19400707","2","","night","","","","","","","","","","","","","","","moorc901","crumj101","","","","","adame101","hookl101","","regular","7","2","BLG","NW2","y","both","y","y","","1940"
"NW2194007180","NY5","NW2","NWK04","19400718","0","","night","","","","","","","","","","","","","","","mccrf901","turnc101","","","","","mannm101","evanb105","","regular","8","12","NW2","NY5","y","both","y","y","","1940"
"NW2194007211","NY5","NW2","NWK04","19400721","1","","","","","","","","","","","","","","","","","mccrf901","turnc101","","","","","hillj104","willr106","","regular","7","10","NW2","NY5","y","both","y","y","","1940"
"NW2194007212","NY5","NW2","NWK04","19400721","2","","","","","","","","","","","","","","","","","turnc101","mccrf901","","","","","mannm101","browj112","","regular","5","9","NW2","NY5","y","both","y","y","","1940"
"NW2194008010","BLG","NW2","NWK04","19400801","0","","","","","","","","","","","","","","","","","","","","","","","hillj104","adame101","","regular","9","13","NW2","BLG","y","both","y","y","","1940"
"NW2194008041","PH5","NW2","NWK04","19400804","1","","day","","","","","","","","","","","","","","","mccrf901","rouzu901","","","","","mannm101","mcheh101","","regular","2","3","NW2","PH5","y","both","y","y","","1940"
"NW2194008042","PH5","NW2","NWK04","19400804","2","","day","","","","","","","","","","","","","","","rouzu901","mccrf901","","","","","carts102","millh104","","regular","2","12","NW2","PH5","y","both","y","y","","1940"
"NW2194008200","PH5","NW2","NWK04","19400820","0","","night","","","","","","","","","","","","","","","","","","","","","mannm101","mcheh101","","regular","2","12","NW2","PH5","y","both","y","y","","1940"
"NW2194008251","HOM","NW2","NWK04","19400825","1","","day","","","","","","","","","","","","","","","mccrf901","turnc101","","","","","mannm101","browr103","","regular","2","3","NW2","HOM","y","both","y","y","","1940"
"NW2194008252","HOM","NW2","NWK04","19400825","2","","day","","","","","","","","","","","","","","","mccrf901","turnc101","","","","","hillj104","ferrw102","","regular","0","4","NW2","HOM","y","both","y","y","","1940"
"NW2194009021","BLG","NW2","NWK04","19400902","1","","day","","","","","","","","","","","","","","","harrm103","crumj101","","","","","moren101","mannm101","","regular","6","4","BLG","NW2","y","both","y","y","","1940"
"NW2194009022","BLG","NW2","NWK04","19400902","2","","night","","","","","","","","","","","","","","","harrm103","crumj101","","","","","carts102","barnb105","","regular","3","12","NW2","BLG","y","both","y","y","","1940"
"NW2194105110","NY6","NW2","NWK04","19410511","0","","day","","","","","","12500","","","","","","","","","turnc101","crawj902","","","","","barnd101","day-l101","","regular","10","7","NY6","NW2","y","both","y","y","","1941"
"NW2194105150","NY6","NW2","NWK04","19410515","0","","","","","","","","","","","","","","","","","","","","","","","hookl101","andeb106","","regular","7","10","NW2","NY6","y","both","y","y","","1941"
"NW2194105181","PH5","NW2","NWK04","19410518","1","","day","","","","","","4000","","","","","","","","","turnc101","mccrf901","","","","","hillj104","mcheh101","","regular","2","5","NW2","PH5","y","both","y","y","","1941"
"NW2194105182","PH5","NW2","NWK04","19410518","2","","day","","","","","","4000","","","","","","","","","mccrf901","turnc101","","","","","hobgf101","walke103","","regular","4","5","NW2","PH5","y","both","y","y","","1941"
"NW2194105251","BLG","NW2","NWK04","19410525","1","","day","","","","","","3500","","","","","","","","","crawj902","turnc101","","","","","byrdb101","hillj104","","regular","15","2","BLG","NW2","y","both","y","y","","1941"
"NW2194105252","BLG","NW2","NWK04","19410525","2","","night","","","","","","3500","","","","","","","","","crawj902","turnc101","","","","","mannm101","adame101","","regular","4","6","NW2","BLG","y","both","y","y","","1941"
"NW2194106190","NY6","NW2","NWK04","19410619","0","","night","","","","","","","","","","","","","","","","","","","","","hobgf101","barnd101","hookl101","regular","4","5","NW2","NY6","y","both","y","y","","1941"
"NW2194106221","HOM","NW2","NWK04","19410622","1","","","","","","","","4000","","","","","","","","","","","","","","","browr103","hookl101","","regular","8","5","HOM","NW2","y","both","y","y","","1941"
"NW2194106222","HOM","NW2","NWK04","19410622","2","","","","","","","","4000","","","","","","","","","","","","","","","","","","regular","7","7","","","y","both","y","y","","1941"
"NW2194106260","HOM","NW2","NWK04","19410626","0","","night","","","","","","","","","","","","","","","","","","","","","hillj104","mcdut101","","regular","1","4","NW2","HOM","y","both","y","y","","1941"
"NW2194107061","NY6","NW2","NWK04","19410706","1","","day","","","","","","2500","","","","","","","","","","","","","","","barnd101","hillj104","","regular","5","2","NY6","NW2","y","both","y","y","","1941"
"NW2194107062","NY6","NW2","NWK04","19410706","2","","day","","","","","","2500","","","","","","","","","","","","","","","day-l101","andeb106","","regular","2","10","NW2","NY6","y","both","y","y","","1941"
"NW2194107100","BLG","NW2","NWK04","19410710","0","","night","","","","","","2000","","","","","","","","","","","","","","","mannm101","gainj102","","regular","4","6","NW2","BLG","y","both","y","y","","1941"
"NW2194107271","SNO","NW2","NWK04","19410727","1","","","","","","","","6000","","","","","","","","","","","","","","","mannm101","mcalf101","","exhibition","3","4","NW2","SNO","y","both","y","y","","1941"
"NW2194107272","SNO","NW2","NWK04","19410727","2","","","","","","","","6000","","","","","","","","","","","","","","","hookl101","boonl102","","exhibition","0","11","NW2","SNO","y","both","y","y","","1941"
"NW2194107310","NY5","NW2","NWK04","19410731","0","","","","","","","","","","","","","","","","","","","","","","","evanb105","hillj104","","regular","7","3","NY5","NW2","y","both","y","y","","1941"
