ID,last,first
barka101,Barker,Al
bradf101,Bradley,Foghorn
briof101,Briody,Fatty
burdj101,Burdock,Jack
bushd101,Bushong,Doc
calle101,Callahan,Ed
dosch101,Doscher,Herm
dunnj902,Donnegan,Joe
forcd101,Force,Davy
fulmc102,Fulmer,Chick
galvj103,Galvin,Pud
giffj801,Gifford,Jim
grose101,Gross,Emil
haweb101,Hawes,Bill
hegew901,Hegeman,Doctor
highd101,Higham,Dick
irwia101,Irwin,Arthur
jeffw901,Jeffers,W. W.
keeft101,Keefe,Tim
kellk101,Kelly,King
kippe901,Kipp,Eden
mannj101,Manning,Jack
nolae101,Nolan,The Only
powep101,Powers,Phil
quinp101,Quinn,Joseph
rowej101,Rowe,Jack
smitp101,Smith,Pop
stead101,Stearns,Dan
sulls101,Sullivan,Sleeper
welcm102,Welch,Mickey
