"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"CDA194510071","CDA","1","0","1","0","0","0","0","2","1","","","","","","","","","","","","","","","","","","","","6","value","29","5","4","0","0","0","4","1","0","1","6","0","4","1","0","0","0","27","0","38","11","0","0","0","4","4","0","0","0","1","0","0","1","0","27","3","1","1","0","0","stane101","roseg101","barrj106","kurow101","mccof101","russj102","klutc101","kerrb101","gregh102","gregh102","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","roseg101","barrj106","","19451007","1","NYC15","NNS","W","exhibition","y","1945"
"CDA194510071","CDA","1","0","1","0","0","0","0","2","1","","","","","","","","","","","","","","","","","","","","6","lower","29","5","4","0","0","0","4","1","","1","","","","0","","","0","27","","35","11","0","0","0","4","","0","","0","1","0","0","1","","27","3","1","1","0","0","stane101","roseg101","barrj106","kurow101","mccof101","russj102","klutc101","kerrb101","gregh102","gregh102","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","roseg101","barrj106","","19451007","1","NYC15","NNS","W","exhibition","y","1945"
"CDA194510071","CDA","1","0","1","0","0","0","0","2","1","","","","","","","","","","","","","","","","","","","","6","upper","29","5","4","0","0","0","4","1","","1","","","","1","","","0","27","","38","11","0","0","0","4","","0","","2","1","0","0","1","","27","17","1","1","0","0","stane101","roseg101","barrj106","kurow101","mccof101","russj102","klutc101","kerrb101","gregh102","gregh102","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","roseg101","barrj106","","19451007","1","NYC15","NNS","W","exhibition","y","1945"
"CDA194510072","CDA","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","3","value","18","2","3","0","1","0","1","0","0","0","2","0","0","0","0","0","0","15","0","21","3","1","0","0","1","1","4","0","1","0","0","0","0","0","15","1","0","1","0","0","stane101","roseg101","barrj106","kurow101","mccof101","russj102","klutc101","kerrb101","branr103","branr103","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","roseg101","barrj106","","19451007","2","NYC15","NNS","W","exhibition","y","1945"
"CDA194510072","CDA","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","3","lower","18","2","3","0","1","0","","0","","0","","","","0","","","0","15","","17","3","1","0","0","1","","3","","1","0","0","0","0","","15","1","0","1","0","0","stane101","roseg101","barrj106","kurow101","mccof101","russj102","klutc101","kerrb101","branr103","branr103","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","roseg101","barrj106","","19451007","2","NYC15","NNS","W","exhibition","y","1945"
"CDA194510072","CDA","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","3","upper","18","2","3","0","1","0","","0","","0","","","","0","","","0","15","","21","3","1","0","0","1","","4","","4","0","0","0","0","","15","6","0","1","0","0","stane101","roseg101","barrj106","kurow101","mccof101","russj102","klutc101","kerrb101","branr103","branr103","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","roseg101","barrj106","","19451007","2","NYC15","NNS","W","exhibition","y","1945"
"CDA194510141","CDA","0","2","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","3","value","28","4","8","1","1","0","4","1","0","0","2","0","0","0","1","1","0","27","0","32","4","0","0","0","1","0","1","0","0","0","0","0","0","0","27","4","2","2","0","0","stane101","barrj106","holmt101","kurow101","mccof101","russj102","klutc101","kerrb101","trucv101","trucv101","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","barrj106","holmt101","","19451014","1","NYC15","NNS","W","exhibition","y","1945"
"CDA194510141","CDA","0","2","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","3","lower","28","4","8","1","1","0","4","1","","0","","","","0","","","0","27","","31","4","0","0","0","1","0","1","","0","0","0","0","0","","27","4","2","2","0","0","stane101","barrj106","holmt101","kurow101","mccof101","russj102","klutc101","kerrb101","trucv101","trucv101","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","barrj106","holmt101","","19451014","1","NYC15","NNS","W","exhibition","y","1945"
"CDA194510141","CDA","0","2","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","3","upper","28","4","8","1","1","0","4","1","","0","","","","0","","","0","27","","32","4","0","0","0","1","0","1","","4","0","0","0","0","","27","17","2","2","0","0","stane101","barrj106","holmt101","kurow101","mccof101","russj102","klutc101","kerrb101","trucv101","trucv101","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","barrj106","holmt101","","19451014","1","NYC15","NNS","W","exhibition","y","1945"
"CDA194510142","CDA","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","6","value","20","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","15","0","19","5","1","0","0","0","0","1","0","0","0","0","0","0","0","15","1","0","1","0","1","stane101","barrj106","holmt101","kurow101","mccof101","russj102","klutc101","kerrb101","barrd101","barrd101","klutc101","mccof101","stane101","kurow101","kerrb101","russj102","barrj106","holmt101","","19451014","2","NYC15","NNS","T","exhibition","y","1945"
