"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"TLC193905130","TLC","0","0","0","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","35","32","2","5","1","0","0","2","0","0","0","3","0","3","0","0","1","0","1","27","0","38","5","1","0","0","3","2","4","0","5","0","0","0","1","0","0","0","0","27","0","2","0","0","0","0","0","0","crutj101","taylr103","willj110","duket102","charo101","clarb101","spenw101","poinr102","harvb101","harvb101","duket102","charo101","crutj101","spenw101","clarb101","poinr102","taylr103","willj110","","19390513","0","TOL05","NY5","l","regular","y","1939"
"TLC193905141","TLC","0","1","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","7","","value","37","36","3","10","3","0","0","3","0","0","0","1","0","0","0","0","0","0","0","27","0","37","11","0","0","0","6","6","1","0","3","0","0","0","0","0","1","0","0","27","6","1","1","0","0","0","1","0","crutj101","taylr103","willj110","duket102","charo101","clarb101","spenw101","milln102","johnj115","johnj115","duket102","charo101","milln102","spenw101","clarb101","taylr103","crutj101","willj110","","19390514","1","TOL05","NY5","l","regular","y","1939"
"TLC193905142","TLC","2","0","3","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","5","","value","33","30","7","9","0","0","1","7","0","0","0","3","0","0","0","0","0","0","1","21","0","35","8","0","0","0","7","7","6","0","0","0","1","0","1","0","0","0","0","21","3","0","0","0","0","1","0","0","crutj101","taylr103","willj110","duket102","charo101","clarb101","spenw101","milln102","poinr102","poinr102","duket102","charo101","milln102","spenw101","clarb101","taylr103","crutj101","willj110","","19390514","2","TOL05","NY5","t","regular","y","1939"
"TLC193905150","TLC","0","1","0","0","0","0","4","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","6","","","","","","","","","","","","","","","","","27","","","","","","","10","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","vamou101","duket102","","","","","","","","","19390515","0","DAY03","NY5","l","regular","","1939"
"TLC193905160","TLC","0","0","0","1","1","3","2","0","1","","","","","","","","","","","","","","","","","","","","7","","value","40","35","8","13","1","1","2","8","1","1","0","3","1","0","1","1","0","0","0","27","0","42","11","1","0","0","7","5","4","0","0","0","0","0","2","0","1","1","0","27","3","2","0","0","0","0","1","1","crutj101","poinr102","willj110","duket102","clarb101","spenw101","harvb101","terrt102","boscu101","boscu101","duket102","harvb101","terrt102","spenw101","clarb101","poinr102","crutj101","willj110","","19390516","0","CHA01","NY5","w","exhibition","y","1939"
"NW2193905270","TLC","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","","value","32","29","0","3","0","0","0","0","0","0","1","2","0","6","2","0","0","0","0","24","0","37","8","3","1","0","4","4","5","0","4","1","1","0","1","0","0","1","0","24","11","1","1","0","0","1","0","1","mornl101","johnj112","harvb101","duket102","clarb101","charo101","spenw101","taylr103","johnj115","johnj115","duket102","charo101","mornl101","johnj112","clarb101","harvb101","taylr103","spenw101","","19390527","0","TRE01","NW2","l","regular","y","1939"
"PH5193905301","TLC","0","0","0","0","0","3","0","0","2","","","","","","","","","","","","","","","","","","","","3","","value","35","35","5","8","1","0","0","","0","","0","","","","0","","","0","","24","","45","18","3","2","3","17","","","0","","0","0","0","0","","0","","0","24","10","0","0","0","0","0","0","","mornl101","johnj112","willj110","duket102","clarb101","charo101","hendc102","harvb101","wrigj105","wrigj105","duket102","charo101","mornl101","johnj112","clarb101","harvb101","hendc102","willj110","","19390530","1","PHI17","PH5","l","regular","y","1939"
"PH5193905302","TLC","0","1","0","0","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","37","37","3","10","0","0","0","","0","","0","","","","0","","","0","","24","","31","7","0","0","0","4","","","","","0","0","0","0","","0","","0","24","13","0","0","0","0","0","0","","mornl101","johnj112","willj110","duket102","clarb101","charo101","hendc102","harvb101","johnj115","johnj115","duket102","charo101","mornl101","johnj112","clarb101","harvb101","hendc102","willj110","","19390530","2","PHI17","PH5","l","regular","y","1939"
"TLC193906181","TLC","0","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","8","","value","39","32","2","7","1","0","1","2","1","1","0","5","0","4","0","1","1","0","0","30","0","35","2","0","0","0","1","1","5","0","8","1","0","0","1","0","0","1","0","30","10","2","2","0","0","0","0","1","crutj101","mornl101","willj110","duket102","clarb101","charo101","hendc102","johnj112","johnj115","johnj115","duket102","charo101","mornl101","johnj112","hendc102","clarb101","crutj101","willj110","","19390618","1","TOL05","NY6","w","regular","y","1939"
"TLC193906182","TLC","0","0","0","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","value","","","3","9","","","","","","","","","","","","","","","","27","","","11","","","","1","","","","","","","","","","","","","27","","1","","0","","","","","","","","","","","","","","carts102","duket102","","","","","","","","","19390618","2","TOL05","NY6","w","regular","","1939"
"TLC193906190","TLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","6","","","","","","","","","","","","","","","","27","","","8","","","","4","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19390619","0","COL05","NY6","w","regular","","1939"
"TLC193906200","TLC","0","3","2","0","0","2","0","0","5","","","","","","","","","","","","","","","","","","","","","","value","","","12","","","","","","","","","","","","","","","","","27","","","","","","","13","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","kinch101","duket102","","","","","","","","","19390620","0","LIM01","KCM","l","exhibition","","1939"
"TLC193906210","TLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","","","","","","","","","","","","","","","","","27","","","","","","","9","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19390621","0","CAN03","KCM","l","exhibition","","1939"
"TLC193906260","TLC","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","value","","","7","","","","","","","","","","","","","","","","","27","","","","","","","5","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19390626","0","DAY03","KCM","w","exhibition","","1939"
"TLC193906280","TLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","9","","","","","","","","","","","","","","","","27","","","14","","","","14","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19390628","0","COL05","KCM","l","exhibition","","1939"
"TLC193907021","TLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","","","","","","","","","","","","","","","","","27","","","","","","","4","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","carts102","","","","","","","","","","19390702","1","TOL05","HOM","l","regular","","1939"
"TLC193907022","TLC","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","1","","","","","","","","","","","","","27","","","","","","","7","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","johnj115","spenw101","","","","","","","","","19390702","2","TOL05","HOM","l","regular","","1939"
"CAG193907060","TLC","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","","value","33","30","1","6","3","0","0","1","1","","0","2","","2","0","","","0","","24","","34","11","2","2","0","6","","0","0","1","0","0","0","1","","1","","0","24","","1","2","0","0","0","1","","crutj101","mornl101","willj110","duket102","charo101","hendc102","harvb101","spenw101","wrigj105","wrigj105","duket102","charo101","hendc102","spenw101","mornl101","harvb101","crutj101","willj110","","19390706","0","MIL03","CAG","l","exhibition","y","1939"
"CAG193907070","TLC","2","2","0","3","3","1","1","2","0","","","","","","","","","","","","","","","","","","","","","","value","","","14","24","","","","","","","","","","","","","","","","27","","","8","","","","6","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","carts102","duket102","","","","","","","","","19390707","0","MIL03","CAG","w","exhibition","","1939"
"CAG193907080","TLC","0","0","0","0","0","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","10","1","","","2","3","","","","","","","","","","","27","","","8","","","","2","2","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","kinch101","duket102","","","","","","","","","19390708","0","CHI09","CAG","w","exhibition","","1939"
"CAG193907091","TLC","0","1","1","3","0","0","1","1","1","0","","","","","","","","","","","","","","","","","","","12","","value","50","45","8","15","3","1","0","8","0","0","0","5","0","5","0","0","0","0","0","28","0","48","13","3","1","0","9","7","5","1","4","0","0","0","0","1","3","1","0","28","15","4","0","0","0","0","3","1","crutj101","mornl101","willj110","duket102","clarb101","harvb101","hendc102","hillb103","charo101","harvb101","duket102","charo101","hendc102","hillb103","mornl101","clarb101","crutj101","willj110","","19390709","1","CHI09","CAG","l","exhibition","y","1939"
"CAG193907092","TLC","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","0","","","","","","","","","","","","","","","","","24","","","","","","","5","","6","","7","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","johnj115","","","","","","","","","","19390709","2","CHI09","CAG","l","exhibition","","1939"
"CV9193907161","TLC","3","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","36","33","3","9","3","0","1","","2","","0","1","","4","1","","","0","","24","","37","10","1","0","0","4","","4","0","3","0","1","0","0","","0","","1","24","","","1","0","1","1","0","","crutj101","mornl101","charo101","duket102","clarb101","willj110","harvb101","hillb103","wrigj105","wrigj105","duket102","harvb101","clarb101","hillb103","mornl101","charo101","crutj101","willj110","","19390716","1","KAN05","CV9","l","regular","y","1939"
"CV9193907162","TLC","1","0","0","1","0","0","1","1","","","","","","","","","","","","","","","","","","","","","8","","value","36","27","4","4","1","0","0","","0","","0","9","0","4","4","","","0","","24","","35","7","1","0","0","3","","3","","10","0","1","0","1","","0","","1","24","6","3","1","0","1","1","0","","crutj101","mornl101","charo101","duket102","clarb101","willj110","harvb101","hillb103","johnj115","johnj115","duket102","harvb101","clarb101","hillb103","mornl101","charo101","crutj101","willj110","","19390716","2","KAN05","CV9","w","regular","y","1939"
"TLC193907231","TLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","11","","","","","","","","","","","","","","","","","27","","","","","","","2","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","harvb101","","","","","","","","","","19390723","1","TOL05","SSA","w","regular","","1939"
"TLC193907232","TLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","33","","","","","","","4","","","","","","","","","","","","","33","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19390723","2","TOL05","SSA","t","regular","","1939"
"TLC193907310","TLC","0","0","0","0","0","1","0","2","","","","","","","","","","","","","","","","","","","","","","","value","","","3","5","","","1","","","","","","","","","","","","","27","","","5","","","0","1","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","harvb101","duket102","","","","","","","","","19390731","0","TOL05","KCM","w","regular","","1939"
