"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"MEM194603310","MEM","0","0","2","0","4","1","0","5","","","","","","","","","","","","","","","","","","","","","","","value","","","12","18","2","1","","2","","","","","","","","","","","","27","","","12","","","","7","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","hubej101","browl107","","","","","","","","","19460331","0","MEM03","CVB","w","exhibition","","1946"
"MEM194604140","MEM","1","0","3","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","4","7","","","","","","","","","","","","","","","","27","","","12","","","2","10","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","pearf104","jonec108","","","","","","","","","19460414","0","LRK02","CAG","l","exhibition","","1946"
"MEM194604150","MEM","1","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","2","8","","","","","","","","","","","","","","","","27","","","8","","","1","3","","","","","","","","","","","","","27","","1","","0","","","","","","","","","","","","","","hutcw101","longr102","","","","","","","","","19460415","0","NOL01","CAG","l","exhibition","","1946"
"MEM194604211","MEM","0","0","2","0","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","value","","","5","11","2","","","","","","","","","","","","","","","27","","","8","","","","4","","","","","","","","","","","","","27","","1","","0","","","","","","","","","","","","","","mathv101","browl107","","","","","","","","","19460421","1","MEM03","IN9","w","exhibition","","1946"
"MEM194604212","MEM","1","6","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","7","8","","","","","","","","","","","","","","","","21","","","14","","1","","10","","","","","","","","","","","","","21","","1","","0","","","","","","","","","","","","","","pearf104","jonec108","","","","","","","","","19460421","2","MEM03","IN9","l","exhibition","","1946"
"MEM194604230","MEM","1","7","0","0","0","1","0","3","0","","","","","","","","","","","","","","","","","","","","","","value","","","12","12","","","","","","","","","","","","","","","","27","","","17","","","","14","","","","","","","","","","","","","27","","3","","0","","","","","","","","","","","","","","hutcw101","longr102","","","","","","","","","19460423","0","LRK02","IN9","l","exhibition","","1946"
"MEM194604260","MEM","0","1","0","5","1","4","0","2","","","","","","","","","","","","","","","","","","","","","","","value","","","13","15","","","","","","","","","","","","","","","","27","","","6","","","","3","","","","","","","","","","","","","27","","4","","0","","","","","","","","","","","","","","hubej101","longr102","","","","","","","","","19460426","0","FTW01","CAG","w","exhibition","","1946"
"MEM194604281","MEM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","27","","","2","","","2","15","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19460428","1","FTW01","CAG","l","exhibition","","1946"
"MEM194604282","MEM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","7","","","","","","","","","","","","","","","","","21","","","","","","","2","","","","","","","","","","","","","21","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19460428","2","FTW01","CAG","w","exhibition","","1946"
"MEM194605051","MEM","0","0","0","1","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","6","1","","","","","","1","","","","","","","","","27","","","4","","","","0","0","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","pearf104","jonec108","","","","","","","","","19460505","1","MEM03","IN9","w","regular","","1946"
"MEM194605052","MEM","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","5","","","","","","","","","","","","","","","","21","","","4","1","","","3","","","","","","","","","","","","","21","","1","","0","","","","","","","","","","","","","","mathv101","browl107","","","","","","","","","19460505","2","MEM03","IN9","l","regular","","1946"
"MEM194605060","MEM","0","0","4","0","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","6","6","","","","","","","","","","","","","","","","27","","","14","","","","8","","","","","","","","","","","","","27","","5","","0","","","","","","","","","","","","","","hubej101","longr102","","","","","","","","","19460506","0","MEM03","IN9","l","regular","","1946"
"MEM194605070","MEM","0","0","0","0","0","0","4","0","","","","","","","","","","","","","","","","","","","","","","","value","","","4","7","","","","","","","","","","","","","","","","27","","","6","","","","1","","","","","","","","","","","","","27","","1","","0","","","","","","","","","","","","","","","","","","","","","","","","19460507","0","JAC01","IN9","w","regular","","1946"
"MEM194605080","MEM","2","0","2","1","0","0","3","1","","","","","","","","","","","","","","","","","","","","","","","value","","","9","15","","","","3","","","","","","","","","","","","27","","","14","","","","7","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","davic105","jonec108","","","","","","","","","19460508","0","LRK02","IN9","w","regular","","1946"
"KCM194605120","MEM","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","","value","32","31","0","4","1","0","0","0","0","0","0","1","0","8","0","","","0","","24","","32","6","0","1","0","3","","2","","6","0","0","0","2","","0","","0","24","12","3","1","0","0","0","0","","greel102","bankf101","hydec101","cartm101","radca101","taylj106","robin101","browl107","mathv101","mathv101","browl107","taylj106","bankf101","cartm101","radca101","robin101","greel102","hydec101","","19460512","0","KAN05","KCM","l","regular","y","1946"
"KCM194605140","MEM","0","0","0","2","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","3","4","1","","","","","","","1","","15","","","","","","24","","","10","","","","4","","","","8","","","","","","","","","24","","2","","0","","","","","bankf101","","","","","","","","hutcw101","hutcw101","jonec108","","bankf101","","","","","","","19460514","0","MUS01","KCM","l","regular","","1946"
