"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"NYL191307180","NYL","0","1","4","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","","","value","","","8","15","","","","","","","","","","","","","","","","27","","","11","","","","3","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","willj109","wiled101","","","","","","","","","19130718","0","NYC22","CAG","w","championship","","1913"
"NYL191307190","NYL","7","0","0","0","0","0","0","3","1","","","","","","","","","","","","","","","","","","","","","","value","","","11","16","","","","","","","","","","","","","","","","27","","","13","","","","11","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","reddd101","santl101","","","","","","","","","19130719","0","NYC22","CAG","t","championship","","1913"
"NYL191307201","NYL","0","0","0","0","4","0","0","0","1","","","","","","","","","","","","","","","","","","","","9","","value","40","35","5","10","0","0","1","5","1","","0","4","","5","1","","","","","27","","39","12","1","0","0","4","","1","","8","0","0","0","2","","5","","0","27","9","1","0","0","0","0","5","","poles101","gansj101","lloyj101","johng103","santl101","wiled101","granl101","willj109","franb101","willj109","wiled101","granl101","johng103","franb101","lloyj101","gansj101","poles101","santl101","","19130720","1","NYC22","CAG","w","championship","y","1913"
"NYL191307202","NYL","0","0","2","0","2","1","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","39","30","5","11","3","0","0","","2","","3","4","","5","2","","","","","27","","39","15","0","0","2","6","6","2","","2","0","0","0","0","","1","","0","27","18","1","3","0","0","0","1","","poles101","gansj101","lloyj101","johng103","santl101","wiled101","granl101","franb101","wadel101","wadel101","santl101","granl101","johng103","franb101","lloyj101","gansj101","poles101","wiled101","","19130720","2","NYC22","CAG","l","championship","y","1913"
"CAG191307270","NYL","0","0","3","0","0","3","1","1","0","","","","","","","","","","","","","","","","","","","","8","","value","43","42","8","10","1","0","1","7","0","0","0","1","0","7","1","0","0","0","6","27","0","30","6","0","0","0","0","0","2","0","5","0","0","0","0","0","0","0","0","27","10","0","1","0","0","0","0","0","poles101","gansj101","lloyj101","johng103","santl101","wiled101","willj109","granl101","franb101","willj109","wiled101","granl101","johng103","franb101","lloyj101","gansj101","poles101","santl101","","19130727","0","CHI09","CAG","w","championship","y","1913"
"CAG191307280","NYL","1","0","1","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","7","","value","37","36","3","8","2","0","0","2","0","0","0","1","0","5","0","0","1","0","3","27","0","34","7","0","0","0","1","0","1","0","1","0","0","0","1","0","2","0","0","27","14","1","0","0","0","0","2","0","poles101","gansj101","lloyj101","johng103","santl101","wiled101","granl101","franb101","wadel101","wadel101","santl101","granl101","johng103","franb101","lloyj101","gansj101","poles101","wiled101","","19130728","0","CHI09","CAG","w","championship","y","1913"
"CAG191307290","NYL","1","0","0","0","0","0","0","1","4","","","","","","","","","","","","","","","","","","","","10","","value","43","36","6","12","3","0","0","6","1","0","1","5","0","3","1","1","0","0","2","25","0","42","11","1","2","0","7","3","4","0","1","2","1","0","1","0","6","2","0","25","16","4","0","0","0","1","6","2","poles101","gansj101","lloyj101","johng103","santl101","wiled101","granl101","franb101","barts101","barts101","wiled101","granl101","johng103","franb101","lloyj101","gansj101","poles101","santl101","","19130729","0","CHI09","CAG","l","championship","y","1913"
"CAG191307300","NYL","4","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","7","","value","39","36","5","9","1","1","0","4","0","0","1","2","0","4","0","1","0","0","1","24","0","41","15","3","2","0","9","9","3","0","1","0","0","0","0","0","2","1","0","24","8","3","0","0","0","0","2","1","poles101","gansj101","lloyj101","johng103","santl101","wiled101","willj109","granl101","franb101","willj109","wiled101","granl101","johng103","franb101","lloyj101","gansj101","poles101","santl101","","19130730","0","CHI09","CAG","l","championship","y","1913"
"CAG191307310","NYL","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","34","30","1","5","0","0","0","1","2","0","0","2","1","7","1","0","1","0","1","24","0","30","5","0","0","0","2","0","2","0","4","0","0","0","1","0","0","1","0","24","16","1","0","0","0","0","0","1","poles101","payna101","lloyj101","johng103","santl101","wiled101","granl101","franb101","wadel101","wadel101","santl101","granl101","johng103","franb101","lloyj101","payna101","poles101","wiled101","","19130731","0","CHI09","CAG","l","championship","y","1913"
"CUW191308021","NYL","0","0","1","0","0","0","0","2","2","1","","","","","","","","","","","","","","","","","","","12","","value","48","41","6","14","2","1","0","6","1","0","0","6","1","4","2","0","0","0","1","30","0","42","8","1","0","1","5","4","4","0","3","0","1","0","1","0","1","0","0","30","13","2","2","0","0","1","1","0","poles101","payna101","lloyj101","johng103","santl101","granl101","wiled101","franb101","reddd101","reddd101","santl101","granl101","johng103","franb101","lloyj101","payna101","poles101","wiled101","","19130802","1","CHI09","CUW","w","exhibition","y","1913"
