"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"NNL193809240","NNL","0","0","1","2","7","0","2","2","","","","","","","","","","","","","","","","","","","","","10","","value","48","41","14","14","5","2","0","11","0","0","1","6","0","0","0","0","0","0","4","27","0","37","8","0","0","1","3","3","2","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","wrigb104","hughs101","leonb101","gibsj101","banks101","wellw101","dandr101","dunnj104","mcdut101","mcdut101","gibsj101","leonb101","hughs101","dandr101","wellw101","wrigb104","banks101","dunnj104","","19380924","0","PHI17","NAL","w","allstar","y","1938"
"NNL193809250","NNL","0","0","0","0","0","0","0","4","0","1","","","","","","","","","","","","","","","","","","","6","","value","40","36","5","8","3","0","0","5","0","0","0","4","0","3","0","2","0","0","1","30","0","45","7","2","0","1","4","2","8","0","12","0","0","0","1","0","0","0","1","30","10","1","0","0","1","0","0","0","wrigb104","willc106","banks101","gibsj101","suttm101","wellw101","dandr101","dunnj104","browr103","browr103","gibsj101","suttm101","willc106","dandr101","wellw101","dunnj104","banks101","wrigb104","","19380925","0","NYC14","NAL","w","allstar","y","1938"
