"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"NY6193509130","PTC","NY6","NYC25","19350913","0","0:00PM","day","","","false","","-1","7500","unknown","unknown","unknown","0","unknown","-1","","","craij901","gansj101","harrm103","gholb901","","","blakf101","stres101","","lcs","2","6","NY6","PTC","y","both","y","y","","1935"
"NY6193509140","PTC","NY6","PHI17","19350914","0","0:00PM","","","","false","","110","10000","unknown","unknown","unknown","0","unknown","-1","","","gansj101","harrm103","gholb901","craij901","","","stann101","davir103","","lcs","0","4","NY6","PTC","y","both","y","y","","1935"
"NY6193509150","PTC","NY6","NYC25","19350915","0","0:00PM","day","","","false","","143","7000","unknown","unknown","unknown","0","unknown","-1","","","craij901","gholb901","gansj101","harrm103","","","matll101","taylj108","","lcs","3","0","PTC","NY6","y","both","y","y","y","1935"
"PTC193509180","NY6","PTC","PIT09","19350918","0","0:00PM","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","dihim101","matll101","","lcs","6","1","NY6","PTC","y","both","y","y","","1935"
"PTC193509190","NY6","PTC","PIT09","19350919","0","0:00PM","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","craij901","harrm103","gholb901","gansj101","","","davir103","blakf101","","lcs","2","3","PTC","NY6","y","both","y","y","","1935"
"PTC193509200","NY6","PTC","PHI17","19350920","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","matll101","dihim101","","lcs","6","7","PTC","NY6","y","both","y","y","","1935"
"NY6193509210","PTC","NY6","PHI17","19350921","0","0:00PM","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","harrm103","gholb901","craij901","gansj101","","","harvb101","taylj108","","lcs","8","7","PTC","NY6","y","both","y","y","","1935"
"PH5193509222","PTC","PH5","NYC16","19350922","2","","","","","","","","15000","","","","","","","","","craij901","gansj101","harrm103","gholb901","","","carts102","jones107","","exhibition","12","2","PTC","PH5","y","both","y","y","","1935"
"SHR193510090","PTC","SHR","DAY03","19351009","0","0:00PM","night","","","false","","0","3000","unknown","unknown","unknown","0","unknown","-1","","","kirbl901","","","","","","davir103","herrl101","","exhibition","5","2","PTC","SHR","y","both","y","y","d","1935"
"ALM193510250","PTC","ALM","MEX01","19351025","0","0:00PM","","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","","","","exhibition","6","6","","","y","both","y","y","y","1935"
"ALM193510260","PTC","ALM","MEX01","19351026","0","0:00PM","night","","","false","","-1","13000","unknown","unknown","unknown","0","unknown","-1","","","atriu901","carmu901","","","","","lyont102","kinch101","","exhibition","1","11","ALM","PTC","y","both","y","y","","1935"
"ALM193510270","PTC","ALM","MEX01","19351027","0","0:00PM","","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","knotj102","huntb106","","exhibition","2","7","ALM","PTC","y","both","y","y","y","1935"
