"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"PRG193310140","PIR","PRG","LOS05","19331014","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","8","PRG","PIR","","","","","","1933"
"PRG193310151","PIR","PRG","LOS05","19331015","1","0:00PM","day","","","false","","125","0","unknown","unknown","unknown","0","unknown","-1","","","chadc101","leakh901","","","","","paigs101","jolls101","","exhibition","0","11","PRG","PIR","y","both","y","y","","1933"
"PRG193310152","PIR","PRG","LOS05","19331015","2","0:00PM","night","","","false","","100","0","unknown","unknown","unknown","0","unknown","-1","","","leakh901","chadc101","","","","","stinl101","millp101","","exhibition","4","3","PIR","PRG","y","both","y","y","","1933"
"PIR193310160","PRG","PIR","LOS05","19331016","0","","day","","","","","","","","","","","","","","","","","","","","","stinl101","willj117","","exhibition","1","2","PIR","PRG","","both","","","","1933"
"PRG193310291","PIR","PRG","LOS05","19331029","1","0:00PM","day","","","false","","123","0","unknown","unknown","unknown","0","unknown","-1","","","leakh901","","","","","","paigs101","newsb101","","exhibition","3","11","PRG","PIR","y","both","y","y","","1933"
"PRG193310292","PIR","PRG","LOS05","19331029","2","0:00PM","night","","","false","","65","0","unknown","unknown","unknown","0","unknown","-1","","","leakh901","chadc101","","","","","frenl101","millp101","","exhibition","10","0","PIR","PRG","y","both","y","y","","1933"
"PRG193311111","PIR","PRG","LOS05","19331111","1","","day","","","","","","","","","","","","","","","","","","","","","millp101","stinl101","","exhibition","4","9","PRG","PIR","y","both","","","","1933"
"PRG193311112","PIR","PRG","LOS05","19331111","2","","day","","","","","","","","","","","","","","","","","","","","","younu101","waltj101","","exhibition","0","6","PRG","PIR","y","both","","","","1933"
"PRG193311121","PIR","PRG","LOS05","19331112","1","0:00PM","day","","","false","","95","0","unknown","unknown","unknown","0","unknown","-1","","","leakh901","chadc101","","","","","paigs101","frenl101","","exhibition","0","5","PRG","PIR","y","both","y","y","","1933"
"PRG193311122","PIR","PRG","LOS05","19331112","2","0:00PM","night","","","false","","65","0","unknown","unknown","unknown","0","unknown","-1","","","chadc101","leakh901","","","","","newsb101","willj117","","exhibition","4","1","PIR","PRG","y","both","y","y","","1933"
"PRG193312251","PIR","PRG","LOS05","19331225","1","","day","","","","","110","","","","","","","","","","leakh901","chadc101","","","","","newsb101","paigs101","","exhibition","10","8","PIR","PRG","y","both","y","y","","1933"
"PRG193312252","PIR","PRG","LOS05","19331225","2","","day","","","","","","","","","","","","","","","","","","","","","younu101","koupl101","","exhibition","0","5","PRG","PIR","","p","","","","1933"
"PRG193401071","PIR","PRG","LOS05","19340107","1","","day","","","","","","","","","","","","","","","","","","","","","paigs101","newsb101","","exhibition","0","6","PRG","PIR","y","both","","","","1933"
"PRG193401072","PIR","PRG","LOS05","19340107","2","","day","","","","","","","","","","","","","","","","","","","","","willj117","waltj101","","exhibition","0","1","PRG","PIR","y","both","","","","1933"
