"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"MEM194704120","IN9","MEM","MEM02","19470412","0","","","","","","","","","","","","","","","","","","","","","","","pearf104","howac102","","exhibition","3","13","MEM","IN9","y","both","","","1947"
"MEM194704131","IN9","MEM","MEM02","19470413","1","","","","","","","","","","","","","","","","","","","","","","","bankd101","cohej101","","exhibition","0","3","MEM","IN9","y","both","","","1947"
"MEM194704132","IN9","MEM","MEM02","19470413","2","","","","","","","","","","","","","","","","","","","","","","","colzj101","hubej101","","exhibition","1","0","IN9","MEM","y","both","","","1947"
"MEM194704170","IN9","MEM","OKC02","19470417","0","","night","","","","","101","750","","","","","","","","","fielu901","deweu901","","","","","pearf104","howac102","","exhibition","2","5","MEM","IN9","y","both","y","y","1947"
"BLG194704200","IN9","BLG","NSH02","19470420","0","","","","","","","","","","","","","","","","","","","","","","","rombb101","willj112","","exhibition","0","3","BLG","IN9","y","both","y","y","1947"
"IN9194704240","KCM","IN9","LRK02","19470424","0","","night","","","","","","","","","","","","","","","","","","","","","lamaj102","godim101","","exhibition","5","4","KCM","IN9","y","both","","","1947"
"KCM194704271","IN9","KCM","NOL01","19470427","1","","day","","","","","","7000","","","","","","","","","joneu901","","","","","","smith111","willj112","","exhibition","3","10","KCM","IN9","y","both","","","1947"
"KCM194704272","IN9","KCM","NOL01","19470427","2","","day","","","","","","7000","","","","","","","","","","","","","","","alext101","barnu101","","exhibition","0","7","KCM","IN9","y","both","","","1947"
"KCM194704280","IN9","KCM","NOL01","19470428","0","","night","","","","","","","","","","","","","","","","","","","","","colzj101","berrc104","","exhibition","6","2","IN9","KCM","y","both","","","1947"
"KCM194704290","IN9","KCM","DAL01","19470429","0","","night","","","","","","","","","","","","","","","","","","","","","wylis101","garca101","","exhibition","1","10","KCM","IN9","y","both","","","1947"
"KCM194704300","IN9","KCM","TUL01","19470430","0","","","","","","","","2500","","","","","","","","","","","","","","","lamaj102","godim101","","exhibition","3","5","KCM","IN9","y","both","","","1947"
"KCM194705010","IN9","KCM","OKC02","19470501","0","","","","","","","","2000","","","","","","","","","","","","","","","alext101","alleh106","berrc104","exhibition","8","9","KCM","IN9","y","both","y","y","1947"
"KCM194705020","IN9","KCM","WIC01","19470502","0","","night","","","","","","","","","","","","","","","massu901","carpu901","","","","","berrc104","quint103","","exhibition","4","5","KCM","IN9","y","both","y","y","1947"
"MEM194705041","IN9","MEM","MEM02","19470504","1","","day","","","","","","","","","","","","","","","","","","","","","jonec108","colzj101","","regular","9","10","MEM","IN9","y","both","","","1947"
"MEM194705042","IN9","MEM","MEM02","19470504","2","","day","","","","","","","","","","","","","","","","","","","","","pearf104","colzj101","","regular","1","2","MEM","IN9","y","both","","","1947"
"MEM194705050","IN9","MEM","LRK02","19470505","0","","night","","","","","","","","","","","","","","","","","","","","","godim101","whitl101","","regular","11","9","IN9","MEM","y","both","","","1947"
"MEM194705060","IN9","MEM","HOU04","19470506","0","","night","","","","","","","","","","","","","","","marsu902","","","","","","sharp101","barnu101","","regular","2","7","MEM","IN9","y","both","","","1947"
"MEM194705080","IN9","MEM","MEM02","19470508","0","8:15pm","night","","","","","","","","","","","","","","","","","","","","","bankd101","quint103","","regular","5","6","MEM","IN9","y","both","","","1947"
"IN9194705111","CVB","IN9","IND10","19470511","1","","day","","","","","","6500","","","","","","","","","","","","","","","quint103","clarw103","","regular","6","7","IN9","CVB","y","both","","","1947"
"IN9194705112","CVB","IN9","IND10","19470511","2","","","7","","","","","6500","","","","","","","","","","","","","","","brewc102","godim101","","regular","3","2","CVB","IN9","y","both","","","1947"
"IN9194705140","CVB","IN9","IND10","19470514","0","8:30pm","night","","","","","","1800","","","","","","","","","","","","","","","boona101","willj112","","regular","1","0","CVB","IN9","y","both","","","1947"
"IN9194705181","BIR","IN9","IND10","19470518","1","","day","","","","","","2300","","","","","","","","","","","","","","","guilj101","polln102","","regular","0","4","IN9","BIR","y","both","","","1947"
"IN9194705182","BIR","IN9","IND10","19470518","2","","day","7","","","","","2300","","","","","","","","","","","","","","","newbj101","colzj101","","regular","5","3","BIR","IN9","y","both","","","1947"
"IN9194705190","BIR","IN9","COL05","19470519","0","","","","","","","","700","","","","","","","","","","","","","","","godim101","","","regular","8","13","IN9","BIR","y","both","","","1947"
"BIR194705251","IN9","BIR","BIR01","19470525","1","2:00pm","day","","","","","","","","","","","","","","","","","","","","","polln102","guilj101","","regular","5","7","BIR","IN9","y","both","","","1947"
"BIR194705252","IN9","BIR","BIR01","19470525","2","","","","","","","","","","","","","","","","","","","","","","","perra101","willj112","","regular","10","21","BIR","IN9","y","both","","","1947"
"BIR194705260","IN9","BIR","NOL01","19470526","0","","night","","","","","","","","","","","","","","","","","","","","","hearj103","godim101","","regular","1","3","BIR","IN9","y","both","","","1947"
"BIR194705270","IN9","BIR","NOL01","19470527","0","","night","","","","","","","","","","","","","","","","","","","","","guilj101","","","regular","5","3","IN9","BIR","y","both","","","1947"
