"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"LCB194904120","BLG","LCB","MUS01","19490412","0","0:00PM","night","","","false","","140","0","unknown","unknown","unknown","0","unknown","-1","","","rossu901","ary-u901","","","","","ferrt102","brewc102","rombb101","exhibition","15","4","BLG","LCB","y","both","y","y","d","1949"
"LCB194904130","BLG","LCB","MUS01","19490413","0","","N","","","FALSE","","","","","","","","","","","","","","","","","","jonep103","rodgs101","","exhibition","1","4","LCB","BLG","y","both","","","","1949"
"BLG194904170","HOE","BLG","NSH01","19490417","0","","D","","","","","","","","","","","","","","","","","","","","","","","","exhibition","12","11","HOE","BLG","","","","","","1949"
"BLG194904241","CAG","BLG","LRK02","19490424","1","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","0","6","BLG","CAG","","","","","","1949"
"BLG194904242","CAG","BLG","LRK02","19490424","2","","day","7","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","1","CAG","BLG","","","","","","1949"
"BLG194905011","KCM","BLG","BAL14","19490501","1","0:00PM","day","","","false","","129","5588","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","lewiu901","(none)","willh901","","","mcdab101","rombb101","richg102","regular","5","3","KCM","BLG","y","both","y","y","d","1949"
"BLG194905012","KCM","BLG","BAL14","19490501","2","0:00PM","day","7","","false","","0","5588","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","wilma101","lamaj102","","regular","1","5","BLG","KCM","y","both","y","y","d","1949"
"BLG194905030","KCM","BLG","BAL14","19490503","0","0:00PM","night","","","false","","135","2750","unknown","unknown","unknown","0","unknown","-1","","","willh901","mccrf901","(none)","lewiu901","","","byrdb101","collg101","","regular","3","5","BLG","KCM","y","both","y","y","d","1949"
"BLG194905040","KCM","BLG","CHE01","19490504","0","0:00PM","night","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","pitku901","","","","","barnf102","day-l101","","regular","4","2","KCM","BLG","y","both","y","y","d","1949"
"BLG194905152","PH5","BLG","BAL14","19490515","2","0:00PM","day","7","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","rombb101","rickb102","","regular","1","2","BLG","PH5","y","both","y","y","d","1949"
"PH5194905190","BLG","PH5","CHE01","19490519","0","0:00PM","night","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","pitku901","","","","","day-l101","millh104","","regular","3","2","BLG","PH5","y","both","y","y","d","1949"
"BLG194905270","NY6","BLG","BAL14","19490527","0","0:00PM","night","","","false","","135","0","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","willh901","","","","","barnd101","blacj103","","regular","5","2","NY6","BLG","y","both","y","y","d","1949"
"BLG194905291","MEM","BLG","BAL14","19490529","1","0:00PM","day","","","false","","135","3130","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","willh901","","","","","rombb101","evanf101","","regular","3","8","BLG","MEM","y","both","y","y","d","1949"
"BLG194905292","MEM","BLG","BAL14","19490529","2","","","7","","FALSE","","","","","","","","","","","","","","","","","","hutcw101","day-l101","","regular","5","3","MEM","BLG","y","both","","","","1949"
"BLG194906030","BIR","BLG","BAL14","19490603","0","0:00PM","night","","","false","","125","0","unknown","unknown","unknown","0","unknown","-1","","","mccrf901","lewiu901","","","","","blacj103","poweb103","","regular","3","4","BLG","BIR","y","both","y","y","d","1949"
