"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"NYL192906061","BLS","NYL","NYC24","19290606","1","","","","","","","","6500","","","","","","","","","jamic901","connu903","","","","","rectc101","flouw101","","regular","3","4","NYL","BLS","y","both","y","y","","1929"
"NYL192906062","BLS","NYL","NYC24","19290606","2","","","","","","","","6500","","","","","","","","","jamic901","connu903","","","","","hollb106","lee-s101","","regular","5","6","NYL","BLS","y","both","y","y","","1929"
"BLS192909291","ASB","BLS","BAL13","19290929","1","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","vallj901","oneiu901","","","","","georl101","yokel101","","exhibition","3","1","ASB","BLS","y","both","y","y","","1929"
"BLS192909292","ASB","BLS","BAL13","19290929","2","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","oneiu901","vallj901","","","","","lee-s101","hendb102","","exhibition","1","2","BLS","ASB","y","both","y","y","","1929"
"BLS192910061","ASB","BLS","BAL13","19291006","1","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","branu901","franu901","","","","","yokel101","georl101","","exhibition","2","6","BLS","ASB","y","both","y","y","","1929"
"BLS192910062","ASB","BLS","BAL13","19291006","2","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","branu901","franu901","","","","","hendb102","flouw101","","exhibition","6","5","ASB","BLS","y","both","y","y","","1929"
"BLS192910131","ASB","BLS","BAL13","19291013","1","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","branu901","franu901","","","","","yokel101","ogdej101","","exhibition","3","8","BLS","ASB","y","both","y","y","","1929"
"BLS192910132","ASB","BLS","BAL13","19291013","2","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","branu901","franu901","","","","","hayeb104","hendb102","","exhibition","1","2","BLS","ASB","y","both","y","y","","1929"
"BLS192910201","ASB","BLS","BAL13","19291020","1","0:00PM","day","","","false","","105","0","unknown","unknown","unknown","0","unknown","-1","","","branu901","franu901","","","","","yokel101","romme101","","exhibition","2","5","BLS","ASB","y","both","y","y","","1929"
"BLS192910202","ASB","BLS","BAL13","19291020","2","0:00PM","night","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","franu901","branu901","","","","","lee-s101","carre101","","exhibition","0","8","BLS","ASB","y","both","y","y","","1929"
"BLS192910270","ASB","BLS","BAL13","19291027","0","0:00PM","day","","","false","","115","7000","unknown","unknown","unknown","0","unknown","-1","","","branu901","kellu901","","","","","yokel101","ehmkh101","","exhibition","7","14","BLS","ASB","y","both","y","y","","1929"
