"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"KCR194810170","MLS","0","1","0","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","6","value","30","4","4","2","0","1","3","0","0","2","5","0","0","0","1","0","0","27","0","33","5","3","0","0","2","2","1","0","1","0","0","0","0","0","27","10","1","0","0","0","bocke101","stevc101","beraj101","mapec101","zaria101","jonen101","langd102","partr101","lemob101","lemob101","partr101","stevc101","beraj101","langd102","bocke101","zaria101","mapec101","jonen101","","19481017","0","LOS02","KCR","W","exhibition","y","1948"
"KCR194810170","MLS","0","1","0","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","6","lower","30","4","4","2","0","1","3","0","","2","","","","0","","","0","27","","32","5","3","0","0","2","2","1","","1","0","0","0","0","","27","10","1","0","0","0","bocke101","stevc101","beraj101","mapec101","zaria101","jonen101","langd102","partr101","lemob101","lemob101","partr101","stevc101","beraj101","langd102","bocke101","zaria101","mapec101","jonen101","","19481017","0","LOS02","KCR","W","exhibition","y","1948"
"KCR194810170","MLS","0","1","0","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","6","upper","30","4","4","2","0","1","3","0","","2","","","","0","","","0","27","","33","5","3","0","0","2","2","1","","8","0","0","0","0","","27","10","1","0","0","0","bocke101","stevc101","beraj101","mapec101","zaria101","jonen101","langd102","partr101","lemob101","lemob101","partr101","stevc101","beraj101","langd102","bocke101","zaria101","mapec101","jonen101","","19481017","0","LOS02","KCR","W","exhibition","y","1948"
"KCR194810240","MLS","0","0","0","0","0","1","0","0","2","","","","","","","","","","","","","","","","","","","","11","value","34","3","10","1","0","1","3","2","0","1","4","0","1","1","1","1","0","24","0","32","9","1","0","1","4","4","1","0","0","0","0","1","1","0","24","18","1","1","0","0","bocke101","vicos101","beraj101","mapec101","zaria101","jonen101","langd102","partr101","bearg102","bearg102","partr101","vicos101","beraj101","langd102","bocke101","zaria101","mapec101","jonen101","","19481024","0","LOS02","KCR","L","exhibition","y","1948"
"KCR194810240","MLS","0","0","0","0","0","1","0","0","2","","","","","","","","","","","","","","","","","","","","11","lower","34","3","10","1","0","1","3","0","","1","","","","1","","","0","24","","30","9","1","0","1","4","4","1","","0","0","0","1","1","","24","18","1","1","0","0","bocke101","vicos101","beraj101","mapec101","zaria101","jonen101","langd102","partr101","bearg102","bearg102","partr101","vicos101","beraj101","langd102","bocke101","zaria101","mapec101","jonen101","","19481024","0","LOS02","KCR","L","exhibition","y","1948"
"KCR194810240","MLS","0","0","0","0","0","1","0","0","2","","","","","","","","","","","","","","","","","","","","11","upper","34","3","10","1","0","1","3","2","","1","","","","1","","","0","24","","32","9","1","0","1","4","4","1","","3","0","0","1","1","","24","18","1","1","0","0","bocke101","vicos101","beraj101","mapec101","zaria101","jonen101","langd102","partr101","bearg102","bearg102","partr101","vicos101","beraj101","langd102","bocke101","zaria101","mapec101","jonen101","","19481024","0","LOS02","KCR","L","exhibition","y","1948"
"MLS194810250","MLS","0","0","0","4","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","10","value","38","5","10","2","1","0","5","0","0","0","4","0","3","0","0","0","0","27","0","41","11","2","2","0","7","5","5","0","0","0","0","0","1","0","27","13","4","2","0","0","bocke101","stevc101","zaria101","mapec101","jonen101","vicos101","partr101","bockm101","lemob101","lemob101","partr101","stevc101","jonen101","bockm101","bocke101","zaria101","mapec101","vicos101","","19481025","0","SAN03","KCR","L","exhibition","y","1948"
"MLS194810250","MLS","0","0","0","4","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","10","lower","38","5","10","2","1","0","5","0","","0","","","","0","","","0","27","","34","11","2","2","0","7","5","5","","0","0","0","0","0","","27","13","4","2","0","0","bocke101","stevc101","zaria101","mapec101","jonen101","vicos101","partr101","bockm101","lemob101","lemob101","partr101","stevc101","jonen101","bockm101","bocke101","zaria101","mapec101","vicos101","","19481025","0","SAN03","KCR","L","exhibition","y","1948"
"MLS194810250","MLS","0","0","0","4","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","10","upper","38","5","10","2","1","0","5","0","","0","","","","1","","","0","27","","41","11","2","2","0","7","7","5","","8","0","0","0","1","","27","13","4","2","0","0","bocke101","stevc101","zaria101","mapec101","jonen101","vicos101","partr101","bockm101","lemob101","lemob101","partr101","stevc101","jonen101","bockm101","bocke101","zaria101","mapec101","vicos101","","19481025","0","SAN03","KCR","L","exhibition","y","1948"
"KCR194810310","MLS","3","3","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","4","value","38","8","9","3","1","0","4","0","0","0","1","0","0","1","0","0","0","27","0","39","8","2","1","0","4","4","6","0","0","0","0","0","0","0","27","13","0","2","0","0","bocke101","robij103","vicos101","zaria101","jonen101","beraj101","mapec101","partr101","lemob101","lemob101","partr101","vicos101","robij103","bocke101","beraj101","mapec101","zaria101","jonen101","","19481031","0","LOS02","KCR","W","exhibition","y","1948"
