"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"MEM194704271","PH5","0","2","0","0","0","4","0","1","0","","","","","","","","","","","","","","","","","","","","","","value","","","7","12","","","1","","","","","","","","","","","","","27","","","10","","","","4","4","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","browb107","glens101","","","","","","","","","19470427","1","MEM02","MEM","w","exhibition","","1947"
"MEM194704272","PH5","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","6","","","","","","","","","","","","","","","","18","","","7","","","1","6","","","","","","","","","","","","","18","","2","","0","","","","","","","","","","","","","","mcheh101","perkb101","","","","","","","","","19470427","2","MEM02","MEM","l","exhibition","","1947"
"PH5194705030","PH5","0","0","2","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","5","","value","36","36","4","9","","","","","","","","","","","","","","","","27","","54","23","2","0","2","20","20","","","","","","","","","","","","27","","","","","","","","","duckm101","wilsd103","austf101","bensg101","dennd102","simph101","brata101","glens101","browb107","browb107","glens101","dennd102","duckm101","wilsd103","austf101","bensg101","simph101","brata101","","19470503","0","PHI17","BLG","l","exhibition","y","1947"
"BLG194705041","PH5","1","0","0","0","0","0","0","1","2","","","","","","","","","","","","","","","","","","","","9","","value","40","34","4","8","2","0","1","4","1","0","0","5","0","6","0","","","0","","27","","33","6","1","0","0","1","","1","","3","0","0","0","0","","0","","0","27","13","2","0","0","0","0","0","","wilsd103","bensg101","austf101","dennd102","brata101","cashb101","simph101","glens101","partr102","partr102","glens101","dennd102","wilsd103","cashb101","austf101","bensg101","simph101","brata101","","19470504","1","BAL14","BLG","w","regular","y","1947"
"BLG194705042","PH5","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","6","","value","29","25","2","4","1","0","0","2","0","","1","3","","5","0","","","0","","18","","32","9","0","0","1","7","","3","0","5","1","0","0","1","0","3","","0","18","4","1","0","0","0","0","3","","wilsd103","browb107","austf101","bensg101","dennd102","simph101","brata101","cashb101","robir102","robir102","cashb101","dennd102","wilsd103","simph101","austf101","brata101","bensg101","browb107","","19470504","2","BAL14","BLG","l","regular","y","1947"
"PH5194705100","PH5","0","0","0","0","0","2","1","0","1","","","","","","","","","","","","","","","","","","","","7","","value","37","35","4","6","0","0","0","","1","0","1","","0","","0","","","0","","27","","36","6","1","1","1","3","3","","","11","0","0","0","0","","0","","0","27","5","0","0","0","0","0","0","","duckm101","wilsd103","austf101","bensg101","dennd102","simph101","brata101","cashb101","millh104","millh104","cashb101","dennd102","duckm101","wilsd103","austf101","simph101","bensg101","brata101","","19470510","0","PHI17","NW2","w","regular","y","1947"
"NW2194705111","PH5","0","0","0","0","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","5","","value","34","34","2","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","24","0","41","14","0","0","4","10","10","5","0","0","0","0","0","0","0","0","0","0","24","2","0","2","0","0","0","0","0","duckm101","wilsd103","austf101","bensg101","dennd102","simph101","cashb101","watkm101","browb107","browb107","cashb101","dennd102","duckm101","watkm101","austf101","simph101","bensg101","wilsd103","","19470511","1","NWK04","NW2","l","regular","y","1947"
"NW2194705112","PH5","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","4","","value","25","25","0","3","1","0","0","0","0","","0","0","0","","0","","","0","","18","","27","6","0","0","1","4","4","4","","","0","0","0","0","","2","","0","18","","0","0","0","0","0","2","","duckm101","wilsd103","austf101","bensg101","dennd102","brata101","glens101","watkm101","mcheh101","mcheh101","glens101","dennd102","duckm101","watkm101","austf101","wilsd103","bensg101","brata101","","19470511","2","NWK04","NW2","l","regular","y","1947"
"BLG194705130","PH5","1","0","1","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","9","","value","39","33","3","10","2","2","0","2","0","","0","6","","8","1","","1","0","","24","","44","17","5","0","0","10","","2","0","1","0","1","0","0","","1","","1","24","14","1","0","0","1","1","1","","duckm101","wilsd103","austf101","bensg101","dennd102","simph101","cashb101","watkm101","harrw101","harrw101","cashb101","dennd102","duckm101","watkm101","austf101","simph101","bensg101","wilsd103","","19470513","0","BAL14","BLG","l","regular","y","1947"
"PH5194705200","PH5","4","4","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","3","","value","37","32","10","13","2","1","0","9","1","0","0","4","0","1","1","","","0","","27","","35","6","0","0","0","2","","2","0","9","0","0","0","0","0","1","","1","27","10","3","0","0","1","0","1","","duckm101","wilsd103","austf101","bensg101","dennd102","brata101","cashb101","watkm101","partr102","partr102","cashb101","dennd102","duckm101","watkm101","austf101","wilsd103","bensg101","brata101","","19470520","0","WIL04","NY5","w","regular","y","1947"
