"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"MEM194804111","CVB","0","0","3","0","3","0","4","0","0","","","","","","","","","","","","","","","","","","","","","value","","10","11","","","2","","","","","","","","","","","","27","","","8","4","","","4","","","","","","","","","","27","","2","","0","","","","","","","","","","","carsf102","greej108","","","","","","","","","19480411","1","MEM02","MEM","W","exhibition","","1948"
"MEM194804111","CVB","0","0","3","0","3","0","4","0","0","","","","","","","","","","","","","","","","","","","","","lower","","10","11","","","2","","","","","","","","","","","","27","","","8","4","","","4","","","","","","","","","","27","","2","","0","","","","","","","","","","","carsf102","greej108","","","","","","","","","19480411","1","MEM02","MEM","W","exhibition","","1948"
"MEM194804111","CVB","0","0","3","0","3","0","4","0","0","","","","","","","","","","","","","","","","","","","","","upper","","10","11","","","2","","","","","","","","","","","","27","","","8","4","","","4","","","","","","","","","","27","","2","","0","","","","","","","","","","","carsf102","greej108","","","","","","","","","19480411","1","MEM02","MEM","W","exhibition","","1948"
"MEM194804112","CVB","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","1","5","","","","","","","","","","","","","","","15","","","6","","","","4","","","","","","","","","","15","","3","","0","","","","","","","","","","","browj114","harrt102","","","","","","","","","19480411","2","MEM02","MEM","L","exhibition","","1948"
"MEM194804112","CVB","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","lower","","1","5","","","","","","","","","","","","","","","15","","","6","","","","4","","","","","","","","","","15","","3","","0","","","","","","","","","","","browj114","harrt102","","","","","","","","","19480411","2","MEM02","MEM","L","exhibition","","1948"
"MEM194804112","CVB","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","upper","","1","5","","","","","","","","","","","","","","","15","","","6","","","","4","","","","","","","","","","15","","3","","0","","","","","","","","","","","browj114","harrt102","","","","","","","","","19480411","2","MEM02","MEM","L","exhibition","","1948"
"CVB194804271","CVB","2","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","value","","2","5","","","","","","","","","","","","","","","27","","","5","","","","2","","","","","","","","","","27","","1","","0","","","","","","","","","","","thoms105","harrt102","","","","","","","","","19480427","1","MEM02","CAG","T","exhibition","","1948"
"CVB194804271","CVB","2","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","lower","","2","5","","","","","","","","","","","","","","","27","","","5","","","","2","","","","","","","","","","27","","1","","0","","","","","","","","","","","thoms105","harrt102","","","","","","","","","19480427","1","MEM02","CAG","T","exhibition","","1948"
"CVB194804271","CVB","2","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","upper","","2","5","","","","","","","","","","","","","","","27","","","5","","","","2","","","","","","","","","","27","","1","","0","","","","","","","","","","","thoms105","harrt102","","","","","","","","","19480427","1","MEM02","CAG","T","exhibition","","1948"
"CVB194804290","CVB","0","0","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","value","","2","5","","","","","","","","","","","","","","","27","","","11","1","","","3","","","","","","","","","","27","","4","","0","","","","","","","","","","","carsf102","harrt102","","","","","","","","","19480429","0","MEM02","CAG","L","exhibition","","1948"
"CVB194804290","CVB","0","0","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","lower","","2","5","","","","","","","","","","","","","","","27","","","11","1","","","3","","","","","","","","","","27","","4","","0","","","","","","","","","","","carsf102","harrt102","","","","","","","","","19480429","0","MEM02","CAG","L","exhibition","","1948"
"CVB194804290","CVB","0","0","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","upper","","2","5","","","","","","","","","","","","","","","27","","","11","1","","","3","","","","","","","","","","27","","4","","0","","","","","","","","","","","carsf102","harrt102","","","","","","","","","19480429","0","MEM02","CAG","L","exhibition","","1948"
"BIR194805010","CVB","0","0","0","1","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","value","","2","10","","","1","","","","","","","","","","","","24","","","10","","","1","11","","","","","","","","","","24","","4","","0","","","","","","","","","","","jones105","harrt102","","","","","","","","","19480501","0","BIR01","BIR","L","regular","","1948"
"BIR194805010","CVB","0","0","0","1","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","lower","","2","10","","","1","","","","","","","","","","","","24","","","10","","","1","11","","","","","","","","","","24","","4","","0","","","","","","","","","","","jones105","harrt102","","","","","","","","","19480501","0","BIR01","BIR","L","regular","","1948"
"BIR194805010","CVB","0","0","0","1","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","upper","","2","10","","","1","","","","","","","","","","","","24","","","10","","","1","11","","","","","","","","","","24","","4","","0","","","","","","","","","","","jones105","harrt102","","","","","","","","","19480501","0","BIR01","BIR","L","regular","","1948"
