"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"KCM194204050","CCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","12","2","","","2","","","","","","","","","","","","27","","","","","","","9","","","","","","","","","","27","","0","2","0","","","","","","","","","","","breme101","browj113","","","","","","","","","19420405","0","MNL01","KCM","W","exhibition","","1942"
"KCM194204050","CCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","12","2","","","2","","","","","","","","","","","","27","","","","","","","9","","","","","","","","","","27","","0","2","0","","","","","","","","","","","breme101","browj113","","","","","","","","","19420405","0","MNL01","KCM","W","exhibition","","1942"
"KCM194204050","CCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","12","2","","","2","","","","","","","","","","","","27","","","","","","","9","","","","","","","","","","27","","0","2","0","","","","","","","","","","","breme101","browj113","","","","","","","","","19420405","0","MNL01","KCM","W","exhibition","","1942"
"BIR194204080","CCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","5","","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19420408","0","BOG01","BIR","L","exhibition","","1942"
"BIR194204080","CCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","5","","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19420408","0","BOG01","BIR","L","exhibition","","1942"
"BIR194204080","CCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","5","","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19420408","0","BOG01","BIR","L","exhibition","","1942"
"BIR194204120","CCB","","","","","1i","","","","","","","","","","","","","","","","","","","","","","","","","value","","3","1","","","1","","","","","","","","","","","","27","","","5","","","","1","1","1","","1","","","","","","27","","0","","0","","","","","","","","","","","jeffw101","","","","","","","","","","19420412","0","JAC01","BIR","W","exhibition","","1942"
"BIR194204120","CCB","","","","","1i","","","","","","","","","","","","","","","","","","","","","","","","","lower","","3","1","","","1","","","","","","","","","","","","27","","","5","","","","1","1","1","","1","","","","","","27","","0","","0","","","","","","","","","","","jeffw101","","","","","","","","","","19420412","0","JAC01","BIR","W","exhibition","","1942"
"BIR194204120","CCB","","","","","1i","","","","","","","","","","","","","","","","","","","","","","","","","upper","","3","1","","","1","","","","","","","","","","","","27","","","5","","","","1","1","1","","1","","","","","","27","","0","","0","","","","","","","","","","","jeffw101","","","","","","","","","","19420412","0","JAC01","BIR","W","exhibition","","1942"
"CCB194204200","CCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","8","","","","","","","","","","","","","","","","27","","","","","","","2","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19420420","0","PTX01","JAX","W","exhibition","","1942"
