"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"PTC193804300","PTC","0","1","1","2","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","8","","value","40","38","5","11","5","1","1","","0","","0","2","","4","","","","","","27","","44","14","2","0","0","10","","3","","3","0","","","2","","","","","27","12","2","1","","","","","","wilsd103","waltf102","banks101","willh105","smitc111","hairn101","washj102","bassp101","harvb101","harvb101","bassp101","washj102","willh105","smitc111","wilsd103","waltf102","banks101","hairn101","","19380430","0","PIT09","HOM","l","exhibition","y","1938"
"PTC193804300","PTC","0","1","1","2","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","8","","lower","32","32","5","11","5","1","1","1","0","","0","2","","4","","","","","","27","","44","14","2","0","0","10","","3","","3","0","","","2","","","","","27","12","2","1","","","","","","wilsd103","waltf102","banks101","willh105","smitc111","hairn101","washj102","bassp101","harvb101","harvb101","bassp101","washj102","willh105","smitc111","wilsd103","waltf102","banks101","hairn101","","19380430","0","PIT09","HOM","l","exhibition","y","1938"
"PTC193805080","PTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","4","1","0","0","","","","","","","2","","","","","","27","","","4","0","0","0","0","0","","","6","","","","","0","","","","27","","","","","","","","","","","","","","","","","","smitt105","","","willh105","","","","","","","19380508","0","LOU05","BLG","w","exibition","","1938"
"PTC193805222","PTC","1","3","0","0","0","2","x","","","","","","","","","","","","","","","","","","","","","","","","value","","","6","7","","","","","","","","","","","","","","","","21","","","7","","","","2","","","","","","","","","","","","","21","","0","","","","","","","","","","","","","","","","","","","","","","","","","","19380522","2","PIT09","BLG","w","regular","","1938"
"PH5193806010","PTC","0","2","1","5","1","0","1","3","","","","","","","","","","","","","","","","","","","","","8","","value","45","35","13","10","3","0","1","6","4","","0","6","","2","2","","","","","24","","38","11","1","0","0","7","","5","","15","0","","","3","","1","","","24","6","0","","","","","1","","bensg101","smitc111","banks101","hairn101","willh105","washj102","wilsd103","bassp101","cainm101","cainm101","bassp101","washj102","smitc111","wilsd103","willh105","hairn101","banks101","bensg101","","19380601","0","CHE02","PH5","w","regular","y","1938"
"BLG193806020","PTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","9","","","","","","","","","","","","","","","","","27","","","","","","","5","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19380602","0","BAL14","BLG","w","regular","","1938"
"PTC193806040","PTC","0","2","4","0","0","2","1","0","x","","","","","","","","","","","","","","","","","","","","9","","value","42","39","9","16","1","1","1","","","","1","3","","5","","","","","","27","","34","7","1","0","1","5","5","8","","5","0","","","","","","","","27","11","0","","","","","","","bensg101","willc106","banks101","hairn101","willh105","washj102","wilsd103","ruffl101","morrb104","","","","","","","","","","","19380604","0","PIT09","NY5","w","regular","y","1938"
"PTC193806051","PTC","3","1","0","2","1","1","0","2","x","","","","","","","","","","","","","","","","","","","","","","value","","","10","17","6","2","","","","","","","","","","","","","","27","","","8","","","","5","5","","","6","","","","","","","","","27","28","0","2","","","","","","","","","","","","","","","taylj108","ruffl101","","","","","","","","","19380605","1","CUM01","NY5","w","regular","","1938"
"PTC193806052","PTC","0","0","0","5","1","3","x","","","","","","","","","","","","","","","","","","","","","","","","value","","","9","14","","","","","","","","","","","","","","","","21","","","6","","","","2","2","","","","","","","","","","","","21","10","0","1","","","","","","","","","","","","","","","harvb101","bassp101","","","","","","","","","19380605","2","CUM01","NY5","w","regular","","1938"
"WBS193806191","PTC","0","2","0","0","0","2","5","2","1","","","","","","","","","","","","","","","","","","","","9","","value","48","37","12","11","2","0","1","","","","0","11","","0","7","","","","","27","","31","4","0","0","0","1","","0","","4","1","","","","","0","","","27","","0","","","","","0","","bensg101","willc106","banks101","hairn101","willh105","washj102","clarb101","ruffl101","harvb101","","","","","","","","","","","19380619","1","WAS09","WBS","w","regular","y","1938"
"WBS193806192","PTC","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","9","","value","31","26","1","5","1","0","0","","","","0","5","","7","","","","","","18","","34","11","2","1","1","9","","5","","3","1","","","","","","","","18","","0","0","","","","","","bensg101","willc106","wilsd103","hairn101","willh105","washj102","clarb101","bassp101","morrb104","","","","","","","","","","","19380619","2","WAS09","WBS","l","regular","y","1938"
"PH5193806300","PTC","0","3","0","0","0","2","0","2","","","","","","","","","","","","","","","","","","","","","","","value","","","7","8","","","1","","","","","","","","","","","","","24","","","5","","","","4","","","","16","","","","","","","","","24","","2","","","","","","","","","","","","","","","","taylj108","ruffl101","","","","","","","","","19380630","0","PHI17","PH5","w","regular","","1938"
"PTC193807021","PTC","0","0","1","0","0","2","0","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","4","11","","","","","","","","","","","","","","","","27","","","14","","","","11","","","","","","","","","","","","","27","","3","","","","","","","","","","","","","","","","smitt105","bassp101","","","","","","","","","19380702","1","MSN01","HOM","l","regular","","1938"
"PTC193807022","PTC","1","0","1","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","7","","","","","","","","","","","","","","","","27","","","7","","","","6","","","","","","","","","","","","","27","","3","","","","","","","","","","","","","","","","morrb104","ruffl101","","","","","","","","","19380702","2","GRE04","HOM","l","regular","","1938"
"PTC193807041","PTC","2","0","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","4","","value","35","33","4","6","2","1","0","","0","","0","2","","4","","","0","","","27","","41","11","3","0","1","8","","3","","7","0","","","0","","","","","27","10","4","0","","","","","","bensg101","harvb101","wilsd103","willh105","washj102","willc106","bassp101","clarb101","matll101","","","","","","","","","","","19380704","1","PIT09","HOM","l","regular","y","1938"
"PTC193807042","PTC","2","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","9","","","","","","","","","","","","","","","","21","","","11","","","2","8","","","","","","","","","","","","","21","","2","","","","","","","","","","","","","","","","","","","","","","","","","","19380704","2","PIT09","HOM","l","regular","","1938"
"PTC193807120","PTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","6","","","1","","","","","","","","","","","","","27","","","","","","","4","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","matll101","","","","","","","","","","19380712","0","CLE07","PH5","w","exhibition","","1938"
"PTC193807120","PTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","","5","6","","","1","2","","","","","","","","","","","","27","","","6","","","","4","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","matll101","","","","","","","","","","19380712","0","CLE07","PH5","w","exhibition","","1938"
"BLG193807171","PTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","8","","","","","","","","","","","","","","","","","27","","","","","","","5","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19380717","1","BAL14","BLG","w","regular","","1938"
"BLG193807172","PTC","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","0","","","","0","0","","","","","","","","","","","","18","","","","","","","4","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","19380717","2","BAL14","BLG","l","regular","","1938"
"PTC193808111","PTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","","","","","","","","","","","","","","","","","27","","","","","","0","0","0","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19380811","1","LAN01","BLG","w","regular","","1938"
