"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BCG194310241","PIR","0","0","0","0","0","1","4","1","2","","","","","","","","","","","","","","","","","","","","6","value","38","8","12","6","0","0","8","0","","0","3","","","1","","","","27","","37","9","","","0","2","1","2","","2","0","0","0","1","","27","14","3","1","0","0","lowrp101","englc101","metkg101","pafka101","dahlb101","novil101","bartl102","partr101","kimbn101","kimbn101","partr101","bartl102","lowrp101","englc101","dahlb101","novil101","pafka101","metkg101","","19431024","1","LOS04","BCG","W","exhibition","y","1943"
"BCG194310241","PIR","0","0","0","0","0","1","4","1","2","","","","","","","","","","","","","","","","","","","","6","lower","38","8","12","6","0","0","8","0","","0","1","","","1","","","","27","","37","9","","","0","2","1","2","","2","0","0","0","1","","27","14","3","1","0","0","lowrp101","englc101","metkg101","pafka101","dahlb101","novil101","bartl102","partr101","kimbn101","kimbn101","partr101","bartl102","lowrp101","englc101","dahlb101","novil101","pafka101","metkg101","","19431024","1","LOS04","BCG","W","exhibition","y","1943"
"BCG194310241","PIR","0","0","0","0","0","1","4","1","2","","","","","","","","","","","","","","","","","","","","6","upper","38","8","12","6","0","0","8","0","","0","3","","","1","","","","27","","37","9","","","0","2","1","2","","2","0","0","0","1","","27","14","3","1","0","0","lowrp101","englc101","metkg101","pafka101","dahlb101","novil101","bartl102","partr101","kimbn101","kimbn101","partr101","bartl102","lowrp101","englc101","dahlb101","novil101","pafka101","metkg101","","19431024","1","LOS04","BCG","W","exhibition","y","1943"
"BCG194310242","PIR","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","4","value","21","1","3","0","0","0","1","0","","0","2","","","0","","","","18","","25","7","","","0","4","3","2","","0","0","0","1","1","","18","16","0","0","0","0","lowrp101","englc101","metkg101","pafka101","dahlb101","novil101","bartl102","maloe101","kresr101","kresr101","maloe101","bartl102","lowrp101","englc101","dahlb101","novil101","pafka101","metkg101","","19431024","2","LOS04","BCG","L","exhibition","y","1943"
"BCG194310242","PIR","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","4","lower","21","1","3","0","0","0","1","0","","0","","","","0","","","","18","","25","7","","","0","4","3","2","","0","0","0","1","1","","18","16","0","0","0","0","lowrp101","englc101","metkg101","pafka101","dahlb101","novil101","bartl102","maloe101","kresr101","kresr101","maloe101","bartl102","lowrp101","englc101","dahlb101","novil101","pafka101","metkg101","","19431024","2","LOS04","BCG","L","exhibition","y","1943"
"BCG194310242","PIR","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","4","upper","21","1","3","0","0","0","1","0","","0","","","","1","","","","18","","25","7","","","0","4","3","2","","0","0","0","1","1","","18","16","0","1","0","0","lowrp101","englc101","metkg101","pafka101","dahlb101","novil101","bartl102","maloe101","kresr101","kresr101","maloe101","bartl102","lowrp101","englc101","dahlb101","novil101","pafka101","metkg101","","19431024","2","LOS04","BCG","L","exhibition","y","1943"
"BCG194310311","PIR","0","0","0","0","0","2","0","0","1","","","","","","","","","","","","","","","","","","","","6","value","34","3","6","1","1","0","1","0","","0","2","","","2","","","","25","","40","13","","","0","4","4","2","","2","0","0","0","0","","25","10","2","1","0","0","lowrp101","englc101","metkg101","pafka101","calvj102","pridj101","bartl102","partr101","kimbn101","kimbn101","partr101","bartl102","pridj101","englc101","calvj102","lowrp101","pafka101","metkg101","","19431031","1","LOS04","BCG","L","exhibition","y","1943"
"BCG194310311","PIR","0","0","0","0","0","2","0","0","1","","","","","","","","","","","","","","","","","","","","6","lower","34","3","6","1","1","0","1","0","","0","","","","2","","","","25","","40","13","","","0","4","2","2","","2","0","0","0","0","","25","10","2","1","0","0","lowrp101","englc101","metkg101","pafka101","calvj102","pridj101","bartl102","partr101","kimbn101","kimbn101","partr101","bartl102","pridj101","englc101","calvj102","lowrp101","pafka101","metkg101","","19431031","1","LOS04","BCG","L","exhibition","y","1943"
"BCG194310311","PIR","0","0","0","0","0","2","0","0","1","","","","","","","","","","","","","","","","","","","","6","upper","34","3","6","1","1","0","1","0","","0","","","","2","","","","25","","40","13","","","0","4","4","2","","2","0","0","0","0","","25","10","2","1","0","0","lowrp101","englc101","metkg101","pafka101","calvj102","pridj101","bartl102","partr101","kimbn101","kimbn101","partr101","bartl102","pridj101","englc101","calvj102","lowrp101","pafka101","metkg101","","19431031","1","LOS04","BCG","L","exhibition","y","1943"
"BCG194310312","PIR","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","","","6","value","24","3","6","2","0","0","3","0","","1","2","","","0","","","","18","","29","8","","","0","3","2","2","","1","0","0","0","0","","18","13","1","0","0","0","lowrp101","englc101","metkg101","pafka101","calvj102","pridj101","bartl102","maloe101","thomf105","thomf105","maloe101","bartl102","pridj101","englc101","calvj102","lowrp101","pafka101","metkg101","","19431031","2","LOS04","BCG","T","exhibition","y","1943"
"BCG194310312","PIR","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","","","6","lower","24","3","6","2","0","0","3","0","","1","","","","0","","","","18","","29","8","","","0","3","2","2","","1","0","0","0","0","","18","13","1","0","0","0","lowrp101","englc101","metkg101","pafka101","calvj102","pridj101","bartl102","maloe101","thomf105","thomf105","maloe101","bartl102","pridj101","englc101","calvj102","lowrp101","pafka101","metkg101","","19431031","2","LOS04","BCG","T","exhibition","y","1943"
"BCG194310312","PIR","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","","","6","upper","24","3","6","2","0","0","3","0","","1","","","","0","","","","18","","29","8","","","0","3","2","2","","1","0","0","0","0","","18","13","1","0","0","0","lowrp101","englc101","metkg101","pafka101","calvj102","pridj101","bartl102","maloe101","thomf105","thomf105","maloe101","bartl102","pridj101","englc101","calvj102","lowrp101","pafka101","metkg101","","19431031","2","LOS04","BCG","T","exhibition","y","1943"
"BCG194311071","PIR","2","0","0","0","1","0","2","0","3","","","","","","","","","","","","","","","","","","","","9","value","38","8","12","4","0","0","8","0","","0","6","","","0","","","","24","","39","12","","","0","11","9","4","","6","0","0","0","1","","24","11","2","0","0","0","lowrp101","englc101","metkg101","pafka101","pridj101","russr101","bartl102","partr101","newsb101","newsb101","partr101","bartl102","pridj101","englc101","lowrp101","russr101","pafka101","metkg101","","19431107","1","LOS04","BCG","L","exhibition","y","1943"
"BCG194311071","PIR","2","0","0","0","1","0","2","0","3","","","","","","","","","","","","","","","","","","","","9","lower","38","8","12","4","0","0","8","0","","0","","","","0","","","","24","","39","12","","","0","11","9","4","","6","0","0","0","1","","24","11","2","0","0","0","lowrp101","englc101","metkg101","pafka101","pridj101","russr101","bartl102","partr101","newsb101","newsb101","partr101","bartl102","pridj101","englc101","lowrp101","russr101","pafka101","metkg101","","19431107","1","LOS04","BCG","L","exhibition","y","1943"
"BCG194311071","PIR","2","0","0","0","1","0","2","0","3","","","","","","","","","","","","","","","","","","","","9","upper","38","8","12","6","0","0","8","0","","0","","","","0","","","","24","","41","12","","","0","11","9","4","","6","0","0","0","1","","24","11","2","0","0","0","lowrp101","englc101","metkg101","pafka101","pridj101","russr101","bartl102","partr101","newsb101","newsb101","partr101","bartl102","pridj101","englc101","lowrp101","russr101","pafka101","metkg101","","19431107","1","LOS04","BCG","L","exhibition","y","1943"
"BCG194311072","PIR","2","0","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","6","value","22","4","9","2","1","0","4","0","","2","1","","","0","","","","15","","18","5","","","0","3","3","0","","0","0","0","0","0","","15","10","0","0","0","0","lowrp101","calvj102","metkg101","pafka101","pridj101","russr101","bellf104","maloe101","thomf105","thomf105","maloe101","russr101","pridj101","calvj102","lowrp101","bellf104","pafka101","metkg101","","19431107","2","LOS04","BCG","W","exhibition","y","1943"
"BCG194311072","PIR","2","0","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","6","lower","22","4","9","2","1","0","4","0","","2","","","","0","","","","15","","18","5","","","0","3","3","0","","0","0","0","0","0","","15","10","0","0","0","0","lowrp101","calvj102","metkg101","pafka101","pridj101","russr101","bellf104","maloe101","thomf105","thomf105","maloe101","russr101","pridj101","calvj102","lowrp101","bellf104","pafka101","metkg101","","19431107","2","LOS04","BCG","W","exhibition","y","1943"
"BCG194311072","PIR","2","0","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","6","upper","22","4","9","2","1","0","4","0","","2","","","","0","","","","15","","18","5","","","0","3","3","0","","0","0","0","0","0","","15","10","0","0","0","0","lowrp101","calvj102","metkg101","pafka101","pridj101","russr101","bellf104","maloe101","thomf105","thomf105","maloe101","russr101","pridj101","calvj102","lowrp101","bellf104","pafka101","metkg101","","19431107","2","LOS04","BCG","W","exhibition","y","1943"
