"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"CV9193904230","SSA","0","0","0","2","0","0","0","0","2","0","1","","","","","","","","","","","","","","","","","","8","","value","46","37","5","10","0","0","0","4","2","0","1","6","0","2","1","1","1","0","0","33","0","46","7","1","0","0","4","1","6","0","5","1","1","0","0","0","1","2","2","33","13","3","0","0","2","1","1","2","lylej102","armob101","wilsd103","maywe101","bradb107","greel102","riddm101","trouq101","smitt105","smitt105","trouq101","maywe101","riddm101","lylej102","armob101","wilsd103","greel102","bradb107","","19390423","0","JKV01","CV9","w","exhibition","y","1939"
"MEM193904301","SSA","0","0","0","0","1","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","9","","value","46","43","4","11","2","0","1","","0","","0","2","0","2","1","","","0","","31","","43","12","0","0","0","5","","1","","2","0","0","0","2","0","1","","0","31","","6","1","0","0","0","1","","wilsd103","robib105","armob101","maywe101","bradb107","riddm101","greel102","trouq101","smitt105","smitt105","trouq101","maywe101","riddm101","robib105","armob101","wilsd103","greel102","bradb107","","19390430","1","MEM02","MEM","l","exhibition","y","1939"
"MEM193904302","SSA","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","0","","","","","","","","","","","","","","","","","24","","","","","","","1","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","calhl101","","","","","","","","","","19390430","2","MEM02","MEM","l","exhibition","","1939"
"MEM193904302","SSA","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","upper","","","0","","","","","","","","","","","","","","","","","26","","","","","","","1","","","","","","","","","","","","","26","","0","","0","","","","","","","","","","","","","","calhl101","","","","","","","","","","19390430","2","MEM02","MEM","l","exhibition","","1939"
"MEM193905010","SSA","0","0","0","0","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","","","value","","","2","4","","","","","","","","","","","","","","","","24","","","8","","","","10","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","deanr101","taylr102","","","","","","","","","19390501","0","MEM02","MEM","l","exhibition","","1939"
"SSA193905120","SSA","0","0","1","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","4","","value","35","32","4","6","0","2","0","4","0","0","0","3","0","0","0","0","1","0","0","27","0","41","9","0","0","0","10","10","5","0","3","2","1","0","1","0","2","1","0","27","13","1","0","0","0","1","2","1","armob101","wilsd103","trouq101","maywe101","taylr102","bradb107","riddm101","robib105","smitt105","smitt105","taylr102","maywe101","riddm101","robib105","armob101","trouq101","wilsd103","bradb107","","19390512","0","MOU01","ATN","l","exhibition","y","1939"
"SSA193905140","SSA","0","0","0","0","0","1","5","","","","","","","","","","","","","","","","","","","","","","7","","value","34","29","6","9","1","0","1","6","0","0","0","5","0","3","1","0","2","0","1","21","0","36","8","3","1","0","9","7","8","0","2","1","0","0","0","1","0","0","0","21","14","1","0","0","0","0","0","0","armob101","wilsd103","trouq101","maywe101","taylr102","bradb107","riddm101","robib105","smitt105","smitt105","taylr102","maywe101","riddm101","robib105","armob101","trouq101","wilsd103","bradb107","","19390514","0","STL13","ATN","l","regular","y","1939"
"SSA193905150","SSA","2","0","0","0","3","3","6","0","","","","","","","","","","","","","","","","","","","","","8","","value","46","42","14","19","7","1","1","14","0","0","0","4","0","4","0","0","0","0","1","27","0","49","10","2","0","1","11","7","8","0","2","0","0","0","1","0","0","0","0","27","16","7","1","0","0","0","0","0","wilsd103","robib105","bradb107","maywe101","trouq101","greel102","riddm101","smitt105","mcalf101","mcalf101","trouq101","maywe101","wilsd103","robib105","riddm101","bradb107","greel102","smitt105","","19390515","0","STL13","ATN","w","regular","y","1939"
"MEM193905210","SSA","1","0","0","0","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","5","","value","35","31","3","5","2","0","0","2","1","1","1","1","0","5","0","0","1","0","2","27","0","33","7","1","0","0","1","1","1","0","4","1","0","0","0","0","0","0","0","27","4","0","2","0","0","0","0","0","wilsd103","robib105","greel102","maywe101","trouq101","bradb107","riddm101","taylr102","calhl101","calhl101","taylr102","maywe101","riddm101","robib105","wilsd103","trouq101","greel102","bradb107","","19390521","0","MEM02","MEM","w","regular","y","1939"
"MEM193905220","SSA","2","0","0","0","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","5","2","1","1","","","","","","","","","","","","","","24","","","1","","","1","6","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","deanr101","taylr102","","","","","","","","","19390522","0","MEM02","MEM","l","regular","","1939"
