"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"NAL194209200","NAL","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","6","value","27","1","2","0","0","0","1","1","","0","3","","","1","","","0","27","","29","4","1","0","0","0","0","0","","5","0","0","0","1","","27","","3","1","0","0","bellj103","bankf101","woodp104","robin101","taylj106","browt105","crutj101","browl107","mathv101","mathv101","browl107","taylj106","bankf101","woodp104","browt105","bellj103","robin101","crutj101","","19420920","0","MEM03","NY5","W","exhibition","y","1942"
"NAL194209200","NAL","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","6","lower","26","1","2","0","0","0","1","1","","0","","","","1","","","0","27","","28","4","1","0","0","0","0","0","","5","0","0","0","1","","27","","3","1","0","0","bellj103","bankf101","woodp104","robin101","taylj106","browt105","crutj101","browl107","mathv101","mathv101","browl107","taylj106","bankf101","woodp104","browt105","bellj103","robin101","crutj101","","19420920","0","MEM03","NY5","W","exhibition","y","1942"
"NAL194209200","NAL","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","6","upper","27","1","2","0","0","0","1","1","","0","","","","1","","","0","27","","29","4","1","0","0","0","0","0","","5","0","0","0","1","","27","","3","1","0","0","bellj103","bankf101","woodp104","robin101","taylj106","browt105","crutj101","browl107","mathv101","mathv101","browl107","taylj106","bankf101","woodp104","browt105","bellj103","robin101","crutj101","","19420920","0","MEM03","NY5","W","exhibition","y","1942"
"BIR194210040","NAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","3","","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19421004","0","BIR01","BIR","L","exhibition","","1942"
"BIR194210040","NAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","3","","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19421004","0","BIR01","BIR","L","exhibition","","1942"
"BIR194210040","NAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","3","","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19421004","0","BIR01","BIR","L","exhibition","","1942"
"NAL194210110","NAL","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","value","","1","3","","","","","","","","","","","","","","","27","","","5","","","","2","","","","","","","","","","27","","1","","0","","","","","","","","","","","mathv101","browl107","","","","","","","","","19421011","0","MEM03","NY5","L","exhibition","","1942"
"NAL194210110","NAL","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","lower","","1","3","","","","","","","","","","","","","","","27","","","5","","","","2","","","","","","","","","","27","","1","","0","","","","","","","","","","","mathv101","browl107","","","","","","","","","19421011","0","MEM03","NY5","L","exhibition","","1942"
"NAL194210110","NAL","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","upper","","1","3","","","","","","","","","","","","","","","27","","","5","","","","2","","","","","","","","","","27","","1","","0","","","","","","","","","","","mathv101","browl107","","","","","","","","","19421011","0","MEM03","NY5","L","exhibition","","1942"
"NAL194210120","NAL","1","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","value","","3","3","","","","1","","","","1","","","","","","","27","","","4","","","","2","","","","","","","","","","27","","2","","0","","","","","","","","","","","burnw102","","","","","","","","","","19421012","0","MEM03","NY5","W","exhibition","","1942"
"NAL194210120","NAL","1","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","lower","","3","3","","","","1","","","","1","","","","","","","27","","","4","","","","2","","","","","","","","","","27","","2","","0","","","","","","","","","","","burnw102","","","","","","","","","","19421012","0","MEM03","NY5","W","exhibition","","1942"
"NAL194210120","NAL","1","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","upper","","3","3","","","","1","","","","1","","","","","","","27","","","4","","","","2","","","","","","","","","","27","","2","","0","","","","","","","","","","","burnw102","","","","","","","","","","19421012","0","MEM03","NY5","W","exhibition","","1942"
