"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BIR194903270","LCB","0","0","3","3","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","7","12","1","","1","","","","","","","","","","","","","27","","","8","","2","","4","","","","","","","","","","","","","27","","1","","","","","","","","","","","","","","","","","","","","","","","","","","19490327","0","TUS01","BIR","w","exhibition","","1949"
"BIR194903270","LCB","0","0","3","3","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","lower","","","7","12","1","","1","1","","","","","","","","","","","","","","","8","","","","4","","","","","","","","","","","","","27","","1","","","","","","","","","","","","","","","","","","","","","","","","","","19490327","0","TUS01","BIR","w","exhibition","","1949"
"BIR194903270","LCB","0","0","3","3","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","upper","","","7","12","","","","7","","","","","","","","","","","","","","","8","","","","4","","","","","","","","","","","","","27","","1","","","","","","","","","","","","","","","","","","","","","","","","","","19490327","0","TUS01","BIR","w","exhibition","","1949"
"BIR194903300","LCB","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","0","","","","0","0","","","","","","","","","","","","21","","","","","","","2","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490330","0","AXC01","BIR","l","exhibition","","1949"
"BIR194904010","LCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","24","","","","","","1","5","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490401","0","OZA01","BIR","l","exhibition","","1949"
"BIR194904010","LCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","","4","","","","","","","","","","","","","","","","","24","","","5","","","1","5","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490401","0","OZA01","BIR","l","exhibition","","1949"
"BIR194904010","LCB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","","4","","","","","","","","","","","","","","","","","26","","","","","","","5","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490401","0","OZA01","BIR","l","exhibition","","1949"
"BIR194904030","LCB","1","0","3","0","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","value","","","5","12","","","","","","","","","","","","","","","","36","","","8","","","","6","","","","","","","","","","","","","36","","2","","","","","","","","","","","","","","","","","","","","","","","","","","19490403","0","MOB01","BIR","l","exhibition","","1949"
"BIR194904040","LCB","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","6","11","","","","","","","","","","","","","","","","27","","","12","","","","4","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490404","0","BIR01","BIR","w","exhibition","","1949"
"BIR194904040","LCB","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","","6","11","","","","","","","","1","","","","","","","","27","","","12","","","","4","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490404","0","BIR01","BIR","w","exhibition","","1949"
