"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"WBS193805220","WBS","0","0","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","11","","value","40","37","2","10","2","0","0","","2","","","1","","4","0","","0","","","27","","47","16","3","1","0","13","","4","","1","","1","","1","","2","","1","27","10","4","0","0","1","1","2","","burbb102","johnt107","speah101","speah101","wrigz102","casem101","andrj104","hughc101","yokel101","","","","","","","","","","","19380522","0","WAS09","NY5","l","regular","y","1938"
"HOM193805291","WBS","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","34","31","0","9","","","0","0","0","","","3","","","","","","","","24","","36","10","","","3","6","","3","","","","","","1","","","","","24","","0","","","","","","","burbb102","johnt107","thomd104","speah101","wrigz102","casem101","andrj104","hendc102","robes104","robes104","casem101","thomd104","johnt107","speah101","hendc102","andrj104","burbb102","wrigz102","","19380529","1","CLE07","HOM","l","regular","y","1938"
"HOM193805292","WBS","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","3","","","","","","","","","","","","","","","","18","","","15","","","1","13","","","","","","","","","","","","","18","","3","","","","","","","","","","","","","","","","nashg101","powee101","","","","","","","","","19380529","2","CLE07","HOM","l","regular","","1938"
"HOM193805301","WBS","1","1","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","","value","35","35","3","8","","","","","","","","","","","","","","","","24","","45","19","","","","16","","","","","","","","","","","","","24","10","","","","","","","","burbb102","johnt107","thomd104","speah101","wrigz102","casem101","clarc102","hendc102","yokel101","yokel101","casem101","thomd104","johnt107","speah101","hendc102","wrigz102","burbb102","clarc102","","19380530","1","PIT09","HOM","l","regular","y","1938"
"HOM193805302","WBS","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","7","","","","","","","","","","","","","","","","18","","","8","","","","6","","","","","","","","","","","","","18","","2","","","","","","","","","","","","","","","","richh102","casem101","","","","","","","","","19380530","2","PIT09","HOM","l","regular","","1938"
"PH5193806041","WBS","0","1","1","0","1","0","0","0","2","","","","","","","","","","","","","","","","","","","","4","","value","36","36","5","10","","","1","","","","","","","","","","","","","24","","44","17","","","0","16","","","","","","","","","","","","","24","10","1","","","","","","","burbb102","kinch101","cruma101","speah101","wrigz102","casem101","johnt107","hendc102","robes104","","","","","","","","","","","19380604","1","PHI17","PH5","l","regular","y","1938"
"PH5193806042","WBS","0","0","1","2","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","18","","","","","","4","8","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","19380604","2","PHI17","PH5","l","regular","","1938"
"PH5193806060","WBS","0","0","0","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","5","","value","31","28","2","7","2","0","0","","0","","0","3","","3","0","","","","","21","","33","5","3","2","0","6","","10","","0","0","","","0","","4","","","21","9","0","","","","","4","","burbb102","thomd104","cruma101","wrigz102","speah101","casem101","johnt107","hendc102","holml101","holml101","casem101","thomd104","johnt107","speah101","hendc102","wrigz102","burbb102","cruma101","","19380606","0","CHE02","PH5","l","regular","y","1938"
"WBS193806191","WBS","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","3","","value","31","31","1","4","0","0","0","","","","1","0","","4","0","","","","","27","","48","11","2","0","1","12","","11","","0","0","","","","","7","","","27","","8","","","","","7","","burbb102","sadlb101","thomd104","speah101","wrigz102","cruma101","powee101","hendc102","holml101","","","","","","","","","","","19380619","1","WAS09","PTC","l","regular","y","1938"
"WBS193806192","WBS","0","3","0","3","0","3","x","","","","","","","","","","","","","","","","","","","","","","7","","value","34","28","9","11","2","1","1","","","","1","5","","3","","","","","","21","","31","5","1","0","0","1","1","5","","7","0","","","","","","","","21","","1","2","","","","","","burbb102","sadlb101","thomd104","speah101","wrigz102","casem101","andrj104","hendc102","robes104","","","","","","","","","","","19380619","2","WAS09","PTC","w","regular","y","1938"
