"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"PRK194509260","KCR","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","5","value","33","2","5","1","0","0","2","0","0","0","1","0","0","0","0","0","0","24","0","34","9","3","0","1","6","6","4","0","0","0","0","0","1","0","24","3","0","1","0","0","soueh101","willj111","wrigb104","robij103","renfc101","aberr101","marcz101","haywb102","willj112","willj112","haywb102","marcz101","willj111","soueh101","robij103","renfc101","aberr101","wrigb104","","19450926","0","SAN03","PRK","L","exhibition","y","1945"
"PRK194509260","KCR","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","5","lower","33","2","5","1","0","0","2","0","","0","","","","0","","","0","24","","29","9","3","0","1","6","","4","","0","0","0","0","1","","24","3","0","1","0","0","soueh101","willj111","wrigb104","robij103","renfc101","aberr101","marcz101","haywb102","willj112","willj112","haywb102","marcz101","willj111","soueh101","robij103","renfc101","aberr101","wrigb104","","19450926","0","SAN03","PRK","L","exhibition","y","1945"
"PRK194509260","KCR","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","5","upper","33","2","5","1","0","0","2","0","","0","","","","0","","","0","24","","34","9","3","0","1","6","","4","","10","0","0","0","1","","24","12","0","1","0","0","soueh101","willj111","wrigb104","robij103","renfc101","aberr101","marcz101","haywb102","willj112","willj112","haywb102","marcz101","willj111","soueh101","robij103","renfc101","aberr101","wrigb104","","19450926","0","SAN03","PRK","L","exhibition","y","1945"
"PRK194510030","KCR","0","0","0","0","0","5","0","","","","","","","","","","","","","","","","","","","","","","5","value","29","5","7","2","0","0","4","0","0","1","1","0","3","0","0","2","0","21","0","25","2","0","0","0","0","0","1","0","3","0","0","0","0","0","21","0","1","0","0","0","smitj112","willj111","wrigb104","hoskb101","robij103","soueh101","nelsc102","haywb102","paigs101","paigs101","haywb102","nelsc102","willj111","soueh101","robij103","hoskb101","wrigb104","smitj112","","19451003","0","SAN03","PRK","W","exhibition","y","1945"
"PRK194510030","KCR","0","0","0","0","0","5","0","","","","","","","","","","","","","","","","","","","","","","5","lower","29","5","7","2","0","0","4","0","","1","","","","0","","","0","21","","24","2","0","0","0","0","0","1","","3","0","0","0","0","","21","0","1","0","0","0","smitj112","willj111","wrigb104","hoskb101","robij103","soueh101","nelsc102","haywb102","paigs101","paigs101","haywb102","nelsc102","willj111","soueh101","robij103","hoskb101","wrigb104","smitj112","","19451003","0","SAN03","PRK","W","exhibition","y","1945"
"PRK194510030","KCR","0","0","0","0","0","5","0","","","","","","","","","","","","","","","","","","","","","","5","upper","29","5","7","2","0","0","5","0","","1","","","","0","","","0","21","","25","2","0","0","0","0","0","1","","13","0","0","0","0","","21","9","1","0","0","0","smitj112","willj111","wrigb104","hoskb101","robij103","soueh101","nelsc102","haywb102","paigs101","paigs101","haywb102","nelsc102","willj111","soueh101","robij103","hoskb101","wrigb104","smitj112","","19451003","0","SAN03","PRK","W","exhibition","y","1945"
"KCR194510071","KCR","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","1","7","","","","","","","","","","","","","","","27","","","1","","","","0","0","","","","","","","","","27","","0","","0","","","","","","","","","","","willj112","haywb102","","","","","","","","","19451007","1","LOS02","VDA","W","exhibition","","1945"
"KCR194510071","KCR","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","lower","","1","7","","","","","","","","","","","","","","","27","","","1","","","","0","0","","","","","","","","","27","","0","","0","","","","","","","","","","","willj112","haywb102","","","","","","","","","19451007","1","LOS02","VDA","W","exhibition","","1945"
"KCR194510071","KCR","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","upper","","1","7","","","","","","","","","","","","","","","27","","","1","","","","0","0","","","","","","","","","27","","0","","0","","","","","","","","","","","willj112","haywb102","","","","","","","","","19451007","1","LOS02","VDA","W","exhibition","","1945"
"KCR194510072","KCR","1","1","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","value","","3","7","","","","","","","","","","","","","","","21","","","7","","","","4","","","","","","","","","","21","","3","","0","","","","","","","","","","","moren101","renfc101","","","","","","","","","19451007","2","LOS02","VDA","L","exhibition","","1945"
