"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"CV9194003240","CV9","2","0","0","0","1","0","3","0","","","","","","","","","","","","","","","","","","","","","9","value","30","6","6","1","0","0","6","1","","0","8","","","2","","","0","27","","42","5","2","0","0","4","","11","","9","0","0","0","1","","27","","0","0","0","0","ray-j102","robis101","clevd101","turnh101","manuu101","jonem103","fraza101","lamac101","owens101","owens101","turnh101","jonem103","robis101","fraza101","lamac101","manuu101","ray-j102","clevd101","","19400324","0","JKV01","SNO","W","exhibition","y","1940"
"CV9194003240","CV9","2","0","0","0","1","0","3","0","","","","","","","","","","","","","","","","","","","","","9","lower","30","6","6","1","0","0","6","1","","0","","","","2","","","0","27","","30","5","2","0","0","4","","11","","9","0","0","0","1","","27","","0","0","0","0","ray-j102","robis101","clevd101","turnh101","manuu101","jonem103","fraza101","lamac101","owens101","owens101","turnh101","jonem103","robis101","fraza101","lamac101","manuu101","ray-j102","clevd101","","19400324","0","JKV01","SNO","W","exhibition","y","1940"
"CV9194003240","CV9","2","0","0","0","1","0","3","0","","","","","","","","","","","","","","","","","","","","","9","upper","30","6","6","1","0","0","6","1","","0","","","","2","","","0","27","","42","5","2","0","0","4","","11","","9","0","0","0","1","","27","","0","0","0","0","ray-j102","robis101","clevd101","turnh101","manuu101","jonem103","fraza101","lamac101","owens101","owens101","turnh101","jonem103","robis101","fraza101","lamac101","manuu101","ray-j102","clevd101","","19400324","0","JKV01","SNO","W","exhibition","y","1940"
"CV9194003310","CV9","1","0","2","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","7","value","32","4","4","0","0","0","4","1","","2","5","","","2","","","0","30","","44","10","0","0","0","3","","5","","7","0","0","0","0","","30","","0","0","0","0","ray-j102","robis101","clevd101","turnh101","sampo101","jonem103","fraza101","lamac101","henrp101","henrp101","turnh101","jonem103","robis101","fraza101","lamac101","sampo101","ray-j102","clevd101","","19400331","0","JKV01","SNO","W","exhibition","y","1940"
"CV9194003310","CV9","1","0","2","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","7","lower","32","4","4","0","0","0","4","1","","2","","","","2","","","0","30","","39","10","0","0","0","3","","5","","7","0","0","0","0","","30","","0","0","0","0","ray-j102","robis101","clevd101","turnh101","sampo101","jonem103","fraza101","lamac101","henrp101","henrp101","turnh101","jonem103","robis101","fraza101","lamac101","sampo101","ray-j102","clevd101","","19400331","0","JKV01","SNO","W","exhibition","y","1940"
"CV9194003310","CV9","1","0","2","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","7","upper","32","4","4","0","0","0","4","1","","2","","","","2","","","0","30","","44","10","0","0","0","3","","5","","7","0","0","0","0","","30","","0","0","0","0","ray-j102","robis101","clevd101","turnh101","sampo101","jonem103","fraza101","lamac101","henrp101","henrp101","turnh101","jonem103","robis101","fraza101","lamac101","sampo101","ray-j102","clevd101","","19400331","0","JKV01","SNO","W","exhibition","y","1940"
"HOM194004050","CV9","0","0","0","2","1","0","5","0","1","","","","","","","","","","","","","","","","","","","","9","value","30","9","7","1","0","0","","2","","1","12","","","2","","","0","24","","43","10","0","1","0","10","","9","","3","1","0","0","1","","24","","1","0","0","0","ray-j102","jonem103","clevd101","turnh101","sampo101","coler103","fraza101","lamac101","owens101","owens101","turnh101","jonem103","sampo101","fraza101","lamac101","coler103","ray-j102","clevd101","","19400405","0","ORL01","HOM","L","exhibition","y","1940"
"HOM194004050","CV9","0","0","0","2","1","0","5","0","1","","","","","","","","","","","","","","","","","","","","9","lower","30","9","7","1","0","0","","2","","1","1","","","2","","","0","24","","33","10","0","1","0","10","","9","","3","1","0","0","1","","24","","1","0","0","0","ray-j102","jonem103","clevd101","turnh101","sampo101","coler103","fraza101","lamac101","owens101","owens101","turnh101","jonem103","sampo101","fraza101","lamac101","coler103","ray-j102","clevd101","","19400405","0","ORL01","HOM","L","exhibition","y","1940"
"HOM194004050","CV9","0","0","0","2","1","0","5","0","1","","","","","","","","","","","","","","","","","","","","9","upper","31","9","7","1","0","0","","2","","1","12","","","2","","","0","24","","43","10","0","1","0","10","","9","","3","1","0","0","1","","24","","1","0","0","0","ray-j102","jonem103","clevd101","turnh101","sampo101","coler103","fraza101","lamac101","owens101","owens101","turnh101","jonem103","sampo101","fraza101","lamac101","coler103","ray-j102","clevd101","","19400405","0","ORL01","HOM","L","exhibition","y","1940"
"CV9194004150","CV9","1","6","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","value","","8","7","","","","","","","","","","","","","","","27","","","19","4","","","14","","5","","","2","","","","","27","","2","","0","","","","","","","","","","","sarva101","turnh101","","","","","","","","","19400415","0","JKV01","HOM","L","exhibition","","1940"
"CV9194004150","CV9","1","6","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","lower","","8","7","","","","","","","","","","","","","","","27","","","19","4","","","14","","5","","","2","","","","","27","","2","","0","","","","","","","","","","","sarva101","turnh101","","","","","","","","","19400415","0","JKV01","HOM","L","exhibition","","1940"
"CV9194004150","CV9","1","6","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","upper","","8","7","","","","","","","","","","","","","","","27","","","19","4","","","14","","5","","","2","","","","","27","","2","","0","","","","","","","","","","","sarva101","turnh101","","","","","","","","","19400415","0","JKV01","HOM","L","exhibition","","1940"
"CV9194004160","CV9","1","2","0","1","0","4","1","0","0","","","","","","","","","","","","","","","","","","","","","value","","9","12","","","","","","","2","","","","","","","","27","","","9","","","","10","","10","","","1","","","","","27","","3","","0","","","","","","","","","","","whitc104","turnh101","","","","","","","","","19400416","0","JKV01","HOM","L","exhibition","","1940"
"CV9194004160","CV9","1","2","0","1","0","4","1","0","0","","","","","","","","","","","","","","","","","","","","","lower","","9","12","","","","","","","2","","","","","","","","27","","","9","","","","10","","10","","","1","","","","","27","","3","","0","","","","","","","","","","","whitc104","turnh101","","","","","","","","","19400416","0","JKV01","HOM","L","exhibition","","1940"
