"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"MEM194304251","CAG","0","0","0","0","0","4","0","0","0","","","","","","","","","","","","","","","","","","","","10","","value","41","38","4","10","2","0","1","3","0","","1","2","","6","0","","","0","","24","","41","12","0","0","0","7","","4","0","2","0","0","0","0","0","0","","0","24","","1","1","0","0","0","0","","bissj101","smith113","davel102","youne102","radca101","penna101","busth101","ferrw102","cornw101","cornw101","youne102","penna101","smith113","radca101","busth101","bissj101","davel102","ferrw102","","19430425","1","MEM03","MEM","l","exhibition","y","1943"
"MEM194304252","CAG","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","0","2","","","","0","","","","","","","","","","","","12","","","5","","","","3","","","","","","","","","","","","","12","","0","","0","","","","","","","","","","","","","","ferrw102","youne102","","","","","","","","","19430425","2","MEM03","MEM","l","exhibition","","1943"
"MEM194305021","CAG","0","0","4","0","5","0","0","0","1","","","","","","","","","","","","","","","","","","","","7","","value","44","43","10","16","2","0","1","","0","0","0","1","0","1","1","","","0","","27","","41","16","0","0","0","5","","1","0","4","0","0","0","0","0","2","","0","27","","0","1","0","0","0","2","","wyatr101","busth101","davel102","youne102","radca101","penna101","bissj101","radct101","jessg101","jessg101","radct101","youne102","busth101","radca101","wyatr101","bissj101","davel102","penna101","","19430502","1","MEM02","MEM","w","exhibition","y","1943"
"MEM194305022","CAG","2","2","0","1","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","10","12","","","","","","","","","","","","","","","","21","","","4","","","","2","","","","","","","","","","","","","21","","1","","0","","","","","","","","","","","","","","ferrw102","youne102","","","","","","","","","19430502","2","MEM02","MEM","w","exhibition","","1943"
"BIR194305070","CAG","3","2","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","7","8","","","","","2","","","2","","","","","","","","27","","","11","","","1","6","","","","","","1","","","","","","1","27","","0","","0","1","1","","","","","","","","","","","","cornw101","youne102","","","","","","","","","19430507","0","MTG01","BIR","w","exhibition","","1943"
"CAG194305080","CAG","0","1","0","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","4","7","","","","","","","","","","","","","","","","27","","","7","","","","3","","","","","","","","","","","","","27","","1","","0","","","","","","","","","","","","","","jessg101","youne102","","","","","","","","","19430508","0","MTG01","BIR","w","exhibition","","1943"
"BIR194305091","CAG","0","2","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","2","8","","","","","","","","","","","","","","","","24","","","8","2","","","3","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","suttl101","radct101","","","","","","","","","19430509","1","BIR01","BIR","l","exhibition","","1943"
"BIR194305092","CAG","0","0","0","5","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","9","13","","","","","","","","","","","","","","","","21","","","7","","","","4","","","","","","","","","","","","","21","","2","","0","","","","","","","","","","","","","","cornw101","youne102","","","","","","","","","19430509","2","BIR01","BIR","w","exhibition","","1943"
"KCM194305140","CAG","0","0","0","0","0","1","0","1","1","","","","","","","","","","","","","","","","","","","","","","value","","","3","8","","1","","","","","","","","","","1","","","","24","","","6","","","","8","","","","","","","","","","","","","24","","7","","0","","","","","","","","","","","","","","suttl101","youne102","","","","","","","","","19430514","0","OKC02","KCM","l","regular","","1943"
"KCM194305161","CAG","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","4","","value","31","30","0","4","0","0","0","0","0","0","0","1","0","8","0","","","0","","24","","32","7","1","0","0","2","","3","","0","0","0","0","2","1","0","","0","24","9","0","0","0","0","0","0","","wyatr101","smith113","davel102","youne102","radca101","penna101","bissj101","radct101","cornw101","cornw101","radct101","youne102","smith113","radca101","wyatr101","bissj101","davel102","penna101","","19430516","1","KAN05","KCM","l","regular","y","1943"
