"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"ASF194609300","ASF","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","35","32","1","2","0","0","0","1","0","0","0","3","0","6","1","0","1","0","4","27","0","36","5","2","0","0","3","1","2","0","8","0","1","0","0","0","2","0","0","27","9","5","1","0","0","1","2","0","rizzp101","beraj101","vernm101","kellc101","heatj101","chaps101","keltk101","suscg102","fellb101","fellb101","suscg102","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19460930","0","PIT06","ASP","l","exhibition","y","1946"
"ASP194610011","ASF","2","0","0","0","3","0","5","0","1","","","","","","","","","","","","","","","","","","","","9","","value","47","41","11","12","1","0","3","9","2","","0","4","","0","0","","","","","27","","37","7","1","0","0","2","0","3","","6","0","0","0","0","","1","","0","27","13","3","0","0","0","0","1","","rizzp101","beraj101","vernm101","kellc101","heatj101","chaps101","keltk101","hayef101","fellb101","fellb101","hayef101","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19461001","1","YOU01","ASP","w","exhibition","y","1946"
"ASF194610012","ASF","1","1","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","7","","value","36","32","5","10","1","0","0","0","1","","1","2","","3","1","","","","","27","","29","2","0","0","0","0","0","1","","7","0","0","0","0","","0","","0","27","12","0","1","0","0","0","0","","rizzp101","beraj101","vernm101","kellc101","heatj101","chaps101","keltk101","hemsr101","fellb101","fellb101","hemsr101","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19461001","2","CLE07","ASP","w","exhibition","y","1946"
"ASP194610020","ASF","0","0","0","0","1","0","0","5","0","","","","","","","","","","","","","","","","","","","","","","value","","","6","8","1","2","","","","","","","","","","","","","","27","","","6","","","","5","","","","","","","","","","","","","27","","3","","0","","","","","","","","","","","","","","fellb101","hayef101","","","","","","","","","19461002","0","CHI10","ASP","w","exhibition","","1946"
"ASF194610030","ASF","1","0","0","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","value","","","3","6","","","1","3","1","","","","","","","","","","","27","","","6","","","","0","0","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","fellb101","hayef101","","","","","","","","","19461003","0","CIN07","ASP","w","exhibition","","1946"
"ASP194610040","ASF","0","0","1","0","0","0","0","1","0","2","","","","","","","","","","","","","","","","","","","6","","value","40","37","4","10","1","0","1","4","0","","0","3","","5","0","","","","","30","","38","7","1","1","0","2","0","2","","4","0","0","0","3","","0","","0","30","15","2","0","0","0","0","0","","rizzp101","beraj101","vernm101","kellc101","heatj101","chaps101","keltk101","hemsr101","chans101","chans101","hemsr101","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19461004","0","NYC16","ASP","w","exhibition","y","1946"
"ASP194610050","ASF","0","0","0","6","0","0","0","3","4","","","","","","","","","","","","","","","","","","","","","","value","","","13","5","","5","","","","","","","","","","","","","","27","","39","15","","2","2","10","","","","","","","","","","","","","27","","0","","0","","","","","rizzp101","beraj101","vernm101","kellc101","heatj101","chaps101","keltk101","hegaj101","fellb101","fellb101","hegaj101","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19461005","0","NWK04","ASP","w","exhibition","","1946"
"ASF194610061","ASF","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","9","","value","36","33","0","7","1","0","0","0","1","0","0","2","0","9","0","0","2","0","2","27","0","39","9","1","1","1","4","4","4","0","3","0","1","0","0","0","1","0","0","27","13","0","1","0","0","1","1","0","rizzp101","beraj101","vernm101","kellc101","chaps101","heatj101","keltk101","hegaj101","fellb101","fellb101","hegaj101","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19461006","1","NYC16","ASP","l","exhibition","y","1946"
"ASP194610062","ASF","4","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","10","","value","41","35","4","8","0","0","0","2","2","0","0","4","0","3","0","0","2","0","4","24","0","41","9","1","1","0","7","4","4","0","8","0","0","0","0","0","1","0","0","24","10","9","2","0","0","0","1","0","rizzp101","beraj101","vernm101","kellc101","heatj101","chaps101","keltk101","hegaj101","fellb101","fellb101","hegaj101","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19461006","2","BAL14","ASP","l","exhibition","y","1946"
"ASF194610070","ASF","0","0","0","2","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","7","","value","37","32","3","7","0","1","0","2","2","","0","3","","7","0","","","0","","27","","34","6","0","0","0","4","4","2","0","11","0","0","0","1","0","0","","0","27","10","1","1","0","0","0","0","","rizzp101","beraj101","vernm101","kellc101","heatj101","keltk101","chaps101","hemsr101","fellb101","fellb101","hemsr101","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19461007","0","COL05","ASP","l","exhibition","y","1946"
"ASP194610080","ASF","6","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","8","","value","42","38","7","8","3","0","1","7","0","0","0","4","0","10","0","0","0","0","3","27","0","38","11","1","2","1","6","5","1","0","5","0","0","0","1","0","0","0","0","27","12","1","2","0","0","0","0","0","rizzp101","beraj101","vernm101","kellc101","heatj101","keltk101","chaps101","hayef101","fellb101","fellb101","hayef101","vernm101","beraj101","keltk101","rizzp101","kellc101","chaps101","heatj101","","19461008","0","DAY03","ASP","w","exhibition","y","1946"
"ASF194610100","ASF","0","2","0","0","0","2","3","0","","","","","","","","","","","","","","","","","","","","","7","","value","38","36","7","13","1","1","2","7","0","0","0","2","0","4","0","0","1","0","0","27","0","41","13","2","1","0","5","4","1","0","9","0","1","0","0","0","0","0","0","27","10","1","0","0","0","1","0","0","rizzp101","beraj101","vernm101","kellc101","heatj101","keltk101","chaps101","hemsr101","fellb101","fellb101","hemsr101","vernm101","beraj101","keltk101","rizzp101","heatj101","chaps101","kellc101","","19461010","0","RCI01","ASP","w","exhibition","y","1946"
