"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"ATN193904090","BLG","ATN","ATL04","19390409","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","13","12","BLG","ATN","","","","","","1939"
"ATN193904100","BLG","ATN","ATL04","19390410","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","11","10","BLG","ATN","","","","","","1939"
"ATN193904160","BLG","ATN","CHT01","19390416","0","","","","","","","","500","","","","","","","","","","","","","","","","","","exhibition","6","3","BLG","ATN","","","","","","1939"
"ATN193904190","CAG","ATN","GRI01","19390419","0","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","cornu901","dixou901","","","","","evanf101","forrp101","","exhibition","1","5","ATN","CAG","y","both","y","y","d","1939"
"ATN193904210","HOM","ATN","ATL04","19390421","0","0:00PM","day","","","FALSE","","0","700","unknown","unknown","unknown","0","unknown","-1","","","harvu901","engll101","","","","","parkt101","richl105","welmr101","exhibition","11","1","HOM","ATN","y","both","y","y","d","1939"
"ATN193904230","NW2","ATN","ATL04","19390423","0","0:00PM","day","","","FALSE","","0","3000","unknown","unknown","unknown","0","unknown","-1","","","meanu901","harvu901","","","","","hillj104","evanf101","","exhibition","5","4","NW2","ATN","y","both","y","y","d","1939"
"ATN193904240","NW2","ATN","BIR01","19390424","0","0:00PM","day","","","FALSE","","102","0","unknown","unknown","unknown","0","unknown","-1","","","willp103","coolu901","","","","","wrigj105","haysc101","","exhibition","8","4","NW2","ATN","y","both","y","y","d","1939"
"NW2193904270","ATN","NW2","MAC01","19390427","0","0:00PM","night","","","FALSE","","120","0","unknown","unknown","unknown","0","unknown","-1","","","prinu901","floyu901","","","","","browj115","dixoe101","evanb105","exhibition","0","11","NW2","ATN","y","both","y","y","d","1939"
"ATN193904280","HOM","ATN","SEL01","19390428","0","","","","","","","","","","","","","","","","","","","","","","","mitct101","partr102","","exhibition","3","5","ATN","HOM","y","both","","","","1939"
"NW2193904300","ATN","NW2","MAC01","19390430","0","","day","","","","","","","","","","","","","","","","","","","","","day-l101","dixoe101","","exhibition","5","8","NW2","ATN","y","","","","","1939"
"SSA193905120","ATN","SSA","MOU01","19390512","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","mitct101","smitt105","","exhibition","10","4","ATN","SSA","y","both","y","y","d","1939"
"SSA193905140","ATN","SSA","STL13","19390514","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","donab901","","","","","","dixoe101","smitt105","","regular","9","6","ATN","SSA","y","both","y","y","d","1939"
"SSA193905150","ATN","SSA","STL13","19390515","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","deanr101","dixoe101","","regular","11","14","SSA","ATN","y","both","y","y","d","1939"
"CV9193905211","ATN","CV9","CLE06","19390521","1","0:00PM","day","","","FALSE","","0","4000","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","walkh901","(none)","porth901","","","henrp101","smitg106","","regular","1","5","CV9","ATN","y","both","y","y","d","1939"
"CV9193905212","ATN","CV9","CLE07","19390521","2","0:00PM","night","","","FALSE","","0","4000","wet","rain","unknown","0","unknown","-1","","","walkh901","hayeg901","","porth901","","","owens101","howat101","","regular","8","10","CV9","ATN","y","both","y","y","y","1939"
"KCM193905260","ATN","KCM","DES01","19390526","0","0:00PM","night","","","FALSE","","0","600","unknown","unknown","unknown","0","unknown","-1","","","mundu901","devoj102","","","","","walkg103","mitct101","","regular","2","11","KCM","ATN","y","both","y","y","d","1939"
"KCM193905281","ATN","KCM","KAN05","19390528","1","0:00PM","day","","","FALSE","","110","3500","unknown","unknown","unknown","0","unknown","-1","","","mcdou901","walla901","","","","","mosel101","dixoe101","smith111","regular","0","3","KCM","ATN","y","both","y","y","d","1939"
"KCM193905282","ATN","KCM","KAN05","19390528","2","0:00PM","day","7","","FALSE","","0","3500","unknown","unknown","unknown","0","unknown","-1","","","walla901","mcdou901","","","","","kranf101","smitg106","bradf104","regular","4","9","KCM","ATN","y","both","y","y","d","1939"
